2,8,3,George W.Bush
7,9,6,Ben Affleck
39,8,6,Scarlett Johansson
57,0,4,Serena Williams
4,10,7,Cristiano Ronaldo
50,3,4,Olivia Rodrigo
20,7,6,Matt Damon
44,0,3,Cate Blanchett
45,9,7,Jennifer Aniston
19,8,7,Nicolas Cage
1,10,6,Leonardo Di Caprio
38,3,3,Taylor Swift
17,10,7,Hugh Jackman
31,1,4,Sandra Bullock
29,10,3,Tom Holland
9,9,7,Bradley Cooper
8,10,8,Brad Pitt
14,10,8,Daniel Craig
13,9,7,Denzel Washighton
6,10,10,Arnold Schwarzeneger
10,8,7,Bruce Willis
60,3,3,Anne Hathaway
41,10,3,Ariana Grande
18,10,10,Jason Statham
33,0,3,Simone Biles
12,7,6,Daniel Radcliffe
53,0,2,Keira Knightley
24,10,8,Ryan Reynolds
37,8,7,Nathalie Portman
11,8,7,Chris Evans
34,8,7,Angelina Jolie
46,8,6,Emma Stone
55,2,4,Charlize Theron
40,9,6,Gal Gadot
43,0,2,Sandra Bullock
28,10,6,Dwayne Johnson
36,7,3,Lady Gaga
26,8,6,George Clooney
56,0,1,Reese Witherspoon
22,10,6,Lebron James
27,10,8,Keanu Reeves
23,10,9,Ryan Gosling
54,2,2,Reese Witherspoon
51,9,8,Margot Robbie
58,6,2,Nicole Kidman
25,10,10,Robert De Niro
3,7,4,Roger Federer
15,9,9,Harrison Ford
5,10,6,Lionel Messi
42,10,0,Greta Thunberg
35,7,3,Adele
30,10,6,Tom Cruise
49,7,6,Olivia Rodrigo
16,10,10,Ewan McGregor
48,8,6,Jennifer Lawrence
32,7,4,Anne Hathaway
59,0,1,Michelle Obama
21,10,7,Henri Canvill
47,10,0,Hilary Clinton
52,9,6,Emma Watson
