20,6,7,Matt Damon
1,10,4,Leonardo Di Caprio
55,3,5,Charlize Theron
39,8,7,Scarlett Johansson
33,9,5,Simone Biles
32,1,5,Anne Hathaway
59,8,8,Michelle Obama
13,10,9,Denzel Washighton
21,9,8,Henri Canvill
7,6,5,Ben Affleck
35,6,4,Adele
48,5,5,Millie Bobby Brown
28,10,10,Dwayne Johnson
57,8,7,Serena Williams
40,9,6,Gal Gadot
2,9,2,George W.Bush
15,10,10,Harrison Ford
60,2,5,Anya Taylor-Joy
49,4,5,Olivia Rodrigo
14,10,9,Daniel Craig
37,10,8,Nathalie Portman
29,10,9,Tom Holland
24,9,6,Ryan Reynolds
44,10,10,Cate Blanchett
12,10,8,Daniel Radcliffe
53,5,5,Keira Knightley
19,10,8,Nicolas Cage
34,10,5,Angelina Jolie
58,3,5,Nicole Kidman
54,5,6,Julia Roberts
16,10,10,Ewan McGregor
45,10,9,Jennifer Aniston
38,5,6,Taylor Swift
52,10,7,Emma Watson
11,6,7,Chris Evans
4,10,6,Cristiano Ronaldo
47,3,5,Hilary Clinton
56,3,5,Reese Witherspoon
43,3,5,Maria Sharapova
18,8,5,Jason Statham
46,8,6,Emma Stone
22,10,10,Lebron James
10,6,8,Bruce Willis
41,9,5,Ariana Grande
42,10,6,Greta Thunberg
50,4,5,Millie Bobby Brown
51,10,8,Margot Robbie
30,5,6,Tom Cruise
6,10,9,Arnold Schwarzeneger
23,9,7,Ryan Gosling
8,10,10,Brad Pitt
25,9,6,Robert De Niro
27,10,8,Keanu Reeves
9,10,9,Bradley Cooper
26,10,9,George Clooney
36,9,4,Lady Gaga
17,6,6,Hugh Jackman
5,10,10,Lionel Messi
3,10,10,Roger Federer
31,10,8,Sandra Bullock
