24,2,5,Daniel Radcliffe
27,10,9,Keanu Reeves
23,9,4,Ryan Gosling
37,6,8,Natalie Portman
12,10,4,Daniel Radcliffe
25,3,5,Robert De Niro
58,4,3,Maria Sharapova
7,3,4,Ben Affleck
60,2,5,Anya Taylor-Joy
5,10,3,Lionel Messi
41,10,8,Ariana Grande
28,10,6,Dwayne Johnson
49,9,8,Olivia Rodrigo
56,0,5,Reese Witherspoon
17,0,5,Harrison Ford
14,10,6,Daniel Craig
34,3,8,Keira Knightley
30,0,5,Chris Evans
31,0,5,Gal Gadot
57,0,5,Cate Blanchett
10,0,5,George Clooney
20,3,5,Matt Damon
21,0,5,Henri Canvill
59,0,5,Michelle Obama
53,3,5,Cate Blanchett
19,5,5,Nicolas Cage
32,6,9,Anne Hathaway
35,4,4,Adele
46,9,10,Emma Stone
40,6,7,Gal Gadot
4,10,2,Cristiano Ronaldo
1,10,4,Leonardo Di Caprio
42,10,10,Greta Thunberg
26,3,4,George Clooney
33,0,5,Simone Biles
18,0,5,Jason Statham
43,0,5,Anne Hathaway
48,10,8,Jennifer Lawrence
29,10,2,Tom Holland
55,4,3,Reese Witherspoon
39,10,9,Scarlett Johansson
22,5,5,Lebron James
45,10,3,Jennifer Aniston
8,4,5,Brad Pitt
54,0,5,Julia Roberts
36,0,5,Charlize Theron
38,7,5,Taylor Swift
3,0,5,Ben Affleck
2,10,0,George W.Bush
13,0,5,Denzel Washighton
50,0,5,Nicole Kidman
11,0,5,Chris Evans
15,0,5,Harrison Ford
44,1,5,Cate Blanchett
51,3,5,Margot Robbie
6,10,7,Arnold Schwarzeneger
9,0,5,Bradley Cooper
16,0,5,Ewan McGregor
47,3,5,Hillary Clinton
52,10,8,Emma Watson
