19,6,4,Nicolas Cage
26,7,7,George Clooney
33,2,5,Simone Biles
58,1,4,Keira Knightley
45,7,7,Jennifer Aniston
51,7,8,Margot Robbie
28,10,6,Dwayne Johnson
46,7,6,Emma Stone
60,6,5,Anya Taylor-Joy
1,10,7,Leonardo Di Caprio
21,4,3,Henri Canvill
29,10,2,Tom Holland
7,1,1,Matt Damon
23,10,6,Ryan Gosling
20,0,5,Matt Damon
8,9,5,Brad Pitt
53,0,6,Keira Knightley
43,0,7,Maria Sharapova
24,6,3,Hugh Jackman
9,0,4,Harrison Ford
37,5,4,Natalie Portman
16,0,5,Ewan McGregor
34,10,9,Angelina Jolie
13,2,6,Denzel Washighton
32,7,5,Anne Hathaway
22,5,4,Lebron James
5,10,2,Lionel Messi
4,10,3,Cristiano Ronaldo
30,3,5,Bradley Cooper
59,9,7,Michelle Obama
49,7,4,Olivia Rodrigo
3,10,4,Roger Federer
38,9,6,Taylor Swift
55,7,6,Charlize Theron
50,7,3,Millie Bobby Brown
40,1,3,Gal Gadot
39,7,8,Scarlett Johansson
36,10,9,Lady Gaga
31,6,5,Sandra Bullock
48,7,9,Jennifer Lawrence
17,1,3,Hugh Jackman
27,10,5,Keanu Reeves
42,10,5,Greta Thunberg
6,10,6,Arnold Schwarzeneger
18,5,6,Jason Statham
11,2,4,Nicolas Cage
15,0,5,Harrison Ford
54,7,7,Julia Roberts
10,1,1,Jason Statham
44,4,6,Cate Blanchett
2,6,5,George Clooney
25,1,3,Robert De Niro
14,10,9,Daniel Craig
47,10,7,Hillary Clinton
57,3,4,Serena Williams
52,10,6,Emma Watson
41,10,7,Ariana Grande
35,10,7,Adele
56,4,5,Reese Witherspoon
12,9,8,Daniel Radcliffe
