S19,3,1,p,1.656276333000278,1,82
S19,3,2,q,0.9824551250003424,3,30
S19,3,3,p,0.9007113329998901,3,139
S19,3,4,p,0.926233707999927,1,70
S19,3,5,q,0.7934247080002024,1,76
S19,3,6,p,1.0593964589997995,3,136
S19,3,7,p,1.13000804100011,2,98
S19,3,8,q,1.02610654099999,3,114
S19,3,9,p,1.1773674999999457,2,75
S19,3,10,q,1.2789144160001342,3,69
S19,3,11,q,2.6161785419999433,3,95
S19,3,12,q,0.9924040840000998,3,44
S19,3,13,p,1.2347975830002724,2,146
S19,3,14,p,1.810519916999965,1,79
S19,3,15,q,1.019637750000129,1,117
S19,3,16,p,1.4759379170000102,3,74
S19,3,17,q,0.8541712500000358,3,109
S19,3,18,p,1.6400369580001097,3,78
S19,3,19,p,2.9742066669996348,3,100
S19,3,20,p,1.318537957999979,3,141
S19,3,21,q,1.7095078340003056,1,90
S19,3,22,q,0.8728142499999194,2,104
S19,3,23,q,1.0618069590000232,3,108
S19,3,24,q,0.9929895830000532,2,87
S19,3,25,q,0.8060752080000384,1,110
S19,3,26,p,1.2127100419997987,1,89
S19,3,27,p,3.0737937499998225,1,81
S19,3,28,p,1.1506012919999193,3,119
S19,3,29,q,1.0338045829998919,3,72
S19,3,30,q,0.9023710830001619,2,91
S19,3,31,p,1.112664291999863,1,83
S19,3,32,q,0.9403944999999112,1,12
S19,3,33,q,3.319313959000283,2,60
S19,3,34,q,2.233234750000065,1,84
S19,3,35,p,0.7272816250001597,2,93
S19,3,36,q,1.4901645410000128,2,102
S19,3,37,q,1.1865477910000664,3,62
S19,3,38,q,2.0094854580001993,1,77
S19,3,39,p,0.8662394159996438,3,73
S19,3,40,q,0.9074138749997473,3,26
S19,3,41,p,0.9229799999998249,3,145
S19,3,42,p,1.738764541999899,3,138
S19,3,43,p,2.6160262079997665,3,17
S19,3,44,p,2.5762776669998857,2,71
S19,3,45,p,1.901334541000324,2,124
S19,3,46,q,1.3254881249999926,1,28
S19,3,47,p,1.2054689999999937,1,144
S19,3,48,p,1.7376242089999323,3,140
S19,3,49,q,1.3998512920002213,3,43
S19,3,50,q,2.5881471669999883,3,9
S19,3,51,q,1.1078945839999506,2,29
S19,3,52,q,2.3891414169997915,3,143
S19,3,53,p,1.3333269589998054,3,80
S19,3,54,p,2.0954014999997526,1,88
S19,3,55,p,1.166469958000107,1,97
S19,3,56,p,5.217388791999838,1,135
S19,3,57,p,1.5770153749999736,3,92
S19,3,58,q,2.221317916999851,3,94
S19,3,59,p,1.0719240839998747,3,147
S19,3,60,p,1.030837541999972,3,142
