5,10,7,Lionel Messi
43,3,5,Charlize Theron
27,10,10,Keanu Reeves
7,6,5,Ben Affleck
11,8,7,Chris Evans
47,7,3,Hilary Clinton
13,9,8,Denzel Washighton
52,10,8,Emma Watson
54,2,5,Julia Roberts
29,10,8,Tom Holland
9,9,7,Bradley Cooper
56,3,5,Reese Witherspoon
51,6,6,Nicole Kidman
32,10,9,Anne Hathaway
26,10,7,George Clooney
25,10,8,Robert De Niro
21,10,10,Henri Canvill
50,4,5,Millie Bobby Brown
48,7,3,Jennifer Lawrence
36,6,6,Lady Gaga
16,10,8,Ewan McGregor
1,10,4,Leonardo Di Caprio
18,10,4,Jason Statham
40,9,2,Gal Gadot
2,10,1,George W.Bush
6,10,8,Arnold Schwarzeneger
24,10,4,Ryan Reynolds
34,5,5,Angelina Jolie
23,10,9,Ryan Gosling
28,10,2,Dwayne Johnson
57,10,9,Serena Williams
12,10,8,Daniel Radcliffe
17,10,7,Hugh Jackman
14,10,7,Daniel Craig
44,5,5,Cate Blanchett
3,10,10,Roger Federer
41,10,5,Ariana Grande
49,7,6,Olivia Rodrigo
38,8,7,Taylor Swift
55,4,6,Charlize Theron
8,10,7,Brad Pitt
37,7,7,Nathalie Portman
22,10,9,Lebron James
33,10,10,Simone Biles
39,8,7,Scarlett Johansson
35,2,5,Adele
19,10,5,Nicolas Cage
59,10,7,Michelle Obama
30,7,6,Tom Cruise
4,10,7,Lionel Messi
31,4,7,Sandra Bullock
42,10,5,Greta Thunberg
10,10,5,Bruce Willis
46,6,6,Emma Stone
45,5,7,Jennifer Aniston
58,5,5,Nicole Kidman
15,10,8,Harrison Ford
53,3,4,Keira Knightley
60,10,6,Anya Taylor-Joy
20,9,7,Matt Damon
