23,1,8,Ryan Gosling
7,3,9,Ryan Gosling
8,7,7,Brad Pitt
27,5,5,Ryan Reynolds
52,4,8,Scarlett Johansson
60,4,9,Sandra Bullock
3,4,8,Roger Federer
31,3,7,Jennifer Lawrence
37,4,7,Olivia Rodrigo
58,7,9,Adele
25,7,9,Robert De Niro
40,4,8,Gal Gadot
21,4,9,George Clooney
14,7,9,Daniel Craig
38,8,9,Angelina Jolie
41,4,6,Ariana Grande
11,3,8,Hugh Jackman
30,5,9,Tom Cruise
53,4,7,Ariana Grande
20,4,6,Matt Damon
59,5,4,Michelle Obama
18,6,7,Jason Statham
4,10,10,Cristiano Ronaldo
17,5,8,Daniel Radcliffe
24,6,9,Ryan Reynolds
5,8,10,Lionel Messi
56,4,8,Margot Robbie
55,6,7,Millie Bobby Brown
9,6,8,Keanu Reeves
51,5,8,Julia Roberts
13,4,6,Matt Damon
39,4,8,Reese Witherspoon
46,3,3,Keira Knightley
35,3,3,Millie Bobby Brown
2,10,0,George W.Bush
42,10,3,Greta Thunberg
43,4,7,Maria Sharapova
57,6,10,Serena Williams
34,4,6,Angelina Jolie
28,8,10,Ryan Gosling
10,6,8,Ewan McGregor
15,10,0,Harrison Ford
12,6,9,Nicolas Cage
19,3,9,Jason Statham
22,6,10,Lebron James
54,3,4,Charlize Theron
6,10,10,Arnold Schwarzeneger
49,4,7,Charlize Theron
47,10,0,Hillary Clinton
29,4,8,Tom Holland
36,3,2,Anne Hathaway
33,3,8,Scarlett Johansson
1,10,8,Leonardo Di Caprio
44,6,10,Jennifer Aniston
45,4,6,Emma Stone
32,4,8,Gal Gadot
26,7,9,Nicolas Cage
50,4,8,Anne Hathaway
16,6,9,Ryan Reynolds
48,3,8,Julia Roberts
