55,3,3,Keira Knightley
37,1,4,Nathalie Portman
49,4,2,Maria Sharapova
6,9,7,Arnold Schwarzeneger
46,3,5,Margot Robbie
50,2,3,Millie Bobby Brown
5,10,6,Lionel Messi
12,7,3,Daniel Radcliffe
39,2,4,Scarlett Johansson
41,9,1,Ariana Grande
38,1,3,Charlize Theron
42,10,5,Greta Thunberg
4,10,1,Cristiano Ronaldo
25,2,5,Bradley Cooper
47,5,2,Hilary Clinton
19,7,8,Tom Holland
11,2,7,Chris Evans
58,4,5,Nicole Kidman
7,3,2,Ben Affleck
27,8,9,Keanu Reeves
40,2,4,Keira Knightley
2,7,3,George W.Bush
34,3,5,Angelina Jolie
54,1,5,Julia Roberts
33,4,3,Simone Biles
14,5,3,Daniel Craig
22,8,7,Lebron James
16,2,7,Jason Statham
56,1,3,Nathalie Portman
9,5,2,Bradley Cooper
29,4,7,Tom Holland
3,1,2,Jason Statham
45,7,7,Jennifer Aniston
43,2,2,Emma Watson
1,10,1,Leonardo Di Caprio
17,3,5,Nicolas Cage
21,2,5,Henri Canvill
51,2,3,Keira Knightley
18,2,4,Daniel Craig
35,9,6,Adele
10,3,4,Bruce Willis
23,2,5,Ryan Gosling
32,3,7,Anne Hathaway
13,4,6,Denzel Washighton
15,2,5,Harrison Ford
20,2,3,Matt Damon
28,10,9,Dwayne Johnson
36,2,4,Nicole Kidman
52,2,5,Angelina Jolie
48,1,4,Reese Witherspoon
59,1,2,Keira Knightley
8,2,5,Bradley Cooper
53,1,4,Cate Blanchett
26,2,5,George Clooney
60,2,1,Millie Bobby Brown
44,2,5,Cate Blanchett
31,2,4,Sandra Bullock
24,2,2,Ryan Reynolds
57,2,4,Charlize Theron
30,5,2,Daniel Craig
