S04,1,1,q,3.3562505839945516,1,29
S04,1,2,q,1.1796295829990413,1,1
S04,1,3,q,1.5516000829957193,2,7
S04,1,4,q,1.7929922499897657,3,28
S04,1,5,p,1.1536529580043862,2,21
S04,1,6,p,1.3909357090014964,2,105
S04,1,7,q,1.8071252499939874,2,19
S04,1,8,q,1.1762125839886721,1,110
S04,1,9,p,0.8679777919896878,2,37
S04,1,10,q,0.7688847919926047,1,20
S04,1,11,q,0.7683482090069447,1,9
S04,1,12,p,0.9389600830036215,1,107
S04,1,13,p,0.831032125002821,2,11
S04,1,14,p,0.7693413750093896,1,4
S04,1,15,p,1.1175469169975258,1,33
S04,1,16,p,1.1745262920012465,3,17
S04,1,17,p,1.0679687920055585,2,23
S04,1,18,p,0.9577373329957481,3,12
S04,1,19,p,1.0649011670029722,2,136
S04,1,20,q,0.8580335840088082,2,49
S04,1,21,q,0.7927928329881979,3,43
S04,1,22,p,0.8399184589943616,1,106
S04,1,23,q,0.7118475829920499,2,25
S04,1,24,p,0.8902216669957852,2,113
S04,1,25,q,0.9434313749952707,3,14
S04,1,26,p,0.9306045420089504,3,38
S04,1,27,p,1.0203233329957584,1,30
S04,1,28,q,0.6696843749959953,1,51
S04,1,29,p,0.7709368750074646,1,114
S04,1,30,p,1.0347179170057643,1,36
S04,1,31,q,1.044936999998754,1,53
S04,1,32,q,0.9015411249856697,2,26
S04,1,33,p,1.0388909580069594,2,71
S04,1,34,q,1.5564032920083264,1,79
S04,1,35,p,0.9959597919951193,3,108
S04,1,36,p,1.1450934580061585,1,18
S04,1,37,q,1.117997249995824,2,10
S04,1,38,q,1.2866783750068862,1,2
S04,1,39,q,1.0760943749919534,3,83
S04,1,40,p,1.4024038330098847,3,144
S04,1,41,p,1.3978889580030227,3,32
S04,1,42,p,1.9634305420040619,2,22
S04,1,43,p,1.5085440420079976,1,139
S04,1,44,p,1.1044697920006001,3,111
S04,1,45,q,1.6060284579871222,1,13
S04,1,46,p,1.2181780419923598,1,109
S04,1,47,q,1.3305119589931564,2,124
S04,1,48,p,1.199243374998332,3,60
S04,1,49,q,1.190315499989083,3,146
S04,1,50,p,0.9241254999942612,2,104
S04,1,51,q,0.8937586249958258,2,140
S04,1,52,q,1.7068638749915408,2,41
S04,1,53,q,1.161916500001098,3,39
S04,1,54,p,0.8993146249995334,3,16
S04,1,55,q,1.8757990409940248,1,27
S04,1,56,p,1.1900984999956563,3,112
S04,1,57,p,2.2328392500057817,3,141
S04,1,58,q,0.8290467080078088,2,150
S04,1,59,p,1.4960199159977492,1,57
S04,1,60,p,1.1293512500124052,3,125
