pid,block,trial,keypress,rt,ori,stim
1,2,3,q,4.21752937500014,2,66
1,2,4,p,1.4036208749998875,2,57
1,2,5,q,5.717984416000036,2,123
1,2,6,q,2.0394072090002737,2,87
1,2,7,q,1.2497139580000294,1,47
1,2,8,q,9.200302457999896,3,67
1,2,9,p,6.259041249999882,3,53
1,2,10,q,2.5155630419999397,2,50
1,2,11,p,4.816341000000193,2,118
1,2,12,p,2.0017487909999545,3,129
1,2,13,q,1.4314666669997678,1,26
1,2,14,q,6.067340457999762,3,151
1,2,15,p,1.7104550829999423,1,128
1,2,16,q,1.423690458999772,2,19
1,2,17,q,3.693517374999829,3,60
1,2,18,p,9.70513549999987,1,117
1,2,19,p,6.025186833000134,1,36
1,2,20,q,2.674894249999852,1,51
1,2,21,q,5.135081625000112,1,56
1,2,22,q,2.591541791000054,2,39
1,2,23,q,1.4772680830001264,1,107
1,2,24,p,2.6472026249998635,1,42
1,2,25,q,2.517737749999924,1,52
1,2,26,q,3.2429050000000643,1,81
1,2,27,q,4.012617957999737,2,124
1,2,28,p,1.8521007090002968,1,49
1,2,29,p,4.854464042000018,3,38
1,2,30,p,3.072005916999842,3,45
1,2,31,p,10.58080479199998,3,27
1,2,32,q,2.8560541659999217,1,126
1,2,33,p,3.4424889580000126,1,59
1,2,34,q,2.8739968329996373,3,131
1,2,35,q,6.307849875000102,3,43
1,2,36,p,9.132014290999903,2,44
1,2,37,p,3.553906042000108,3,33
1,2,38,p,9.573004332999972,1,64
1,2,39,p,1.3205292499997086,1,130
1,2,40,q,1.4506662919998234,1,41
1,2,41,q,7.934947999999622,3,122
1,2,42,q,1.0986386250001487,1,77
1,2,43,p,5.264758875000098,2,62
1,2,44,q,1.414553375000196,2,82
1,2,45,p,4.519736291999834,1,61
1,2,46,q,1.688493833999928,1,11
1,2,47,p,3.4711873330002163,3,115
1,2,48,q,2.89723770899991,1,144
1,2,49,q,3.068903333000435,1,97
1,2,50,p,4.3419931250000445,2,37
1,2,51,q,1.467307541000082,2,136
1,2,52,q,10.474622167000234,1,120
1,2,53,p,4.733945417000086,2,78
1,2,54,p,10.42376483399994,2,125
1,2,55,q,1.5402752089999012,2,146
1,2,56,q,2.1398377499999697,2,2
1,2,57,q,2.286599667000246,2,68
1,2,58,p,4.945427375000236,1,73
1,2,59,q,2.722123458000169,1,95
1,2,60,q,2.002274334000049,2,71
1,3,1,p,11.446539459000178,2,141
1,3,2,q,1.6735441249998075,2,11
1,3,3,q,1.292929834000006,1,124
1,3,4,q,1.706982374999825,2,151
1,3,5,p,4.245118165999884,2,94
1,3,6,q,5.974705249999715,2,131
1,3,7,q,1.4390311249999286,3,39
1,3,8,p,2.4517972080002437,1,132
1,3,9,q,2.4276119999999537,2,77
1,3,10,p,2.460109957999975,2,143
1,3,11,p,1.9180985839998357,3,134
1,3,12,q,7.468076375000237,3,70
1,3,13,p,2.4097176659997785,1,83
1,3,14,p,11.762155750000147,1,135
1,3,15,p,2.751735832999657,1,101
1,3,16,p,8.67232712499981,1,140
1,3,17,q,1.4031520839998848,1,87
1,3,18,q,3.98161354199965,3,144
1,3,19,p,1.6914309999997386,1,72
1,3,20,q,8.914378709000175,2,27
1,3,21,q,1.960972041000332,1,71
1,3,22,p,2.551965250000194,2,92
1,3,23,p,9.66697779099968,3,89
1,3,24,q,13.14416329100004,2,79
1,3,25,q,2.3051687079996555,3,47
1,3,26,q,1.7568310000001477,3,82
1,3,27,q,0.8991518749999159,1,19
1,3,28,q,8.615167416000077,1,50
1,3,29,p,5.3607642080000915,1,100
1,3,30,p,4.9092761250003605,2,98
1,3,31,p,1.919390375000148,1,84
1,3,32,p,9.745340458999635,3,69
1,3,33,p,1.5188336670003082,3,142
1,3,34,p,6.9731865409999045,3,145
1,3,35,q,2.1874264590001076,3,41
1,3,36,q,1.3631985000001805,1,125
1,3,37,q,1.1312899590002417,3,75
1,3,38,p,1.5751443330000257,1,74
1,3,39,p,2.292842040999858,3,139
1,3,40,q,7.811747792000006,2,90
1,3,41,p,3.929565166999964,2,80
1,3,42,q,2.217204875000334,1,136
1,3,43,q,2.6061289999997825,3,97
1,3,44,q,2.5507600420000927,3,117
1,3,45,p,1.416806749999978,1,76
1,3,46,q,2.7185305420002805,1,68
1,3,47,p,5.712346458999946,2,91
1,3,48,p,3.4547738749997734,3,88
1,3,49,p,5.024589500000275,3,73
1,3,50,p,11.138924124999903,3,138
1,3,51,p,6.832972457999858,1,93
1,3,52,q,1.9082647090003777,2,26
1,3,53,q,1.6165654590004124,2,95
1,3,54,p,4.520448792000025,2,126
1,3,55,q,1.617246833000081,3,107
1,3,56,q,0.8959374170003684,1,2
1,3,57,q,3.0877347089999603,3,78
1,3,58,p,7.689728374999959,3,146
1,3,59,p,9.53996291600015,2,67
1,3,60,p,8.86601708299986,3,81
2,1,1,q,0.6973037499992643,3,7
2,1,2,p,1.4152120420003484,1,112
2,1,3,p,1.0912334999993618,3,37
2,1,4,q,0.8524319579992152,3,49
2,1,5,p,1.2431340420007473,3,108
2,1,6,q,1.0019867500013788,1,116
2,1,7,p,1.1902042500005336,1,14
2,1,8,q,1.062363707998884,3,22
2,1,9,q,0.8615197920007631,3,153
2,1,10,p,1.7152999999998428,3,1
2,1,11,p,1.2287115000035556,2,16
2,1,12,q,0.77694849999898,1,79
2,1,13,p,0.8438175000010233,3,17
2,1,14,p,0.8892485420001321,1,29
2,1,15,p,0.8998147919992334,2,4
2,1,16,p,1.0979628749992116,1,39
2,1,17,p,1.038757041998906,1,139
2,1,18,p,1.780904457998986,1,113
2,1,19,q,0.8110492920022807,3,68
2,1,20,q,3.863956582998071,3,122
2,1,21,q,0.8324975830000767,1,72
2,1,22,p,2.8946729580020474,1,105
2,1,23,q,2.7494430000006105,2,100
2,1,24,p,0.929856207996636,2,19
2,1,25,p,1.1030049580003831,2,11
2,1,26,q,0.7351983330008807,1,93
2,1,27,p,1.2882437500011292,2,109
2,1,28,p,0.9451288330019452,1,36
2,1,29,p,0.8360522500006482,2,32
2,1,30,q,0.8538640829974611,1,9
2,1,31,p,0.984659041001578,3,20
2,1,32,p,0.98353170900009,1,104
2,1,33,p,0.7477670410007704,3,23
2,1,34,p,0.9453067079994072,2,107
2,1,35,p,2.077381916999002,1,12
2,1,36,p,1.6087557079990802,3,111
2,1,37,p,0.995993291002378,2,115
2,1,38,p,1.4749162920015806,2,45
2,1,39,q,1.5413036669997382,1,33
2,1,40,p,1.5285830829998304,3,76
2,1,41,p,1.0898942920030097,3,38
2,1,42,q,1.1711878330024774,1,120
2,1,43,p,3.3838267089995497,1,141
2,1,44,p,1.169413457999326,2,117
2,1,45,p,1.3341901250023511,1,43
2,1,46,p,0.8873400000011316,1,30
2,1,47,p,1.819654291997722,1,13
2,1,48,p,1.2532291669995177,1,106
2,1,49,q,2.72787904100187,1,26
2,1,50,q,2.3548056250001537,3,28
2,1,51,p,0.9990581249985552,3,21
2,1,52,q,1.048962874996505,3,25
2,1,53,p,1.781152249997831,3,2
2,1,54,p,1.978389625001,1,132
2,1,55,q,2.3167284590017516,1,27
2,1,56,q,1.1282401669996034,1,110
2,1,57,p,1.5481807090000077,2,10
2,1,58,q,1.2214742919968558,3,62
2,1,59,p,1.1741520420000595,3,114
2,1,60,p,2.52366691700081,2,18
2,2,1,q,0.8024001250014408,3,27
2,2,2,p,1.7575128329990548,1,7
2,2,3,q,2.6598694999993313,1,11
2,2,4,p,0.8371604589992785,3,129
2,2,5,p,0.9695380419980212,1,50
2,2,6,p,1.2153333330024907,3,71
2,2,7,p,0.9218608340015636,1,128
2,2,8,q,1.183667291999882,3,79
2,2,9,p,0.981732624997676,3,52
2,2,10,q,1.409959999997227,3,139
2,2,11,q,1.2097942079999484,2,28
2,2,12,p,2.6407833750017744,1,124
2,2,13,p,1.7411734589986736,1,100
2,2,14,q,0.83598287499989965,1,25
2,2,15,p,1.0144151669992425,2,59
2,2,16,p,1.7908337080007186,3,120
2,2,17,p,0.8474823750002543,3,73
2,2,18,p,1.269218584002374,1,41
2,2,19,p,1.3746940409982926,3,51
2,2,20,q,0.8711263339973812,2,141
2,2,21,p,1.2690456660020573,2,47
2,2,22,p,1.6332939589992748,2,76
2,2,23,p,2.6640610419999575,1,49
2,2,24,p,1.4744333750022631,2,22
2,2,25,p,2.0841274590020475,1,70
2,2,26,p,2.3912174590004724,2,56
2,2,27,p,0.8577052910004568,2,130
2,2,28,p,0.7243812500018976,1,42
2,2,29,p,3.2622182079976483,2,93
2,2,30,p,0.964557084000262,1,117
2,2,31,q,1.475471917001414,1,122
2,2,32,q,0.8026927920000162,1,62
2,2,33,p,2.80731120800192,3,18
2,2,34,q,0.9739614999998594,3,132
2,2,35,p,2.229974541998672,3,118
2,2,36,p,0.9511195840022992,1,131
2,2,37,p,1.6508512499967765,1,64
2,2,38,p,0.9944808330001252,2,69
2,2,39,p,1.2392201670008944,1,57
2,2,40,p,0.7887531670021417,2,67
2,2,41,q,2.519116959003441,2,9
2,2,42,q,1.458264249999047,3,45
2,2,43,p,1.2078846249969502,3,43
2,2,44,p,3.0230666669995117,3,110
2,2,45,p,1.933487292000791,3,61
2,2,46,q,2.963518083000963,1,153
2,2,47,p,0.8332088749994,1,119
2,2,48,q,2.2265214580002066,2,68
2,2,49,p,1.1377443750025122,1,125
2,2,50,p,1.067309166999621,1,44
2,2,51,p,0.9792471250002563,1,53
2,2,52,p,1.181186625002738,2,66
2,2,53,p,0.7480734160017164,2,114
2,2,54,p,1.9858369169996877,2,60
2,2,55,p,0.8088309170016146,2,126
2,2,56,p,2.1381219159993634,3,123
2,2,57,q,1.0286752089996298,3,26
2,2,58,q,1.269905707998987,2,33
2,2,59,q,1.8137771250003425,3,72
2,2,60,q,2.8894504590025463,2,116
2,3,1,p,1.5283167499983392,3,134
2,3,2,q,0.8536372499984282,3,9
2,3,3,q,1.0211483340026462,1,28
2,3,4,q,1.1799739580019375,2,26
2,3,5,q,2.236260999998194,2,25
2,3,6,p,1.93808891700246,3,77
2,3,7,p,0.9415130839988706,3,143
2,3,8,p,1.2153499169980932,2,79
2,3,9,p,1.135712125000282,1,45
2,3,10,p,0.8288152909990458,2,88
2,3,11,p,1.385657375001756,2,27
2,3,12,p,0.8963595830027771,2,82
2,3,13,p,1.1264041249996808,1,84
2,3,14,p,0.7613151669975196,2,92
2,3,15,p,1.0095425830004388,3,97
2,3,16,p,1.0108436659975268,3,144
2,3,17,p,0.757835749998776,3,75
2,3,18,p,0.8367242080021242,2,7
2,3,19,p,1.353677333001542,2,132
2,3,20,q,1.6844235829994432,2,43
2,3,21,p,0.9852666669976315,1,76
2,3,22,p,1.085509207998257,3,87
2,3,23,p,1.058622500000638,3,83
2,3,24,p,1.1366088750000929,3,89
2,3,25,p,1.2491797919974488,3,95
2,3,26,p,1.0682233750012529,2,139
2,3,27,p,0.83400624999922,1,74
2,3,28,p,0.9031093749981663,1,114
2,3,29,p,0.8420551669987617,2,49
2,3,30,p,2.4976654999991297,3,100
2,3,31,p,0.8546639580017654,1,138
2,3,32,q,1.3018264580023242,2,62
2,3,33,q,1.3344619999988936,2,153
2,3,34,q,3.2972267500008456,1,22
2,3,35,p,0.7732702909997897,3,142
2,3,36,q,1.0285436670019408,3,141
2,3,37,q,1.6953829579979356,2,110
2,3,38,p,0.7984160839987453,3,116
2,3,39,p,0.9475084580008116,3,91
2,3,40,p,0.8117427920005866,1,136
2,3,41,p,0.7482149169991317,2,101
2,3,42,p,1.3271382500024629,1,94
2,3,43,p,0.8206201249995502,1,145
2,3,44,p,1.174368082996807,2,122
2,3,45,p,2.1230411249998724,1,18
2,3,46,p,0.9160840830008964,3,135
2,3,47,p,1.1125577079983486,3,98
2,3,48,p,0.7771956249998766,3,140
2,3,49,p,1.8724018749999232,1,68
2,3,50,p,0.927001999996719,1,90
2,3,51,p,1.0646840419976795,2,81
2,3,52,p,0.7473781669978052,3,11
2,3,53,p,0.8032340410027246,3,78
2,3,54,p,1.4969517499994254,2,120
2,3,55,p,1.3052649160017609,3,117
2,3,56,p,1.1179898749978747,2,72
2,3,57,p,1.0821825419989182,3,146
2,3,58,q,2.6465644579984655,3,33
2,3,59,p,0.9797774170001504,3,93
2,3,60,p,0.8494217919978837,3,80
3,1,1,q,1.2260161669983063,3,95
3,1,2,p,3.256131792004453,3,108
3,1,3,p,1.003334166998684,1,104
3,1,4,p,1.4142072920003557,2,9
3,1,5,p,1.246869707996666,1,20
3,1,6,q,0.980086499999743,1,45
3,1,7,p,2.148307916999329,3,11
3,1,8,q,1.293746208997618,2,141
3,1,9,p,1.1279372079952736,1,4
3,1,10,p,1.8101702089988976,3,110
3,1,11,q,0.9589667500040376,2,118
3,1,12,q,1.3873119999989283,1,57
3,1,13,p,1.0907189160061534,3,33
3,1,14,p,1.3590142909961287,2,21
3,1,15,p,1.3053514160055784,2,128
3,1,16,q,1.5827592920031748,1,107
3,1,17,p,1.0030125830016914,2,17
3,1,18,p,3.6353688329982106,1,115
3,1,19,p,0.9728266670063022,1,112
3,1,20,p,1.909850167001423,2,14
3,1,21,p,4.491556500004663,3,2
3,1,22,p,0.914415540995833,2,109
3,1,23,q,0.9439398750037072,1,92
3,1,24,q,1.0457516250025949,3,16
3,1,25,p,2.068782750000537,1,111
3,1,26,p,3.834610417005024,2,44
3,1,27,p,0.9485392909991788,3,36
3,1,28,p,1.6769130829998176,2,94
3,1,29,q,0.7883415420001256,2,7
3,1,30,p,1.6157707079983084,1,30
3,1,31,q,1.8797838330065133,1,119
3,1,32,q,1.723436958003731,2,113
3,1,33,p,1.5013067079999018,3,18
3,1,34,q,1.841126416999032,3,29
3,1,35,q,0.9306912079991888,2,38
3,1,36,q,0.8597767089959234,3,143
3,1,37,q,0.929409750002378,3,22
3,1,38,q,0.7429775840064394,1,23
3,1,39,p,1.0843588749994524,2,28
3,1,40,p,1.9644686250030643,3,27
3,1,41,p,1.016910584003199,3,114
3,1,42,q,1.028146666998509,3,13
3,1,43,q,0.8619576249984675,3,52
3,1,44,p,1.1241212079985416,3,26
3,1,45,q,1.269556499995815,3,148
3,1,46,q,0.6896837500025867,3,25
3,1,47,q,1.197678167001868,1,123
3,1,48,q,0.6792793749991688,1,93
3,1,49,q,0.6699512919949484,1,83
3,1,50,q,0.664374083004077,1,77
3,1,51,p,1.1412055830005556,2,32
3,1,52,p,2.2830921670029056,2,106
3,1,53,q,1.228618084001937,2,124
3,1,54,p,2.167024834001495,3,37
3,1,55,p,1.197363625004073,2,1
3,1,56,q,1.1576254169995082,2,50
3,1,57,q,1.7499967090043356,1,10
3,1,58,p,1.6767303749948042,2,19
3,1,59,p,0.8566883340026834,1,12
3,1,60,p,1.1697905830005766,2,105
3,2,1,q,0.989617624996754,1,106
3,2,2,q,0.6964626670014695,3,93
3,2,3,q,0.8966792919964064,3,113
3,2,4,p,1.840478999998595,2,68
3,2,5,q,2.827702333997877,3,128
3,2,6,p,1.0125898330006748,1,71
3,2,7,q,1.1189532909993432,1,13
3,2,8,q,0.9191910000008648,2,23
3,2,9,p,1.2693335420044605,2,132
3,2,10,p,1.5856487499986542,3,66
3,2,11,p,1.196825415994681,3,67
3,2,12,p,0.8901400419999845,2,116
3,2,13,q,0.8668380409944803,3,57
3,2,14,q,0.5970844590046909,2,117
3,2,15,q,1.120694082994305,1,70
3,2,16,q,0.6264365419992828,1,51
3,2,17,p,1.4212603330015554,3,41
3,2,18,p,0.9907837499995368,2,120
3,2,19,p,1.2843230419966858,3,39
3,2,20,p,1.0960487080010353,2,53
3,2,21,q,1.0598071249987695,2,148
3,2,22,q,0.8206662919983501,1,141
3,2,23,q,1.6417280829991796,3,50
3,2,24,q,1.1613348750033765,2,22
3,2,25,q,1.1470894580052118,3,44
3,2,26,q,0.8984300410011201,2,83
3,2,27,q,0.6650063749984838,3,92
3,2,28,p,1.5835013750038345,1,56
3,2,29,q,0.851524875004543,3,45
3,2,30,p,1.0579182080036844,2,62
3,2,31,p,1.353540709002118,1,43
3,2,32,q,1.163056792000134,1,37
3,2,33,p,1.1080831669969484,3,69
3,2,34,q,0.7168200000014622,3,77
3,2,35,p,1.4903649589978158,3,20
3,2,36,q,0.6448496669981978,1,7
3,2,37,q,1.6862012920028064,1,52
3,2,38,p,1.0166435000064666,3,94
3,2,39,q,1.8527808750004624,2,143
3,2,40,q,1.165767667000182,1,118
3,2,41,p,0.9575246249951306,3,49
3,2,42,q,1.877943667001091,1,61
3,2,43,q,2.3100370000029216,2,123
3,2,44,p,1.1942513749963837,3,125
3,2,45,q,1.4532656669980497,2,16
3,2,46,p,1.0930153750014142,1,129
3,2,47,p,1.2119563330052188,3,28
3,2,48,q,1.1346845000007306,1,124
3,2,49,p,1.1586656250001397,1,59
3,2,50,p,0.8854957499934244,2,130
3,2,51,p,1.266571665997617,3,126
3,2,52,p,1.1416460410036962,2,47
3,2,53,p,0.8971462499976042,1,122
3,2,54,q,1.2208098329938366,3,60
3,2,55,p,1.0223342500030412,3,64
3,2,56,p,1.1294611249977606,3,42
3,2,57,q,1.6670894169947132,2,95
3,2,58,q,1.017031916999258,1,38
3,2,59,q,1.1594260830024723,3,119
3,2,60,p,0.8427822500016191,2,131
3,3,1,p,1.2061929580013384,3,91
3,3,2,p,0.7821460830018623,3,140
3,3,3,q,0.7484316249974654,1,113
3,3,4,p,0.8445662500016624,1,82
3,3,5,p,1.185222917003557,2,100
3,3,6,p,0.7106790839970927,3,145
3,3,7,q,1.0737167079932988,3,106
3,3,8,q,0.8207850830003736,3,83
3,3,9,q,1.6270989170006942,1,44
3,3,10,q,2.4939528339964454,2,135
3,3,11,p,1.6492143340001348,3,146
3,3,12,p,1.086684084002627,2,101
3,3,13,q,0.8826806670040241,1,148
3,3,14,q,0.8211169999995036,2,77
3,3,15,p,2.7498527499992633,1,136
3,3,16,q,0.991809082996042,1,16
3,3,17,q,0.9080483340003412,2,93
3,3,18,q,1.0544511249972857,2,119
3,3,19,q,0.7564236670004902,1,95
3,3,20,p,1.1863387909979792,3,74
3,3,21,p,1.3575245839965646,1,78
3,3,22,p,0.8101759170021978,1,28
3,3,23,q,1.627786290999211,2,57
3,3,24,q,1.3746118330018362,3,123
3,3,25,q,0.7542013749989565,2,13
3,3,26,q,0.7323055419983575,2,52
3,3,27,q,2.4365133330065873,3,38
3,3,28,q,0.8809860420005862,3,124
3,3,29,q,0.8814564589993097,3,141
3,3,30,p,0.8701266669959296,1,88
3,3,31,p,1.3289330420011538,1,98
3,3,32,p,1.6254131669993512,2,20
3,3,33,q,0.7733768329999293,1,143
3,3,34,q,0.7239492500011693,1,50
3,3,35,q,0.8533620000016526,3,23
3,3,36,p,0.9807482910036924,3,76
3,3,37,p,0.889717792000738,2,97
3,3,38,q,1.0719602909957755,3,7
3,3,39,q,1.1783511670000737,1,22
3,3,40,p,2.2840843750018394,3,75
3,3,41,p,0.7943747089957469,3,73
3,3,42,p,1.214672291993338,1,79
3,3,43,p,0.8816975000008824,1,90
3,3,44,q,0.781901292000839,2,45
3,3,45,p,1.0020009169966215,1,94
3,3,46,p,0.8003493330033962,1,142
3,3,47,q,1.6240762079978597,2,37
3,3,48,p,2.644216125001549,3,84
3,3,49,p,2.137816208000004,3,144
3,3,50,p,0.9598259159974988,1,134
3,3,51,q,1.1663739579962566,1,128
3,3,52,p,1.4101560420021997,1,72
3,3,53,p,0.8003758749982808,3,89
3,3,54,p,0.7018333340020035,2,87
3,3,55,q,2.277354750003724,3,118
3,3,56,p,0.6990603329977603,3,139
3,3,57,q,1.5853839170013089,2,92
3,3,58,p,2.2534855409976444,2,81
3,3,59,p,1.025740750003024,2,80
3,3,60,p,1.097538458998315,1,138
4,1,1,q,3.3562505839945516,1,29
4,1,2,q,1.1796295829990413,1,1
4,1,3,q,1.5516000829957193,2,7
4,1,4,q,1.7929922499897657,3,28
4,1,5,p,1.1536529580043862,2,21
4,1,6,p,1.3909357090014964,2,105
4,1,7,q,1.8071252499939872,2,19
4,1,8,q,1.176212583988672,1,110
4,1,9,p,0.8679777919896878,2,37
4,1,10,q,0.7688847919926047,1,20
4,1,11,q,0.7683482090069447,1,9
4,1,12,p,0.9389600830036215,1,107
4,1,13,p,0.831032125002821,2,11
4,1,14,p,0.7693413750093896,1,4
4,1,15,p,1.1175469169975258,1,33
4,1,16,p,1.1745262920012465,3,17
4,1,17,p,1.0679687920055585,2,23
4,1,18,p,0.957737332995748,3,12
4,1,19,p,1.0649011670029722,2,136
4,1,20,q,0.8580335840088082,2,49
4,1,21,q,0.7927928329881979,3,43
4,1,22,p,0.8399184589943616,1,106
4,1,23,q,0.7118475829920499,2,25
4,1,24,p,0.8902216669957852,2,113
4,1,25,q,0.9434313749952709,3,14
4,1,26,p,0.9306045420089504,3,38
4,1,27,p,1.0203233329957584,1,30
4,1,28,q,0.6696843749959953,1,51
4,1,29,p,0.7709368750074646,1,114
4,1,30,p,1.0347179170057643,1,36
4,1,31,q,1.044936999998754,1,53
4,1,32,q,0.9015411249856696,2,26
4,1,33,p,1.0388909580069594,2,71
4,1,34,q,1.5564032920083264,1,79
4,1,35,p,0.9959597919951192,3,108
4,1,36,p,1.1450934580061585,1,18
4,1,37,q,1.117997249995824,2,10
4,1,38,q,1.2866783750068862,1,2
4,1,39,q,1.0760943749919534,3,83
4,1,40,p,1.4024038330098847,3,144
4,1,41,p,1.3978889580030227,3,32
4,1,42,p,1.963430542004062,2,22
4,1,43,p,1.5085440420079976,1,139
4,1,44,p,1.1044697920006,3,111
4,1,45,q,1.6060284579871222,1,13
4,1,46,p,1.2181780419923598,1,109
4,1,47,q,1.3305119589931564,2,124
4,1,48,p,1.199243374998332,3,60
4,1,49,q,1.190315499989083,3,146
4,1,50,p,0.9241254999942612,2,104
4,1,51,q,0.8937586249958258,2,140
4,1,52,q,1.7068638749915408,2,41
4,1,53,q,1.161916500001098,3,39
4,1,54,p,0.8993146249995334,3,16
4,1,55,q,1.8757990409940248,1,27
4,1,56,p,1.1900984999956563,3,112
4,1,57,p,2.2328392500057817,3,141
4,1,58,q,0.8290467080078088,2,150
4,1,59,p,1.4960199159977492,1,57
4,1,60,p,1.1293512500124052,3,125
4,2,1,p,1.9555105829931565,3,9
4,2,2,q,0.893818625001586,1,146
4,2,3,p,1.1547294589981902,3,44
4,2,4,p,1.473050750006223,3,74
4,2,5,q,1.5913273750047665,1,47
4,2,6,p,1.5141283749981085,2,126
4,2,7,q,0.827597750001587,1,140
4,2,8,q,1.007044541009236,2,79
4,2,9,p,1.4644151249958668,3,45
4,2,10,p,1.5291717920044905,1,62
4,2,11,q,0.7940956249949522,1,141
4,2,12,q,1.805815707994043,1,10
4,2,13,q,1.5213084999995772,2,70
4,2,14,p,1.4413859580090502,3,73
4,2,15,p,1.7957228750019567,1,122
4,2,16,p,1.2143772080016788,1,64
4,2,17,q,1.4170767920004437,2,123
4,2,18,q,1.7814472090103664,1,68
4,2,19,p,1.528459292007028,3,52
4,2,20,q,1.483296958002029,1,118
4,2,21,p,1.3890452909981832,2,16
4,2,22,q,1.65754833300889,2,57
4,2,23,q,1.288210209007957,2,75
4,2,24,p,1.3418298340111503,1,7
4,2,25,q,0.8302633749990491,1,25
4,2,26,p,1.7147053750086343,1,61
4,2,27,q,1.4308946250093868,1,49
4,2,28,p,0.9664965420088264,3,50
4,2,29,p,2.028579667006852,1,117
4,2,30,p,0.8977093330031494,1,125
4,2,31,q,2.7460032910021255,2,120
4,2,32,q,1.4681036249967292,2,53
4,2,33,q,1.7679714999976568,2,28
4,2,34,q,1.6273746660008328,3,20
4,2,35,p,1.6717598750110485,2,66
4,2,36,q,1.4649581249977928,2,69
4,2,37,q,1.145833250004216,1,43
4,2,38,p,1.7192690829979256,3,150
4,2,39,q,1.2846220000064932,1,108
4,2,40,q,1.8877156659873435,1,67
4,2,41,p,1.5039586250059074,2,119
4,2,42,p,2.129554208004265,3,51
4,2,43,q,1.317765458006761,1,124
4,2,44,q,1.0656744580046509,2,60
4,2,45,p,0.7886320839897962,3,71
4,2,46,q,1.1308804169966606,3,116
4,2,47,q,1.0825598329975037,2,12
4,2,48,p,0.948977832988021,3,72
4,2,49,p,0.8472958750062389,3,59
4,2,50,p,1.9167523749929387,2,13
4,2,51,p,0.8034782089962391,2,128
4,2,52,q,0.9059184590005316,2,144
4,2,53,q,1.216973999995389,2,115
4,2,54,q,1.4948113749996992,1,21
4,2,55,q,0.9991272080078488,3,56
4,2,56,p,0.9155683330027388,3,42
4,2,57,q,1.124264124999172,3,139
4,2,58,p,1.5741006250027567,2,83
4,2,59,q,1.593427416999475,2,27
4,2,60,p,1.0023676250129938,1,136
4,3,1,q,1.4033072919992264,2,145
4,3,2,q,1.2834429999929853,2,87
4,3,3,p,2.1059511250059586,1,101
4,3,4,q,1.979813625002862,2,91
4,3,5,p,1.301461750001181,3,80
4,3,6,p,1.8629612090007868,3,78
4,3,7,p,1.4644461249990854,1,90
4,3,8,p,1.2942621249967488,1,89
4,3,9,q,1.4479092919937102,2,146
4,3,10,q,1.1303078749915585,2,94
4,3,11,p,1.338786958003766,2,9
4,3,12,p,1.6535980409971671,3,57
4,3,13,p,1.8859613750100832,2,77
4,3,14,p,1.6428436669957591,1,98
4,3,15,q,1.8749245830113068,2,97
