pid,block,trial,keypress,rt,ori,stim
8,2,54,p,2.090893459000654,1,61
8,2,55,q,1.4215703749978277,3,9
8,2,56,q,1.2532667909981683,1,101
8,2,57,p,1.7252166669968574,2,124
8,2,58,q,2.088830707998568,3,98
8,2,59,q,1.13109829199675,1,59
8,2,60,q,2.7224982080006157,2,53
8,3,1,p,2.641478833000292,2,71
8,3,2,q,1.800274500001251,3,132
8,3,3,p,1.6584222080018662,2,93
8,3,4,q,1.5220204159995774,1,36
8,3,5,p,1.1583789579999575,1,80
8,3,6,q,1.214180082999519,3,33
8,3,7,q,1.0339385410006798,3,101
8,3,8,p,2.1441911670008267,1,83
8,3,9,p,2.0424055830008,3,73
8,3,10,p,2.4567552090011304,2,72
8,3,11,p,2.1094758340004773,3,95
8,3,12,q,1.1736867079998774,1,98
8,3,13,p,1.1625050000002377,2,143
8,3,14,p,1.3171041249988775,2,77
8,3,15,p,2.192957708000904,1,28
8,3,16,q,1.6874059159999888,1,142
8,3,17,q,2.97045687499849,3,66
8,3,18,p,5.1499885830016865,2,78
8,3,19,q,1.1889031669998076,2,59
8,3,20,p,1.3286914579985023,1,92
8,3,21,q,1.5249850830005016,2,9
8,3,22,q,4.147377707999112,3,123
8,3,23,p,1.3181188339985963,1,136
8,3,24,p,1.6224545000004582,3,23
8,3,25,p,5.782901916998526,3,43
8,3,26,p,1.328939667000668,2,144
8,3,27,q,1.7761304580017168,3,102
8,3,28,p,1.5198698339991097,2,94
8,3,29,p,1.351709750000737,2,74
8,3,30,p,1.6759469580028965,1,138
8,3,31,p,2.3085852920012258,3,56
8,3,32,p,1.5159968749976542,1,81
8,3,33,p,1.2189732499973616,1,88
8,3,34,q,1.2147752919991035,3,140
8,3,35,p,1.8830215420020977,2,147
8,3,36,p,1.2188788749990636,2,141
8,3,37,p,3.617818915998214,3,82
8,3,38,q,1.4826014999998731,2,145
8,3,39,p,2.37314754199906,3,2
8,3,40,p,1.7554027080004744,2,90
8,3,41,q,4.019297124999866,3,75
8,3,42,p,1.9276443750022736,2,70
8,3,43,p,1.770537000000331,3,124
8,3,44,p,2.7041205000023183,2,135
8,3,45,p,1.4686823330011975,2,76
8,3,46,q,1.297627874999307,1,79
8,3,47,p,3.216588249997585,2,105
8,3,48,q,4.027702457999112,3,53
8,3,49,q,2.0823537910000596,3,49
8,3,50,q,2.288948583001911,1,110
8,3,51,p,1.7824313329983852,1,131
8,3,52,p,1.3509294590003265,2,97
8,3,53,q,1.6624055840002256,1,139
8,3,54,q,1.796523666002031,1,91
8,3,55,p,1.925426415997208,1,130
8,3,56,p,2.0361638340000354,2,84
8,3,57,p,2.566110457999457,3,87
8,3,58,p,2.642784166000638,1,146
8,3,59,p,1.7404631660028826,3,134
8,3,60,p,1.7857655829975556,1,89
9,1,1,q,8.551710707999973,1,140
9,1,2,p,2.1170542090001163,2,7
9,1,3,q,0.8205668339999193,1,57
9,1,4,p,1.9487812499999109,3,29
9,1,5,p,1.3506074580000131,1,108
9,1,6,q,1.4583620000000792,1,11
9,1,7,q,0.9524569169998358,2,28
9,1,8,p,1.1161236250000002,3,25
9,1,9,q,1.055913124999961,3,50
9,1,10,p,1.026621250000062,1,27
9,1,11,p,0.8573016660000121,3,23
9,1,12,p,0.748163083999998,3,18
9,1,13,q,1.543398915999887,3,113
9,1,14,p,0.7564964590001182,1,19
9,1,15,p,0.9737365829998909,3,33
9,1,16,q,1.082858041999998,3,1
9,1,17,q,0.8750305419998767,3,20
9,1,18,q,1.0461972909999986,3,115
9,1,19,q,0.7816060830000424,2,73
9,1,20,q,0.8676390420000644,2,32
9,1,21,p,0.8668822920001276,1,109
9,1,22,p,0.7472860840000521,3,9
9,1,23,p,1.5478515419999894,1,16
9,1,24,p,1.170195333000038,1,26
9,1,25,p,1.7798586670000986,3,13
9,1,26,p,0.9711226669999178,3,36
9,1,27,q,0.7679136250001193,2,2
9,1,28,q,0.7907989590000852,3,66
9,1,29,p,3.744127499999877,2,106
9,1,30,p,1.0375621250000222,2,110
9,1,31,p,2.1491462499998306,1,111
9,1,32,p,0.7618518750000476,1,104
9,1,33,p,0.8307505840000431,1,112
9,1,34,q,0.7193354999999428,1,4
9,1,35,p,0.6502400829999715,3,37
9,1,36,p,1.2052437080001257,3,114
9,1,37,q,0.7293634579998525,2,90
9,1,38,p,1.0597632080000494,3,14
9,1,39,q,2.4324208329999237,1,135
9,1,40,q,1.2507580000001326,3,75
9,1,41,p,1.4013597919999938,2,12
9,1,42,q,0.843762125000012,1,76
9,1,43,q,0.7302138329998797,3,143
9,1,44,q,1.5372776250001152,3,107
9,1,45,p,1.295033999999987,3,21
9,1,46,p,0.9541010829998412,1,17
9,1,47,q,1.1658623749999606,3,94
9,1,48,p,1.0240092080000522,2,10
9,1,49,q,1.9022524580000209,3,125
9,1,50,q,5.108973749999905,1,120
9,1,51,p,2.1817922919999546,2,129
9,1,52,q,1.2797685840000668,1,89
9,1,53,p,1.160454958000173,1,30
9,1,54,q,0.923029583000016,2,105
9,1,55,p,1.1998000839998897,3,49
9,1,56,q,3.2394860409999637,2,128
9,1,57,p,1.381427082999835,1,102
9,1,58,q,3.5887480000001233,2,88
9,1,59,q,0.9013113329999668,3,22
9,1,60,q,0.879338166000025,3,148
9,2,1,q,4.828608041000052,3,105
9,2,2,p,1.7040611670001908,3,64
9,2,3,p,0.7727493330000925,2,38
9,2,4,p,1.0139811250001003,3,131
9,2,5,p,1.0531591670001037,1,51
9,2,6,q,1.3081985000001168,1,20
9,2,7,p,1.088336874999868,1,33
9,2,8,p,1.8112977079999837,3,52
9,2,9,p,1.003426750000017,1,43
9,2,10,q,0.8180019169999468,1,2
9,2,11,q,0.7905383750000965,1,50
9,2,12,q,3.839062624999997,3,30
9,2,13,p,0.9779971670000124,2,56
9,2,14,p,1.722595582999929,2,69
9,2,15,p,0.8019454589998531,1,90
9,2,16,p,0.6632207079999262,1,28
9,2,17,q,0.9357882909998808,1,94
9,2,18,p,2.735255207999898,1,128
9,2,19,p,0.9317936249999548,1,49
9,2,20,p,0.768684291999989,3,4
9,2,21,p,0.8703617500000291,1,53
9,2,22,p,0.6538540840001588,2,41
9,2,23,p,3.973651040999812,2,119
9,2,24,p,0.6682018750000225,3,59
9,2,25,q,1.843750499999942,3,135
9,2,26,p,3.397057041999915,1,117
9,2,27,q,1.0883579579999605,2,115
9,2,28,p,1.0929807499999242,1,129
9,2,29,q,2.45993020800006,3,120
9,2,30,p,0.6783390420000615,2,45
9,2,31,p,1.5430367910000768,2,124
9,2,32,p,0.6660535830001209,3,130
9,2,33,p,0.6004890419999356,3,42
9,2,34,p,0.7865113750001456,2,62
9,2,35,q,0.826629500000081,3,76
9,2,36,p,1.3507022080000295,2,118
9,2,37,q,3.5518767089999983,1,47
9,2,38,p,0.988274666000052,1,126
9,2,39,q,1.2600913339999806,3,140
9,2,40,p,0.8986902090000513,2,66
9,2,41,p,0.869370624999874,2,44
9,2,42,p,0.9662242090000746,1,75
9,2,43,p,1.043570499999987,2,116
9,2,44,p,0.8760521670001253,3,61
9,2,45,q,6.0966840839998895,2,67
9,2,46,p,1.5486932919998253,2,102
9,2,47,p,0.8583066250000684,2,68
9,2,48,q,5.244563540999934,2,148
9,2,49,p,1.110342707999962,3,123
9,2,50,q,0.8074384589999681,1,125
9,2,51,p,0.9568133340001168,2,122
9,2,52,p,0.8420722500000011,2,39
9,2,53,q,1.957307208999964,2,60
9,2,54,q,4.181129833000114,3,57
9,2,55,p,1.950424166000175,1,32
9,2,56,p,1.4530026670001917,3,73
9,2,57,p,1.2218167089999952,1,88
9,2,58,q,0.7941226660000211,1,143
9,2,59,p,1.0242887910001173,3,89
9,2,60,q,1.0658337499999109,1,22
9,3,1,q,2.5978929580001022,2,135
9,3,2,p,0.8187983749999148,3,128
9,3,3,p,1.5216344580001078,2,89
9,3,4,p,1.0477392919999602,1,82
9,3,5,p,1.537242957999979,1,138
9,3,6,q,0.7255425840000953,2,125
9,3,7,p,1.0242240420000144,1,66
9,3,8,q,0.7186717499998849,2,22
9,3,9,p,0.8063798329999372,2,20
9,3,10,p,0.7175038329999097,1,98
9,3,11,p,0.6876049999998486,2,139
9,3,12,p,0.7493300839998938,2,71
9,3,13,p,1.8388845000001768,1,146
9,3,14,p,0.7861790829999791,2,84
9,3,15,p,0.5966462920000595,2,142
9,3,16,p,1.9964942499998417,1,74
9,3,17,p,0.8722595420001653,3,97
9,3,18,q,0.8569595419999132,2,140
9,3,19,q,0.7897681249999096,2,94
9,3,20,p,1.249879749999991,2,49
9,3,21,p,3.904267791999928,2,33
9,3,22,p,1.393214665999949,2,120
9,3,23,q,4.904255917,2,50
9,3,24,p,2.1962343339998824,1,73
9,3,25,p,1.15616858400017,3,90
9,3,26,p,0.7368672909999532,3,80
9,3,27,q,0.9466506250000748,3,28
9,3,28,p,0.6580462079998597,1,91
9,3,29,p,0.6353409580001426,2,132
9,3,30,q,4.244330375000118,2,57
9,3,31,p,0.7293451660000301,3,144
9,3,32,p,1.5435027080000054,3,88
9,3,33,p,0.8987600830000702,1,77
9,3,34,q,1.1372796660000404,1,105
9,3,35,p,0.7299545000000762,2,95
9,3,36,p,1.0834128750000218,3,129
9,3,37,p,0.6897522919998664,1,72
9,3,38,q,1.5028596660001767,2,76
9,3,39,p,0.6914560830000482,3,32
9,3,40,p,1.3470324160000473,2,141
9,3,41,p,0.8531450000000405,2,81
9,3,42,p,1.0186630000000605,1,70
9,3,43,p,1.2457726249999723,3,79
9,3,44,p,0.6017619589999867,3,93
9,3,45,p,0.7984474579998277,3,145
9,3,46,p,0.8724064589998761,1,87
9,3,47,q,1.0163964170001236,1,115
9,3,48,p,0.9844582499999888,3,78
9,3,49,q,2.6565566249998938,2,134
9,3,50,p,0.8725587080000423,2,4
9,3,51,q,0.8598605829999997,1,148
9,3,52,p,0.7583281659999557,3,100
9,3,53,p,0.6932017079998332,3,92
9,3,54,p,1.2039762920001067,2,136
9,3,55,q,2.842774666999958,3,2
9,3,56,p,0.8105191659999491,2,30
9,3,57,p,0.606248542000003,2,83
9,3,58,p,1.5015886249998402,3,102
9,3,59,q,0.9214796250000744,2,143
9,3,60,p,1.039002666999977,2,75
10,1,1,p,1.7213956250002411,2,23
10,1,2,q,1.412722125000073,3,25
10,1,3,q,0.8987601660001019,1,100
10,1,4,p,1.9028849169999376,3,118
10,1,5,q,0.7499804580002092,3,136
10,1,6,p,2.208407999999963,3,78
10,1,7,q,1.440650000000005,3,1
10,1,8,p,2.326043208000101,1,10
10,1,9,p,0.8739512080001077,2,4
10,1,10,q,1.6982557080000331,3,13
10,1,11,q,1.3129192090000288,3,87
10,1,12,p,1.4638612500002637,3,12
10,1,13,q,1.0252458750001097,3,77
10,1,14,q,1.347998541999914,2,126
10,1,15,q,0.8638951249999991,3,93
10,1,16,p,1.342879875000108,1,114
10,1,17,p,1.0739445419999356,3,22
10,1,18,q,0.8305272499997045,3,38
10,1,19,p,1.940511916000105,3,111
10,1,20,q,0.8138107080003465,1,2
10,1,21,p,1.0770554160003485,3,104
10,1,22,q,0.93973379199997,2,143
10,1,23,p,1.5233077079997202,1,9
10,1,24,q,0.7122391249999964,2,27
10,1,25,q,0.9428148340002735,1,49
10,1,26,q,1.0290706249998038,3,68
10,1,27,p,0.7774516670001503,2,21
10,1,28,q,0.8054475419999108,1,66
10,1,29,q,0.8045093750001797,1,59
10,1,30,q,1.354157000000214,3,61
10,1,31,q,2.447256667000147,3,151
10,1,32,p,3.3496779590000187,1,18
10,1,33,p,0.9198801249999632,3,17
10,1,34,p,1.2626717090001875,3,14
10,1,35,q,0.9936442079997504,3,112
10,1,36,q,0.9406167089996416,3,132
10,1,37,p,1.1577710830001706,3,28
10,1,38,p,0.8420045410002786,2,115
10,1,39,q,0.7534633750001376,1,147
10,1,40,q,3.1273959589998412,2,64
10,1,41,p,0.9287064589998408,2,7
10,1,42,q,3.14039374999993,2,75
10,1,43,q,0.9204511249999996,1,90
10,1,44,q,1.462238583999806,3,113
10,1,45,p,3.855127541999991,3,141
10,1,46,p,1.0437722910000955,3,20
10,1,47,q,1.0023096249997252,1,47
10,1,48,p,0.8847951249999824,2,109
10,1,49,q,1.141518165999969,2,71
10,1,50,q,0.990662125000199,2,19
10,1,51,p,1.2682469169999422,1,105
10,1,52,p,2.4543030830000134,3,107
10,1,53,p,1.834189042000162,2,110
10,1,54,p,1.987111417000051,2,26
10,1,55,q,0.8535161660001904,2,29
10,1,56,p,3.2252396250000857,1,108
10,1,57,q,4.349814624999908,2,30
10,1,58,p,1.3985979999997653,1,16
10,1,59,q,6.608888708999984,1,106
10,1,60,q,1.166518250000081,3,11
10,2,1,p,1.6665753749998655,2,41
10,2,2,p,1.4177013749999787,1,37
10,2,3,q,0.8671718339996914,3,60
10,2,4,q,1.1443666669997583,2,132
10,2,5,q,1.7138626249998197,1,56
10,2,6,q,0.9011752500000512,1,68
10,2,7,q,0.9296211250002672,3,90
10,2,8,q,0.972974959000112,3,49
10,2,9,q,1.0296663330000229,1,141
10,2,10,q,0.9025065410000934,2,77
10,2,11,p,2.949391208000179,2,52
10,2,12,p,1.3173744999999144,3,39
10,2,13,q,0.9457896670000993,3,126
10,2,14,p,1.6647164159999193,1,43
10,2,15,q,0.8194646669999202,1,64
10,2,16,q,0.8400392910002665,1,71
10,2,17,q,0.8448191669999687,1,136
10,2,18,q,1.1461797500001012,2,147
10,2,19,q,1.3057710420002877,2,18
10,2,20,p,1.1646368749998146,2,45
10,2,21,q,5.623624874999678,2,93
10,2,22,p,1.7614111670000057,2,120
10,2,23,q,1.7130544999999984,2,66
10,2,24,q,1.6956436669997856,1,75
10,2,25,q,1.3585165419999612,1,143
10,2,26,p,2.86060229099985,2,100
10,2,27,p,0.9163308329998472,3,33
10,2,28,p,0.7955817919996662,2,57
10,2,29,q,1.1782949590001408,2,2
10,2,30,p,0.8929034580000916,3,42
10,2,31,q,1.1103686249998646,1,19
10,2,32,q,3.52066458399986,2,32
10,2,33,p,0.7486947919996965,1,128
10,2,34,p,4.116770874999929,1,53
10,2,35,q,1.049310208999941,2,38
10,2,36,q,2.9915333330000067,2,78
10,2,37,p,1.4900286249999226,1,62
10,2,38,q,1.536383915999977,1,151
10,2,39,p,1.1052795000000517,1,67
10,2,40,q,0.8586783749997267,1,27
10,2,41,q,1.317276541999945,1,61
10,2,42,q,0.9264079159997892,1,113
10,2,43,p,1.9083699579996392,3,50
10,2,44,p,2.0647354580000865,3,47
10,2,45,p,3.20984104199988,2,36
10,2,46,p,2.7337547500001165,2,129
10,2,47,q,1.2146697080002014,2,87
10,2,48,p,2.603454916999908,1,119
10,2,49,p,3.694685125000433,1,122
10,2,50,p,3.494471167000029,1,51
10,2,51,p,4.752038249999714,1,69
10,2,52,q,1.23333754100031,1,112
10,2,53,q,0.9549232079998546,2,59
10,2,54,p,3.8710647090001657,2,118
10,2,55,p,0.9704913750001652,2,116
10,2,56,p,1.7010780840000734,3,117
10,2,57,p,0.855092415999934,3,124
10,2,58,p,2.9171961249999185,3,123
10,2,59,p,0.9436387920000016,3,44
10,2,60,q,0.9086690409999392,2,125
10,3,1,q,1.5435854170000312,1,77
10,3,2,p,3.2948020829999223,1,73
10,3,3,p,2.2113040410004032,2,89
10,3,4,q,0.8028267909999158,1,93
10,3,5,q,0.8884567499999321,3,66
10,3,6,p,1.0232084170002054,3,98
10,3,7,q,0.7021870829998988,3,19
10,3,8,p,3.228846040999997,1,91
10,3,9,p,5.3928342500003055,3,131
10,3,10,p,1.7972612080002364,3,130
10,3,11,q,0.8882077079997543,1,140
10,3,12,q,1.1808054170001014,2,90
10,3,13,q,6.11351999999988,2,79
10,3,14,q,0.8617652500001896,2,141
10,3,15,q,1.923638457999914,2,134
10,3,16,q,1.3692458340001394,1,132
10,3,17,q,0.8972742910000306,1,126
10,3,18,q,0.697529042000042,1,87
10,3,19,p,2.742719791000127,3,74
10,3,20,q,1.0082301659999755,2,136
10,3,21,q,0.9097232909998638,3,100
10,3,22,q,1.2626279999999497,1,38
10,3,23,p,0.9260504580001908,3,76
10,3,24,p,1.190281916999993,2,72
10,3,25,q,0.8665326669997739,3,2
10,3,26,q,1.1268581250001262,2,49
10,3,27,q,0.7611059159999058,2,112
10,3,28,q,0.782462791999933,3,147
10,3,29,q,0.6753092089998063,3,27
10,3,30,p,1.8121979170000488,2,88
10,3,31,p,3.0806681670001126,1,81
10,3,32,q,1.74060766599996,1,78
10,3,33,q,0.7490114170000197,3,75
10,3,34,p,1.6259906670002238,2,70
10,3,35,q,1.177049458000056,2,47
10,3,36,p,5.868728334000025,1,135
10,3,37,q,0.9355431669996506,2,151
10,3,38,p,4.421885333999853,2,95
10,3,39,q,0.7538445830000455,2,113
10,3,40,p,1.552308667000034,3,83
10,3,41,q,1.023761458000081,3,92
10,3,42,q,0.8524377499998081,2,68
10,3,43,p,1.1287941250002405,1,139
10,3,44,p,1.781066125000052,1,84
10,3,45,p,1.3064692910002125,2,144
10,3,46,q,0.9154383750001216,3,71
10,3,47,p,1.401416749999953,1,145
10,3,48,q,0.9765336249997744,3,64
10,3,49,p,1.1265017910000097,2,94
10,3,50,p,2.4115768750002644,1,142
10,3,51,q,0.9805804580000768,1,118
10,3,52,q,4.138843790999999,3,18
10,3,53,p,1.2866132500003005,3,80
10,3,54,q,1.180377333999786,3,59
10,3,55,p,1.1049711249997929,1,138
10,3,56,p,3.607397416999902,1,97
10,3,57,p,1.5638250420001896,2,82
10,3,58,q,0.6710026669998115,3,143
10,3,59,p,1.4953476660002707,2,101
10,3,60,q,1.1153602919998775,2,61
11,1,1,q,0.7836867079968215,2,111
11,1,2,q,0.6360794169995643,3,13
11,1,3,p,0.7172036250012752,1,116
11,1,4,p,1.209629083001346,2,114
11,1,5,q,0.670730874997389,1,33
11,1,6,q,0.6023579159991641,1,79
11,1,7,q,1.0158137079997689,2,1
11,1,8,q,0.6849718339981337,3,113
11,1,9,q,0.7719166249989939,2,25
11,1,10,p,0.7212284170018393,1,37
11,1,11,q,0.920721542002866,2,112
11,1,12,p,1.001184374999866,3,4
11,1,13,p,1.0261387079990527,3,106
11,1,14,q,0.6989725409985112,1,19
11,1,15,q,1.0383759160031332,3,73
11,1,16,q,0.904754208000668,3,26
11,1,17,q,0.9039397910019034,2,110
11,1,18,p,1.1272195409983397,2,108
11,1,19,p,1.1899074579996525,1,28
11,1,20,q,0.8191220000007888,3,20
11,1,21,q,0.7218945829990844,3,77
11,1,22,q,0.9161275000005844,2,129
11,1,23,q,1.4009958339993318,3,11
11,1,24,q,1.1072567919982248,1,17
11,1,25,p,1.6426571660012996,1,134
11,1,26,q,1.363278333999915,2,44
11,1,27,p,1.645445334001124,1,14
11,1,28,q,1.5991987499983225,2,22
11,1,29,q,1.9574011669974425,3,9
11,1,30,p,1.4078406660009932,3,123
11,1,31,q,1.0605101250002915,1,60
11,1,32,p,1.6538474170010886,3,23
11,1,33,q,1.5043950420003966,2,7
11,1,34,q,1.5904704999993555,3,53
11,1,35,p,1.1764989579969551,2,144
11,1,36,p,1.9377217500004915,1,36
11,1,37,q,0.9656067500000064,1,50
11,1,38,q,1.3314339169992309,1,27
11,1,39,p,2.461969792002492,2,140
11,1,40,p,1.5296544580014595,2,115
11,1,41,q,0.9684245419994112,3,64
11,1,42,p,0.976835667002888,2,109
11,1,43,p,1.2160797910000838,3,16
11,1,44,q,0.8558269169989217,3,2
11,1,45,q,1.0785002920019906,3,12
11,1,46,p,1.791994582999905,1,107
11,1,47,p,1.4392284589994233,3,136
11,1,48,p,2.9786054579999472,3,30
11,1,49,q,1.4981513749989972,2,18
11,1,50,q,1.3469814169984602,1,117
11,1,51,q,1.1366703749990847,3,10
11,1,52,p,1.79698666600234,1,105
11,1,53,q,0.9711573749991658,2,90
11,1,54,p,0.8153218749976077,1,104
11,1,55,q,1.727707999998529,1,29
11,1,56,q,1.8064509169998928,3,43
11,1,57,q,2.062658707996889,1,61
11,1,58,p,1.7291919579984096,3,21
11,1,59,q,1.3960696670001198,1,83
11,1,60,p,1.2366510830033803,3,32
11,2,1,q,1.0230325829979847,3,52
11,2,2,p,0.994057250001788,2,73
11,2,3,q,0.8398271250007383,2,50
11,2,4,p,1.5030717500012545,2,66
11,2,5,q,1.8322228329998325,3,131
11,2,6,p,1.0185687500015774,1,39
11,2,7,p,2.057595666999987,3,67
11,2,8,q,0.946920250000403,2,122
11,2,9,q,0.7999207920001936,1,7
11,2,10,q,1.3599294999985432,1,140
11,2,11,q,1.3597484579986483,3,90
11,2,12,p,1.4965667910000775,2,123
11,2,13,p,1.508731165999052,1,49
11,2,14,q,1.3016625409982223,2,83
11,2,15,q,1.99533291699845,1,71
11,2,16,p,0.91728029099977,3,130
11,2,17,p,1.3084477919983328,2,61
11,2,18,q,1.817304749998584,1,120
11,2,19,q,0.9621494589991926,2,77
11,2,20,p,1.604099790998589,2,128
11,2,21,q,0.804400084001827,2,68
11,2,22,q,2.143276416001754,3,112
11,2,23,p,2.243385333000333,1,124
11,2,24,p,1.245325584000966,3,51
11,2,25,q,1.048207084000751,2,70
11,2,26,p,0.9237499580012808,1,38
11,2,27,p,0.8331087910009956,1,59
11,2,28,q,0.8703911249976954,1,56
11,2,29,q,2.032637292002619,2,119
11,2,30,p,3.872783625000011,3,62
11,2,31,p,0.8514987499984272,2,41
11,2,32,q,1.9878696670020872,2,118
11,2,33,q,1.9190682500011464,2,125
11,2,34,p,1.0377768329999526,1,126
11,2,35,q,1.8989328330026185,3,110
11,2,36,p,1.1233104999992063,2,42
11,2,37,q,1.0890617090008163,3,111
11,2,38,q,2.289297916002397,1,12
11,2,39,p,0.7661684999984573,3,72
11,2,40,p,1.7943620829973952,1,57
11,2,41,q,2.7001833750000515,1,136
11,2,42,q,0.8035570829997596,1,1
11,2,43,p,2.5071579159994144,1,144
11,2,44,q,0.8995912909995241,1,64
11,2,45,q,0.7066351249995932,3,27
11,2,46,q,2.4180549580014485,3,47
11,2,47,q,1.8853697499980624,2,45
11,2,48,q,1.2470904580004571,3,60
11,2,49,p,1.2171183749997,2,69
11,2,50,q,1.0650687499983178,3,17
11,2,51,p,1.708968625000125,1,30
11,2,52,p,1.5868529170002148,3,33
11,2,53,q,1.398667082998145,3,129
11,2,54,p,2.062790458003292,2,134
11,2,55,q,0.9697265419999894,2,53
11,2,56,q,1.2825289169995813,2,9
11,2,57,q,1.4063216670001566,3,79
11,2,58,q,2.369927165997069,1,43
11,2,59,q,0.859031166000932,2,113
11,2,60,p,2.922735832999024,3,44
11,3,1,p,1.1395482500010985,3,132
11,3,2,q,0.9349066670001775,1,100
11,3,3,p,0.7780810410004051,2,92
11,3,4,q,0.8189635829985491,3,7
11,3,5,q,0.8169907499977853,1,113
11,3,6,q,0.9791212080017432,3,87
11,3,7,q,0.9278176670013636,1,53
11,3,8,p,1.1323199159996875,3,78
11,3,9,p,0.9855858339979022,1,135
11,3,10,q,1.9884181669985992,1,138
11,3,11,p,1.4583764579983836,1,112
11,3,12,q,1.7539917920003063,2,91
11,3,13,p,1.320002000000386,2,30
11,3,14,p,1.9318190000012692,1,44
11,3,15,q,0.9634393749984156,3,140
11,3,16,p,1.585811459000979,1,143
11,3,17,q,1.3426911249989644,1,82
11,3,18,p,1.6695574580007817,3,144
11,3,19,q,0.6556612919994222,1,111
11,3,20,q,1.3188972499992817,2,74
11,3,21,p,0.9950280000011844,2,147
11,3,22,p,0.8114360830004443,2,146
11,3,23,q,1.1702766669986886,3,83
11,3,24,p,0.7540107909990184,1,139
11,3,25,p,0.7618087079972611,2,76
11,3,26,q,0.8714492079998308,1,97
11,3,27,q,0.817474833002052,1,95
11,3,28,q,1.0854868329988676,3,89
11,3,29,q,0.712035125001421,1,77
11,3,30,p,0.6787939589994494,3,145
11,3,31,p,1.097793124998134,3,98
11,3,32,p,0.6513547919967095,2,142
11,3,33,q,0.5779721250000875,3,1
11,3,34,q,0.731747958001506,2,64
11,3,35,q,1.0779598750013974,2,27
11,3,36,q,2.1248244580019673,2,60
11,3,37,p,2.119580208000116,2,43
11,3,38,p,0.9143115830011084,1,93
11,3,39,q,0.6772334169982059,3,81
11,3,40,p,1.2066610000001674,3,101
11,3,41,p,1.65445045800152,2,94
11,3,42,q,0.7292579999993904,3,50
11,3,43,p,1.2221702500028186,3,61
11,3,44,p,1.2058021250013553,2,33
11,3,45,q,0.8923048749966256,1,129
11,3,46,q,2.1098483329988085,3,80
11,3,47,p,2.9539851250010543,3,134
11,3,48,p,1.3981108749976556,1,141
11,3,49,q,0.7178184999975201,1,9
11,3,50,q,0.6511062080026022,2,79
11,3,51,p,0.7540681250029593,1,73
11,3,52,q,0.9708002079969448,2,75
11,3,53,p,0.8381645840017882,1,123
11,3,54,p,1.7265362920006735,1,84
11,3,55,p,3.1505632090011204,1,88
11,3,56,q,0.9281743330029713,2,17
11,3,57,q,0.658607708002819,1,90
11,3,58,q,3.189149666999583,2,136
11,3,59,q,1.0477360840013716,2,12
11,3,60,q,0.8665928749978775,1,110
12,1,1,p,5.68201229099941,1,102
12,1,2,q,1.911614207998355,2,151
12,1,3,p,1.4029334580009163,3,13
12,1,4,q,1.894268166000984,3,16
12,1,5,p,0.8697877909999079,3,110
12,1,6,p,1.0135767080009828,3,129
12,1,7,q,1.6924157499997818,2,62
12,1,8,q,1.4122492500009685,1,140
12,1,9,p,1.716974000000846,2,113
12,1,10,q,1.0336790420005857,3,109
12,1,11,p,1.5635792499997478,1,33
12,1,12,q,1.7817612920007375,3,28
12,1,13,p,0.779111040999851,2,37
12,1,14,p,1.09651975000088,2,105
12,1,15,p,0.8007950840001286,2,22
12,1,16,q,4.064127917001315,1,83
12,1,17,p,1.2817065839990391,2,17
12,1,18,q,1.2750419999993028,1,119
12,1,19,q,1.8061093340002117,3,106
12,1,20,q,1.4962702920001902,3,115
12,1,21,p,1.7733849579999514,3,141
12,1,22,p,1.5177607919995353,3,104
12,1,23,p,1.7371340839999905,2,75
12,1,24,p,2.0134772090004844,1,131
12,1,25,p,2.2406072079993464,1,10
12,1,26,p,2.618812958999115,2,90
12,1,27,p,1.1734195419994649,3,114
12,1,28,p,1.1855765410000458,3,27
12,1,29,p,2.5042577919994073,3,111
12,1,30,p,1.1129598329989676,2,4
12,1,31,p,2.453835416999937,3,39
12,1,32,p,1.007565916999738,2,14
12,1,33,p,3.7423217499999737,3,23
12,1,34,p,1.063960666000639,3,98
12,1,35,q,2.563112292000369,3,123
12,1,36,p,6.2848900410008355,2,89
12,1,37,p,1.5216571669989207,2,108
12,1,38,q,2.496376334000161,2,87
12,1,39,q,1.081124792000992,1,78
12,1,40,p,1.117919999998776,2,32
12,1,41,p,1.0932864169990353,3,20
12,1,42,p,2.2258146660005877,2,94
12,1,43,p,2.6110473339995224,2,134
12,1,44,q,1.4611847920004948,1,2
12,1,45,q,1.1041487919992503,1,107
12,1,46,p,1.3881743339989043,2,12
12,1,47,q,1.5870533750003233,2,25
12,1,48,p,6.9694689589996415,1,29
12,1,49,p,1.8303877500002272,2,43
12,1,50,p,0.8510943340006634,1,18
12,1,51,p,6.733134958998562,2,30
12,1,52,p,2.429590165998889,2,21
12,1,53,p,0.8847966249995807,2,19
12,1,54,p,2.0139741670009244,2,36
12,1,55,p,0.9197395840001265,3,112
12,1,56,p,3.490508208000392,3,7
12,1,57,p,1.5430878339993797,2,1
12,1,58,p,1.3656293750009354,2,9
12,1,59,q,1.74053370799993,3,26
12,1,60,p,1.3201429999990069,3,11
12,2,1,p,1.6960161669994704,2,116
12,2,2,q,1.9629110839996429,2,23
12,2,3,p,2.904308791999938,3,10
12,2,4,p,3.396388000001025,1,43
12,2,5,q,2.323025499999858,2,61
12,2,6,q,1.6985953749972396,2,78
12,2,7,p,0.8176078750002489,3,126
