14,10,9,Daniel Craig
38,10,9,Taylor Swift
2,8,2,George W.Bush
21,1,5,Henri Canvill
8,10,1,Brad Pitt
19,6,7,Nicolas Cage
39,10,10,Scarlett Johansson
49,0,5,Olivia Rodrigo
28,6,9,Dwayne Johnson
17,6,7,Hugh Jackman
12,10,10,Daniel Radcliffe
55,10,8,Charlize Theron
34,10,3,Angelina Jolie
42,10,3,Greta Thunberg
50,1,5,Millie Bobby Brown
40,0,5,Jennifer Lawrence
20,10,10,Matt Damon
30,10,7,Tom Cruise
15,2,5,Harrison Ford
13,10,10,Denzel Washighton
23,10,8,Ryan Gosling
18,10,5,Jason Statham
43,1,5,Maria Sharapova
26,10,10,George Clooney
24,10,10,Ryan Reynolds
31,10,10,Sandra Bullock
45,10,10,Jennifer Aniston
22,3,5,Lebron James
53,7,8,Keira Knightley
1,10,10,Leonardo Di Caprio
16,2,5,Ewan McGregor
27,10,7,Keanu Reeves
9,10,10,Bradley Cooper
46,10,7,Emma Stone
11,1,5,Chris Evans
6,10,7,Arnold Schwarzeneger
10,10,8,Bruce Willis
51,3,5,Margot Robbie
36,10,9,Lady Gaga
29,10,10,Tom Holland
3,10,9,Roger Federer
37,9,8,Nathalie Portman
58,10,10,Nicole Kidman
60,1,5,Anya Taylor-Joy
44,0,5,Cate Blanchett
59,10,8,Michelle Obama
7,7,7,Ben Affleck
5,10,8,Lionel Messi
41,10,4,Ariana Grande
33,10,10,Simone Biles
25,10,10,Robert De Niro
48,1,5,Jennifer Lawrence
52,10,10,Emma Watson
57,8,7,Serena Williams
4,10,3,Cristiano Ronaldo
35,10,10,Adele
47,7,3,Hilary Clinton
56,6,5,Reese Witherspoon
54,10,8,Julia Roberts
32,7,7,Anne Hathaway
