S13,2,1,p,0.7846206670001266,3,94,0
S13,2,2,p,0.7515952909998305,3,14,0
S13,2,3,q,0.5878419590003432,2,77,0
S13,2,4,p,0.462779583000156,2,152,0
S13,2,5,q,0.7082723749999786,2,33,1
S13,2,6,q,0.5437673749997884,1,35,1
S13,2,7,p,0.6879827920001844,2,136,0
S13,2,8,p,0.6867616250001447,1,25,1
S13,2,9,q,0.6247252089997346,2,54,1
S13,2,10,q,0.759319959000095,2,52,1
S13,2,11,q,0.6195934999996098,1,6,1
S13,2,12,p,0.7572223750003104,3,134,0
S13,2,13,p,0.603348250000181,1,12,0
S13,2,14,q,0.7860527909997472,2,14,1
S13,2,15,q,0.7055048749998605,2,24,1
S13,2,16,p,0.6831862079998245,3,4,0
S13,2,17,q,0.632239667000249,2,36,1
S13,2,18,q,0.7723712500001056,3,31,1
S13,2,19,p,0.6404415000001791,1,67,0
S13,2,20,q,0.7118440830004147,2,3,1
S13,2,21,p,0.781908250000015,2,29,1
S13,2,22,,,2,42,0
S13,2,23,q,0.784268333,2,26,1
S13,2,24,,,3,59,1
S13,2,25,,,1,9,1
S13,2,26,q,0.775001957999848,1,23,1
S13,2,27,q,0.6969347079998442,3,5,1
S13,2,28,q,0.6209064999998191,2,45,1
S13,2,29,p,0.7015482910001083,3,36,0
S13,2,30,q,0.6938265829999182,1,55,1
S13,2,31,q,0.6925009169999612,3,27,1
S13,2,32,p,0.7609111669999038,1,145,0
S13,2,33,q,0.6314226670001517,2,2,0
S13,2,34,,,2,71,0
S13,2,35,p,0.6304268750000119,1,62,0
S13,2,36,q,0.8553402919997097,3,30,1
S13,2,37,p,0.5525795830003517,1,49,0
S13,2,38,p,0.5805125829997451,1,87,0
S13,2,39,p,0.576706583000032,3,59,0
S13,2,40,q,0.8338352499999928,2,1,1
S13,2,41,q,0.7776000829999248,3,46,1
S13,2,42,p,0.6505867920000128,1,21,0
S13,2,43,q,0.7742113330000393,2,58,1
S13,2,44,p,0.6385202920000665,2,70,0
S13,2,45,p,0.6100780830001895,2,129,0
S13,2,46,p,0.5529206250002972,1,75,0
S13,2,47,q,0.850488624999798,2,13,1
S13,2,48,q,0.7860922079999,2,20,1
S13,2,49,q,0.6933207919996676,3,38,1
S13,2,50,p,0.7646429999999782,2,122,0
S13,2,51,q,0.6214041250000264,3,39,1
S13,2,52,q,0.7006407079998098,3,12,1
S13,2,53,q,0.702957625000181,3,10,1
S13,2,54,p,0.7650547500002176,3,148,0
S13,2,55,p,0.8358382919996075,3,105,0
S13,2,56,,,2,143,0
S13,2,57,p,0.7138361250003982,2,98,0
S13,2,58,p,0.7603879170001164,3,7,0
S13,2,59,p,0.6872282500003166,2,126,0
S13,2,60,p,0.6818679580001117,3,91,0
