pid,param,value,.lower,.upper,.width,.point,.interval
10,A,1.3547513003054752,0.6075348563558608,2.4774721718439023,0.95,median,qi
10,B_lRfam,0.7818813413154875,0.3754584307812776,1.4996886740711022,0.95,median,qi
10,B_lRunf,1.3422450146983746,0.6799070964441293,2.4164134892759814,0.95,median,qi
10,sv_lMTRUE,0.9387076353305254,0.6454081895863084,1.3644849308772267,0.95,median,qi
10,t0,0.3991041704152293,0.2444903908406448,0.5438596139077224,0.95,median,qi
10,v_Sfam_lMFALSE,0.634105261542363,-0.5520777893251263,1.788378929876934,0.95,median,qi
10,v_Sfam_lMTRUE,2.3869940865609576,1.502112591679773,3.4223346510083292,0.95,median,qi
10,v_Sunf_lMFALSE,-0.014432572627782914,-1.3248215394250002,1.1406439233262295,0.95,median,qi
10,v_Sunf_lMTRUE,2.3086013539621706,1.38421343468884,3.394188910610689,0.95,median,qi
11,A,4.698064456570778,2.3590452878051353,7.489529225799444,0.95,median,qi
11,B_lRfam,1.2140231147724159,0.5726403896103085,2.1031671073063203,0.95,median,qi
11,B_lRunf,1.6942178610580185,0.8763792886372886,2.727032721432838,0.95,median,qi
11,sv_lMTRUE,1.1850348777661308,0.7970744049038596,1.7887520328051463,0.95,median,qi
11,t0,0.2902924055274032,0.17320352779835008,0.43521943586928236,0.95,median,qi
11,v_Sfam_lMFALSE,2.4917584098663523,1.2062799253870435,3.764670599274081,0.95,median,qi
11,v_Sfam_lMTRUE,3.6577038020980788,2.326058944784416,4.971064215181768,0.95,median,qi
11,v_Sunf_lMFALSE,2.595078566880522,1.2273916805201757,4.019181096604048,0.95,median,qi
11,v_Sunf_lMTRUE,3.6050212814427622,2.2874167043385762,4.891042302072872,0.95,median,qi
12,A,6.269272625304168,4.128613091508668,8.716460538024867,0.95,median,qi
12,B_lRfam,3.963146248687906,2.4566652308157075,5.638525609318132,0.95,median,qi
12,B_lRunf,2.840742543208377,1.8399426417360136,3.922923287206633,0.95,median,qi
12,sv_lMTRUE,0.82419767623908,0.5512591001071017,1.1736497836287245,0.95,median,qi
12,t0,0.1551379062064018,0.0883730830728265,0.275332563840452,0.95,median,qi
12,v_Sfam_lMFALSE,4.068026219301976,2.893051615958247,5.327727098509045,0.95,median,qi
12,v_Sfam_lMTRUE,NA,NA,NA,0.95,median,qi
12,v_Sunf_lMFALSE,2.9018379980418816,1.5182574603531884,4.374344263306569,0.95,median,qi
12,v_Sunf_lMTRUE,4.7104041901740565,3.514100056172773,5.998433437244027,0.95,median,qi
13,A,0.5664998709720481,0.3016904356461255,0.9433144043215875,0.95,median,qi
13,B_lRfam,0.6418328578657815,0.3932466223757861,1.0362987936840384,0.95,median,qi
13,B_lRunf,0.5488750325513974,0.3030412137364159,0.9448997547992005,0.95,median,qi
13,sv_lMTRUE,0.5853926056282973,0.4238716192974067,0.7891053475545824,0.95,median,qi
13,t0,0.26552212598716796,0.1893001901465079,0.3276051875594224,0.95,median,qi
13,v_Sfam_lMFALSE,1.0752479371259105,0.12110917500122831,2.016751162466506,0.95,median,qi
13,v_Sfam_lMTRUE,2.5747263879464435,1.8305710614342436,3.4529179501658622,0.95,median,qi
13,v_Sunf_lMFALSE,1.1823322795248332,0.19948460468622586,2.1163374512239614,0.95,median,qi
13,v_Sunf_lMTRUE,2.1452616582300563,1.444469639073645,3.0114113156232984,0.95,median,qi
14,A,0.967802049714017,0.41592757882849757,1.765872233924611,0.95,median,qi
