pid,block,trial,keypress,rt,ori,stim,fstim,fam,cond,acc,rt_OSF
7,2,50,q,1.2418562919992835,1,97,94,1,Learned,1,yes
7,2,51,p,1.105153500000597,2,93,12,1,Learned,0,yes
7,2,52,q,1.1894211250000808,3,144,142,1,Learned,1,yes
7,2,53,q,1.198299624997162,3,59,11,0,Novel,0,yes
7,2,54,q,1.5041585840008338,1,130,36,1,Learned,1,yes
7,2,55,q,1.268617540998093,3,52,93,0,Novel,0,yes
7,2,56,p,2.172001625000121,2,62,69,0,Novel,1,yes
7,2,57,p,1.4648696250005742,2,129,144,0,Novel,1,yes
7,2,59,q,0.7924861249994137,2,57,29,0,Novel,0,yes
7,2,60,p,0.9336746670014692,1,67,53,0,Novel,1,yes
7,3,1,p,1.1259890420005831,2,139,151,0,Novel,1,yes
7,3,2,q,0.9002173340013542,1,74,130,1,Learned,1,yes
7,3,3,q,0.9390375830007542,1,29,134,1,Learned,1,yes
7,3,4,p,0.836684541998693,1,82,80,0,Novel,1,yes
7,3,5,q,0.8392454170025303,3,91,74,1,Learned,1,yes
7,3,6,q,0.7552059580011701,1,141,7,0,Novel,0,yes
7,3,7,q,0.9160199590005504,3,13,43,1,Learned,1,yes
7,3,8,q,0.8779964999994263,3,73,132,0,Novel,0,yes
7,3,9,p,0.8898795420027454,3,135,107,0,Novel,1,yes
7,3,10,q,1.3613802079999004,3,88,106,0,Novel,0,yes
7,3,11,p,1.3410927500008256,1,128,60,1,Learned,0,yes
7,3,12,p,1.135868124998524,3,101,9,0,Novel,1,yes
7,3,13,q,0.9441251659991394,1,132,41,1,Learned,1,yes
7,3,14,q,1.0913591669996094,1,36,21,1,Learned,1,yes
7,3,15,p,0.9110355419979896,3,21,122,1,Learned,0,yes
7,3,16,p,1.01677354200001,2,146,97,0,Novel,1,yes
7,3,17,q,0.7429136249993462,3,80,128,1,Learned,1,yes
7,3,18,p,0.956683874999726,2,84,91,0,Novel,1,yes
7,3,19,q,0.735283417001483,2,41,18,1,Learned,1,yes
7,3,20,q,1.083420709001075,3,142,94,1,Learned,1,yes
7,3,21,p,0.7711484169994947,1,140,12,0,Novel,1,yes
7,3,22,q,1.1304122500005178,1,72,142,0,Novel,0,yes
7,3,23,q,1.5918872919974092,1,122,11,1,Learned,1,yes
7,3,24,p,1.0685346249993015,2,106,36,1,Learned,0,yes
7,3,25,q,0.6881379589976859,1,12,93,1,Learned,1,yes
7,3,26,q,0.687636916001793,1,69,69,1,Learned,1,yes
7,3,27,p,1.3589620419988933,1,92,144,0,Novel,1,yes
7,3,28,q,1.141216167001403,3,93,13,1,Learned,1,yes
7,3,29,q,0.7771556659972703,3,90,29,0,Novel,0,yes
7,3,30,p,1.338431500000297,3,98,53,0,Novel,1,yes
7,3,31,p,1.092211541999859,2,143,151,0,Novel,1,yes
7,3,32,q,0.8669247500001802,1,78,130,0,Novel,0,yes
7,3,33,p,0.6850627500025439,3,60,134,1,Learned,0,yes
7,3,34,p,1.2424885840009663,1,145,80,0,Novel,1,yes
7,3,35,p,0.8289042500000505,3,77,74,0,Novel,1,yes
7,3,36,p,0.6036013749981066,3,75,7,0,Novel,1,yes
7,3,37,q,0.6956813329998113,3,97,43,1,Learned,1,yes
7,3,38,p,0.6867572910014133,3,76,132,0,Novel,1,yes
7,3,39,q,1.358466916000907,2,79,107,0,Novel,0,yes
7,3,40,q,0.983021000000008,3,134,106,1,Learned,1,yes
7,3,41,q,0.7178644580017135,3,7,60,1,Learned,1,yes
7,3,42,q,0.8162347080033214,2,138,9,0,Novel,0,yes
7,3,43,q,0.9382853329989302,1,53,41,1,Learned,1,yes
7,3,44,q,2.3147780420003983,2,94,21,1,Learned,1,yes
7,3,45,p,1.1869148340010724,2,11,122,1,Learned,0,yes
7,3,46,p,1.5343247089986107,2,136,97,0,Novel,1,yes
7,3,47,q,0.7594281249985215,1,151,128,1,Learned,1,yes
7,3,48,p,0.998313041000074,3,87,91,0,Novel,1,yes
7,3,49,p,0.8881121670019638,2,18,18,1,Learned,0,yes
7,3,50,q,0.7190290409998852,1,100,94,0,Novel,0,yes
7,3,51,p,0.7635455420022481,2,95,12,0,Novel,1,yes
7,3,52,p,0.7951830410020193,1,131,142,0,Novel,1,yes
7,3,53,q,1.3594696660002228,1,89,11,0,Novel,0,yes
7,3,54,q,1.0377439590010908,1,43,36,1,Learned,1,yes
7,3,55,q,1.0453902499975811,1,144,93,1,Learned,1,yes
7,3,56,p,0.9137726670014672,2,81,69,0,Novel,1,yes
7,3,57,p,1.311919540999952,1,83,144,0,Novel,1,yes
7,3,58,q,1.099186749997898,2,130,13,1,Learned,1,yes
7,3,59,p,0.46949041599873453,2,9,29,1,Learned,0,yes
7,3,60,p,0.7729042089995346,3,107,53,1,Learned,0,yes
8,1,2,p,2.0111596249989816,3,14,98,0,Novel,1,yes
8,1,3,q,2.0156947079995007,3,142,23,1,Learned,1,yes
8,1,4,p,1.631258417000936,1,19,28,0,Novel,1,yes
8,1,5,p,1.358182832998864,3,30,59,0,Novel,1,yes
8,1,8,p,1.9523222919997352,2,27,36,0,Novel,1,yes
8,1,10,q,1.7501421670021955,2,98,49,1,Learned,1,yes
8,1,11,q,1.587295459001325,2,23,145,1,Learned,1,yes
8,1,12,q,1.3802622080002038,3,28,9,1,Learned,1,yes
8,1,13,p,1.3331789580006443,2,12,140,0,Novel,1,yes
8,1,14,q,1.099956416997884,3,59,66,1,Learned,1,yes
8,1,15,q,1.7370037919972674,2,33,123,1,Learned,1,yes
8,1,17,p,1.340574583002308,3,36,105,1,Learned,0,yes
8,1,18,q,1.0966927920017042,1,26,56,0,Novel,0,yes
8,1,20,q,1.8642032919997291,1,49,139,1,Learned,1,yes
8,1,21,p,1.082315750001726,1,16,79,0,Novel,1,yes
8,1,23,q,1.212347332999343,1,9,102,1,Learned,1,yes
8,1,24,p,1.8699870829987049,1,11,91,0,Novel,1,yes
8,1,25,q,1.2572046669993142,2,140,53,1,Learned,1,yes
8,1,26,p,1.8174127919992316,2,66,43,1,Learned,0,yes
8,1,27,p,1.408414667002944,2,123,110,1,Learned,0,yes
8,1,28,p,1.9515167079989624,1,144,132,1,Learned,0,yes
8,1,29,p,1.433237833000021,3,21,101,0,Novel,1,yes
8,1,31,q,1.2641607910009045,1,105,142,1,Learned,1,yes
8,1,32,p,1.9069501660014792,1,56,98,1,Learned,0,yes
8,1,34,q,0.9456389999977546,2,139,28,1,Learned,1,yes
8,1,35,p,2.463090583001758,3,79,59,1,Learned,0,yes
8,1,36,p,2.2361854579976352,1,124,33,1,Learned,0,yes
8,1,37,p,1.804252082998573,1,102,72,1,Learned,0,yes
8,1,39,q,1.4108790409991343,3,91,93,1,Learned,1,yes
8,1,40,p,1.3958099170013156,1,114,49,0,Novel,1,yes
8,1,41,q,0.8651887500018347,1,53,145,1,Learned,1,yes
8,1,42,p,0.8565175410003576,2,29,9,0,Novel,1,yes
8,1,43,q,1.677958167001634,1,43,140,1,Learned,1,yes
8,1,44,q,1.7150822920011706,2,110,66,1,Learned,1,yes
8,1,45,p,1.160928250003053,3,113,123,0,Novel,1,yes
8,1,46,q,2.441967750000913,2,25,144,0,Novel,0,yes
8,1,47,q,1.5848215419973712,1,132,105,1,Learned,1,yes
8,1,48,p,1.8916777089980312,2,13,56,0,Novel,1,yes
8,1,49,q,1.580595457999152,2,101,82,1,Learned,1,yes
8,1,50,p,1.7885868750017837,2,2,139,1,Learned,0,yes
8,1,51,p,1.3262320419999014,3,22,79,0,Novel,1,yes
8,1,53,p,1.0580627499984985,3,111,102,0,Novel,1,yes
8,1,54,p,1.3492195830003766,2,10,91,0,Novel,1,yes
8,1,57,p,2.186999209003261,2,109,110,0,Novel,1,yes
8,1,59,p,1.372398625000642,3,104,101,0,Novel,1,yes
8,1,60,p,1.466137667001021,1,115,2,0,Novel,1,yes
8,2,2,p,1.8605176249984652,3,125,98,0,Novel,1,yes
8,2,3,q,1.473398416001146,2,56,23,1,Learned,1,yes
8,2,4,p,1.321558791998541,3,32,28,0,Novel,1,yes
8,2,5,q,1.8067334580009629,1,23,59,1,Learned,1,yes
8,2,6,q,1.3690723749969038,1,66,33,1,Learned,1,yes
8,2,7,p,1.4940502499994182,1,126,72,0,Novel,1,yes
8,2,8,q,1.4014892499981215,1,140,36,1,Learned,1,yes
8,2,9,q,1.4087722500007658,3,139,93,1,Learned,1,yes
8,2,11,p,1.79725375000271,1,52,145,0,Novel,1,yes
8,2,14,p,2.062687541998457,3,41,66,0,Novel,1,yes
8,2,15,q,1.4050741669998388,1,33,123,1,Learned,1,yes
8,2,16,p,1.6307091659982689,2,51,144,0,Novel,1,yes
8,2,17,p,1.856176332999894,2,42,105,0,Novel,1,yes
8,2,18,p,1.882791707997967,3,64,56,0,Novel,1,yes
8,2,19,q,1.47576191600092,2,91,82,1,Learned,1,yes
8,2,20,p,1.5810156670013384,1,119,139,0,Novel,1,yes
8,2,21,p,1.3662287089973688,1,72,79,1,Learned,0,yes
8,2,22,p,2.49013129100058,2,49,124,1,Learned,0,yes
8,2,23,p,1.230662416000996,3,38,102,0,Novel,1,yes
8,2,24,q,1.4416962079994846,3,110,91,1,Learned,1,yes
8,2,25,p,1.2767774580024709,2,142,53,1,Learned,0,yes
8,2,27,q,1.6807290420001664,1,2,110,1,Learned,1,yes
8,2,28,p,1.8435030830005417,2,43,132,1,Learned,0,yes
8,2,30,p,2.37074579199907,1,117,2,0,Novel,1,yes
8,2,31,p,1.937043625002843,2,44,142,0,Novel,1,yes
8,2,32,q,1.683942042000126,3,105,98,1,Learned,1,yes
8,2,34,q,1.6756776670008549,1,93,28,1,Learned,1,yes
8,2,35,p,1.7144810419995338,1,116,59,0,Novel,1,yes
8,2,36,q,2.403494624999439,1,145,33,1,Learned,1,yes
8,2,37,p,2.237021042001288,1,57,72,0,Novel,1,yes
8,2,39,p,1.3142026669993356,3,45,93,0,Novel,1,yes
8,2,40,p,1.5012434579984983,1,129,49,0,Novel,1,yes
8,2,41,p,1.6327422079993994,2,47,145,0,Novel,1,yes
8,2,42,p,1.7642240409986698,1,122,9,0,Novel,1,yes
8,2,44,p,1.199018333998538,3,118,66,0,Novel,1,yes
8,2,45,p,2.436628125000425,2,28,123,1,Learned,0,yes
8,2,46,p,1.4951090829999885,1,123,144,1,Learned,0,yes
8,2,47,p,1.652039042000979,3,60,105,0,Novel,1,yes
8,2,49,p,1.5681600000025355,1,39,82,0,Novel,1,yes
8,2,52,p,1.4728400829990278,3,144,124,1,Learned,0,yes
8,2,53,q,1.7496681249976973,3,37,102,0,Novel,0,yes
8,2,54,p,2.090893459000654,1,61,91,0,Novel,1,yes
8,2,55,q,1.4215703749978277,3,9,53,1,Learned,1,yes
8,2,56,q,1.2532667909981683,1,101,43,1,Learned,1,yes
8,2,57,p,1.7252166669968574,2,124,110,1,Learned,0,yes
8,2,58,q,2.088830707998568,3,98,132,1,Learned,1,yes
8,2,59,q,1.13109829199675,1,59,101,1,Learned,1,yes
8,3,2,q,1.800274500001251,3,132,98,1,Learned,1,yes
8,3,3,p,1.6584222080018662,2,93,23,1,Learned,0,yes
8,3,4,q,1.5220204159995774,1,36,28,1,Learned,1,yes
8,3,5,p,1.1583789579999575,1,80,59,0,Novel,1,yes
8,3,6,q,1.214180082999519,3,33,33,1,Learned,1,yes
8,3,7,q,1.0339385410006798,3,101,72,1,Learned,1,yes
8,3,8,p,2.1441911670008267,1,83,36,0,Novel,1,yes
8,3,9,p,2.0424055830008,3,73,93,0,Novel,1,yes
8,3,10,p,2.4567552090011304,2,72,49,1,Learned,0,yes
8,3,11,p,2.1094758340004773,3,95,145,0,Novel,1,yes
8,3,12,q,1.1736867079998774,1,98,9,1,Learned,1,yes
8,3,13,p,1.1625050000002377,2,143,140,0,Novel,1,yes
8,3,14,p,1.3171041249988775,2,77,66,0,Novel,1,yes
8,3,15,p,2.192957708000904,1,28,123,1,Learned,0,yes
8,3,16,q,1.6874059159999888,1,142,144,1,Learned,1,yes
8,3,19,q,1.1889031669998076,2,59,82,1,Learned,1,yes
8,3,20,p,1.3286914579985023,1,92,139,0,Novel,1,yes
8,3,21,q,1.5249850830005016,2,9,79,1,Learned,1,yes
8,3,23,p,1.3181188339985963,1,136,102,0,Novel,1,yes
8,3,24,p,1.6224545000004582,3,23,91,1,Learned,0,yes
8,3,26,p,1.328939667000668,2,144,43,1,Learned,0,yes
8,3,27,q,1.7761304580017168,3,102,110,1,Learned,1,yes
8,3,28,p,1.5198698339991097,2,94,132,0,Novel,1,yes
8,3,29,p,1.351709750000737,2,74,101,0,Novel,1,yes
8,3,30,p,1.6759469580028965,1,138,2,0,Novel,1,yes
8,3,31,p,2.3085852920012258,3,56,142,1,Learned,0,yes
8,3,32,p,1.5159968749976542,1,81,98,0,Novel,1,yes
8,3,33,p,1.2189732499973616,1,88,23,0,Novel,1,yes
8,3,34,q,1.2147752919991035,3,140,28,1,Learned,1,yes
8,3,35,p,1.8830215420020977,2,147,59,0,Novel,1,yes
8,3,36,p,1.2188788749990636,2,141,33,0,Novel,1,yes
8,3,38,q,1.4826014999998731,2,145,36,1,Learned,1,yes
8,3,39,p,2.37314754199906,3,2,93,1,Learned,0,yes
8,3,40,p,1.7554027080004744,2,90,49,0,Novel,1,yes
8,3,42,p,1.9276443750022736,2,70,9,0,Novel,1,yes
8,3,43,p,1.770537000000331,3,124,140,1,Learned,0,yes
8,3,45,p,1.4686823330011975,2,76,123,0,Novel,1,yes
8,3,46,q,1.297627874999307,1,79,144,1,Learned,1,yes
8,3,49,q,2.0823537910000596,3,49,82,1,Learned,1,yes
8,3,50,q,2.288948583001911,1,110,139,1,Learned,1,yes
8,3,51,p,1.7824313329983852,1,131,79,0,Novel,1,yes
8,3,52,p,1.3509294590003265,2,97,124,0,Novel,1,yes
8,3,53,q,1.6624055840002256,1,139,102,1,Learned,1,yes
8,3,54,q,1.796523666002031,1,91,91,1,Learned,1,yes
8,3,55,p,1.925426415997208,1,130,53,0,Novel,1,yes
8,3,56,p,2.0361638340000354,2,84,43,0,Novel,1,yes
8,3,59,p,1.7404631660028826,3,134,101,0,Novel,1,yes
8,3,60,p,1.7857655829975556,1,89,2,0,Novel,1,yes
9,1,2,p,2.1170542090001163,2,7,57,0,Novel,1,yes
9,1,3,q,0.8205668339999193,1,57,28,1,Learned,1,yes
9,1,4,p,1.9487812499999109,3,29,50,0,Novel,1,yes
9,1,5,p,1.3506074580000131,1,108,33,0,Novel,1,yes
9,1,6,q,1.4583620000000792,1,11,20,0,Novel,0,yes
9,1,7,q,0.9524569169998358,2,28,115,1,Learned,1,yes
9,1,8,p,1.1161236250000002,3,25,73,0,Novel,1,yes
9,1,9,q,1.055913124999961,3,50,32,1,Learned,1,yes
9,1,10,p,1.026621250000062,1,27,2,0,Novel,1,yes
9,1,11,p,0.8573016660000121,3,23,66,0,Novel,1,yes
9,1,12,p,0.748163083999998,3,18,4,0,Novel,1,yes
9,1,13,q,1.543398915999887,3,113,90,0,Novel,0,yes
9,1,14,p,0.7564964590001182,1,19,135,0,Novel,1,yes
9,1,15,p,0.9737365829998909,3,33,75,1,Learned,0,yes
9,1,16,q,1.082858041999998,3,1,76,0,Novel,0,yes
9,1,17,q,0.8750305419998767,3,20,143,1,Learned,1,yes
9,1,18,q,1.0461972909999986,3,115,94,1,Learned,1,yes
9,1,19,q,0.7816060830000424,2,73,125,1,Learned,1,yes
9,1,20,q,0.8676390420000644,2,32,120,1,Learned,1,yes
9,1,21,p,0.8668822920001276,1,109,129,0,Novel,1,yes
9,1,22,p,0.7472860840000521,3,9,89,0,Novel,1,yes
9,1,23,p,1.5478515419999894,1,16,30,0,Novel,1,yes
9,1,24,p,1.170195333000038,1,26,105,0,Novel,1,yes
9,1,25,p,1.7798586670000986,3,13,49,0,Novel,1,yes
9,1,26,p,0.9711226669999178,3,36,128,0,Novel,1,yes
9,1,27,q,0.7679136250001193,2,2,102,1,Learned,1,yes
9,1,28,q,0.7907989590000852,3,66,88,1,Learned,1,yes
9,1,30,p,1.0375621250000222,2,110,148,0,Novel,1,yes
9,1,31,p,2.1491462499998306,1,111,140,0,Novel,1,yes
9,1,32,p,0.7618518750000476,1,104,57,0,Novel,1,yes
9,1,33,p,0.8307505840000431,1,112,28,0,Novel,1,yes
9,1,34,q,0.7193354999999428,1,4,50,1,Learned,1,yes
9,1,35,p,0.6502400829999715,3,37,33,0,Novel,1,yes
9,1,36,p,1.2052437080001257,3,114,20,0,Novel,1,yes
9,1,37,q,0.7293634579998525,2,90,115,1,Learned,1,yes
9,1,38,p,1.0597632080000494,3,14,73,0,Novel,1,yes
9,1,39,q,2.4324208329999237,1,135,32,1,Learned,1,yes
9,1,40,q,1.2507580000001326,3,75,2,1,Learned,1,yes
9,1,41,p,1.4013597919999938,2,12,66,0,Novel,1,yes
9,1,42,q,0.843762125000012,1,76,4,1,Learned,1,yes
9,1,43,q,0.7302138329998797,3,143,90,1,Learned,1,yes
9,1,44,q,1.5372776250001152,3,107,135,0,Novel,0,yes
9,1,45,p,1.295033999999987,3,21,75,0,Novel,1,yes
9,1,46,p,0.9541010829998412,1,17,76,0,Novel,1,yes
9,1,47,q,1.1658623749999606,3,94,143,1,Learned,1,yes
9,1,48,p,1.0240092080000522,2,10,94,0,Novel,1,yes
9,1,49,q,1.9022524580000209,3,125,125,1,Learned,1,yes
9,1,51,p,2.1817922919999546,2,129,129,1,Learned,0,yes
9,1,52,q,1.2797685840000668,1,89,89,1,Learned,1,yes
9,1,53,p,1.160454958000173,1,30,30,1,Learned,0,yes
9,1,54,q,0.923029583000016,2,105,105,1,Learned,1,yes
9,1,55,p,1.1998000839998897,3,49,49,1,Learned,0,yes
9,1,57,p,1.381427082999835,1,102,102,1,Learned,0,yes
9,1,59,q,0.9013113329999668,3,22,22,1,Learned,1,yes
9,1,60,q,0.879338166000025,3,148,148,1,Learned,1,yes
9,2,2,p,1.7040611670001908,3,64,57,0,Novel,1,yes
9,2,3,p,0.7727493330000925,2,38,28,0,Novel,1,yes
9,2,4,p,1.0139811250001003,3,131,50,0,Novel,1,yes
9,2,5,p,1.0531591670001037,1,51,33,0,Novel,1,yes
9,2,6,q,1.3081985000001168,1,20,20,1,Learned,1,yes
9,2,7,p,1.088336874999868,1,33,115,1,Learned,0,yes
9,2,8,p,1.8112977079999837,3,52,73,0,Novel,1,yes
9,2,9,p,1.003426750000017,1,43,32,0,Novel,1,yes
9,2,10,q,0.8180019169999468,1,2,2,1,Learned,1,yes
9,2,11,q,0.7905383750000965,1,50,66,1,Learned,1,yes
9,2,13,p,0.9779971670000124,2,56,90,0,Novel,1,yes
9,2,14,p,1.722595582999929,2,69,135,0,Novel,1,yes
9,2,15,p,0.8019454589998531,1,90,75,1,Learned,0,yes
9,2,16,p,0.6632207079999262,1,28,76,1,Learned,0,yes
9,2,17,q,0.9357882909998808,1,94,143,1,Learned,1,yes
9,2,19,p,0.9317936249999548,1,49,125,1,Learned,0,yes
9,2,20,p,0.768684291999989,3,4,120,1,Learned,0,yes
9,2,21,p,0.8703617500000291,1,53,129,0,Novel,1,yes
9,2,22,p,0.6538540840001588,2,41,89,0,Novel,1,yes
9,2,24,p,0.6682018750000225,3,59,105,0,Novel,1,yes
9,2,25,q,1.843750499999942,3,135,49,1,Learned,1,yes
9,2,27,q,1.0883579579999605,2,115,102,1,Learned,1,yes
9,2,28,p,1.0929807499999242,1,129,88,1,Learned,0,yes
9,2,29,q,2.45993020800006,3,120,22,1,Learned,1,yes
9,2,30,p,0.6783390420000615,2,45,148,0,Novel,1,yes
9,2,31,p,1.5430367910000768,2,124,140,0,Novel,1,yes
9,2,32,p,0.6660535830001209,3,130,57,0,Novel,1,yes
9,2,33,p,0.6004890419999356,3,42,28,0,Novel,1,yes
9,2,34,p,0.7865113750001456,2,62,50,0,Novel,1,yes
9,2,35,q,0.826629500000081,3,76,33,1,Learned,1,yes
9,2,36,p,1.3507022080000295,2,118,20,0,Novel,1,yes
9,2,38,p,0.988274666000052,1,126,73,0,Novel,1,yes
9,2,39,q,1.2600913339999806,3,140,32,1,Learned,1,yes
9,2,40,p,0.8986902090000513,2,66,2,1,Learned,0,yes
9,2,41,p,0.869370624999874,2,44,66,0,Novel,1,yes
9,2,42,p,0.9662242090000746,1,75,4,1,Learned,0,yes
9,2,43,p,1.043570499999987,2,116,90,0,Novel,1,yes
9,2,44,p,0.8760521670001253,3,61,135,0,Novel,1,yes
9,2,46,p,1.5486932919998253,2,102,76,1,Learned,0,yes
9,2,47,p,0.8583066250000684,2,68,143,0,Novel,1,yes
9,2,49,p,1.110342707999962,3,123,125,0,Novel,1,yes
9,2,50,q,0.8074384589999681,1,125,120,1,Learned,1,yes
9,2,51,p,0.9568133340001168,2,122,129,0,Novel,1,yes
9,2,52,p,0.8420722500000011,2,39,89,0,Novel,1,yes
9,2,53,q,1.957307208999964,2,60,30,0,Novel,0,yes
9,2,55,p,1.950424166000175,1,32,49,1,Learned,0,yes
9,2,56,p,1.4530026670001917,3,73,128,1,Learned,0,yes
9,2,57,p,1.2218167089999952,1,88,102,1,Learned,0,yes
9,2,58,q,0.7941226660000211,1,143,88,1,Learned,1,yes
9,2,59,p,1.0242887910001173,3,89,22,1,Learned,0,yes
9,2,60,q,1.0658337499999109,1,22,148,1,Learned,1,yes
9,3,2,p,0.8187983749999148,3,128,57,1,Learned,0,yes
9,3,3,p,1.5216344580001078,2,89,28,1,Learned,0,yes
9,3,4,p,1.0477392919999602,1,82,50,0,Novel,1,yes
9,3,5,p,1.537242957999979,1,138,33,0,Novel,1,yes
9,3,6,q,0.7255425840000953,2,125,20,1,Learned,1,yes
9,3,7,p,1.0242240420000144,1,66,115,1,Learned,0,yes
9,3,8,q,0.7186717499998849,2,22,73,1,Learned,1,yes
9,3,9,p,0.8063798329999372,2,20,32,1,Learned,0,yes
9,3,10,p,0.7175038329999097,1,98,2,0,Novel,1,yes
9,3,11,p,0.6876049999998486,2,139,66,0,Novel,1,yes
9,3,12,p,0.7493300839998938,2,71,4,0,Novel,1,yes
9,3,13,p,1.8388845000001768,1,146,90,0,Novel,1,yes
9,3,14,p,0.7861790829999791,2,84,135,0,Novel,1,yes
9,3,15,p,0.5966462920000595,2,142,75,0,Novel,1,yes
9,3,16,p,1.9964942499998417,1,74,76,0,Novel,1,yes
9,3,17,p,0.8722595420001653,3,97,143,0,Novel,1,yes
9,3,18,q,0.8569595419999132,2,140,94,1,Learned,1,yes
9,3,19,q,0.7897681249999096,2,94,125,1,Learned,1,yes
9,3,20,p,1.249879749999991,2,49,120,1,Learned,0,yes
9,3,22,p,1.393214665999949,2,120,89,1,Learned,0,yes
9,3,24,p,2.1962343339998824,1,73,105,1,Learned,0,yes
9,3,25,p,1.15616858400017,3,90,49,1,Learned,0,yes
9,3,26,p,0.7368672909999532,3,80,128,0,Novel,1,yes
9,3,27,q,0.9466506250000748,3,28,102,1,Learned,1,yes
9,3,28,p,0.6580462079998597,1,91,88,0,Novel,1,yes
9,3,29,p,0.6353409580001426,2,132,22,0,Novel,1,yes
9,3,31,p,0.7293451660000301,3,144,140,0,Novel,1,yes
9,3,32,p,1.5435027080000054,3,88,57,1,Learned,0,yes
9,3,33,p,0.8987600830000702,1,77,28,0,Novel,1,yes
9,3,34,q,1.1372796660000404,1,105,50,1,Learned,1,yes
9,3,35,p,0.7299545000000762,2,95,33,0,Novel,1,yes
9,3,36,p,1.0834128750000218,3,129,20,1,Learned,0,yes
9,3,37,p,0.6897522919998664,1,72,115,0,Novel,1,yes
9,3,38,q,1.5028596660001767,2,76,73,1,Learned,1,yes
9,3,39,p,0.6914560830000482,3,32,32,1,Learned,0,yes
9,3,40,p,1.3470324160000473,2,141,2,0,Novel,1,yes
9,3,41,p,0.8531450000000405,2,81,66,0,Novel,1,yes
9,3,42,p,1.0186630000000605,1,70,4,0,Novel,1,yes
9,3,43,p,1.2457726249999723,3,79,90,0,Novel,1,yes
9,3,44,p,0.6017619589999867,3,93,135,0,Novel,1,yes
9,3,45,p,0.7984474579998277,3,145,75,0,Novel,1,yes
9,3,46,p,0.8724064589998761,1,87,76,0,Novel,1,yes
9,3,47,q,1.0163964170001236,1,115,143,1,Learned,1,yes
9,3,48,p,0.9844582499999888,3,78,94,0,Novel,1,yes
9,3,50,p,0.8725587080000423,2,4,120,1,Learned,0,yes
9,3,51,q,0.8598605829999997,1,148,129,1,Learned,1,yes
9,3,52,p,0.7583281659999557,3,100,89,0,Novel,1,yes
9,3,53,p,0.6932017079998332,3,92,30,0,Novel,1,yes
9,3,54,p,1.2039762920001067,2,136,105,0,Novel,1,yes
9,3,56,p,0.8105191659999491,2,30,128,1,Learned,0,yes
9,3,57,p,0.606248542000003,2,83,102,0,Novel,1,yes
9,3,58,p,1.5015886249998402,3,102,88,1,Learned,0,yes
9,3,59,q,0.9214796250000744,2,143,22,1,Learned,1,yes
9,3,60,p,1.039002666999977,2,75,148,1,Learned,0,yes
10,1,1,p,1.7213956250002411,2,23,100,0,Novel,1,yes
10,1,2,q,1.412722125000073,3,25,118,0,Novel,0,yes
10,1,3,q,0.8987601660001019,1,100,136,1,Learned,1,yes
10,1,4,p,1.9028849169999376,3,118,78,1,Learned,0,yes
10,1,5,q,0.7499804580002092,3,136,87,1,Learned,1,yes
10,1,6,p,2.208407999999963,3,78,77,1,Learned,0,yes
10,1,7,q,1.440650000000005,3,1,126,0,Novel,0,yes
10,1,8,p,2.326043208000101,1,10,93,0,Novel,1,yes
10,1,9,p,0.8739512080001077,2,4,38,0,Novel,1,yes
10,1,10,q,1.6982557080000331,3,13,2,0,Novel,0,yes
10,1,11,q,1.3129192090000288,3,87,143,1,Learned,1,yes
10,1,12,p,1.4638612500002637,3,12,27,0,Novel,1,yes
10,1,13,q,1.0252458750001097,3,77,49,1,Learned,1,yes
10,1,14,q,1.347998541999914,2,126,68,1,Learned,1,yes
10,1,15,q,0.8638951249999991,3,93,66,1,Learned,1,yes
10,1,16,p,1.342879875000108,1,114,59,0,Novel,1,yes
10,1,17,p,1.0739445419999356,3,22,61,0,Novel,1,yes
10,1,18,q,0.8305272499997045,3,38,151,1,Learned,1,yes
10,1,19,p,1.940511916000105,3,111,18,0,Novel,1,yes
10,1,20,q,0.8138107080003465,1,2,112,1,Learned,1,yes
10,1,21,p,1.0770554160003485,3,104,132,0,Novel,1,yes
10,1,22,q,0.93973379199997,2,143,147,1,Learned,1,yes
10,1,23,p,1.5233077079997202,1,9,64,0,Novel,1,yes
10,1,24,q,0.7122391249999964,2,27,75,1,Learned,1,yes
10,1,25,q,0.9428148340002735,1,49,90,1,Learned,1,yes
10,1,26,q,1.0290706249998038,3,68,113,1,Learned,1,yes
10,1,27,p,0.7774516670001503,2,21,141,0,Novel,1,yes
10,1,28,q,0.8054475419999108,1,66,47,1,Learned,1,yes
10,1,29,q,0.8045093750001797,1,59,71,1,Learned,1,yes
10,1,30,q,1.354157000000214,3,61,19,1,Learned,1,yes
10,1,31,q,2.447256667000147,3,151,100,1,Learned,1,yes
10,1,33,p,0.9198801249999632,3,17,136,0,Novel,1,yes
10,1,34,p,1.2626717090001875,3,14,78,0,Novel,1,yes
10,1,35,q,0.9936442079997504,3,112,87,1,Learned,1,yes
10,1,36,q,0.9406167089996416,3,132,77,1,Learned,1,yes
10,1,37,p,1.1577710830001706,3,28,126,0,Novel,1,yes
10,1,38,p,0.8420045410002786,2,115,93,0,Novel,1,yes
10,1,39,q,0.7534633750001376,1,147,38,1,Learned,1,yes
10,1,41,p,0.9287064589998408,2,7,143,0,Novel,1,yes
10,1,43,q,0.9204511249999996,1,90,49,1,Learned,1,yes
10,1,44,q,1.462238583999806,3,113,68,1,Learned,1,yes
10,1,46,p,1.0437722910000955,3,20,59,0,Novel,1,yes
