pid,block,trial,keypress,rt,ori,stim,fstim,fam,cond,acc,rt_OSF
16,1,28,p,2.4292409590016177,1,113,122,0,Novel,1,yes
16,1,29,p,1.3192767090004054,2,109,49,0,Novel,1,yes
16,1,31,q,0.839962750000268,1,91,145,1,Learned,1,yes
16,1,32,q,0.6925127920003433,1,77,95,1,Learned,1,yes
16,1,33,q,0.7506297500003711,3,76,80,1,Learned,1,yes
16,1,35,p,1.8915846250019968,2,14,20,0,Novel,1,yes
16,1,36,q,1.8802230840010452,3,2,50,0,Novel,0,yes
16,1,38,q,2.2494238750005024,1,52,111,1,Learned,1,yes
16,1,39,p,1.0811047499992128,3,12,151,0,Novel,1,yes
16,1,41,p,0.9578000420005992,3,110,21,0,Novel,1,yes
16,1,42,p,0.8609939579982893,2,18,91,0,Novel,1,yes
16,1,43,p,0.9205035840022902,2,114,77,0,Novel,1,yes
16,1,44,q,0.9766642499998852,2,126,76,1,Learned,1,yes
16,1,45,q,1.2254459579999093,1,143,98,1,Learned,1,yes
16,1,46,p,0.9269937909994042,1,10,52,0,Novel,1,yes
16,1,47,q,0.9021090419992106,1,116,126,1,Learned,1,yes
16,1,48,p,1.7757930840016345,1,29,143,0,Novel,1,yes
16,1,49,p,1.4106878339989637,3,71,116,1,Learned,0,yes
16,1,51,p,2.395691166002507,1,69,17,1,Learned,0,yes
16,1,52,p,1.729246750001039,1,32,69,1,Learned,0,yes
16,1,53,p,1.416885042002832,2,11,32,0,Novel,1,yes
16,1,54,q,1.317185416999564,1,140,140,1,Learned,1,yes
16,1,56,p,1.040847832999134,3,152,152,1,Learned,0,yes
16,1,57,q,0.8254248749981343,1,89,89,1,Learned,1,yes
16,1,59,q,0.942198124997958,1,49,49,1,Learned,1,yes
16,1,60,p,1.6253954169987992,1,43,43,1,Learned,0,yes
16,2,1,q,1.4157867079993594,3,52,145,1,Learned,1,yes
16,2,2,p,1.2609163750021253,1,41,95,0,Novel,1,yes
16,2,3,p,1.726314084000478,3,115,80,0,Novel,1,yes
16,2,4,p,2.1931632500018168,2,62,7,0,Novel,1,yes
16,2,5,p,1.1110875420017692,3,39,20,0,Novel,1,yes
16,2,6,q,0.8918029999986175,2,143,50,1,Learned,1,yes
16,2,7,q,0.8708431669983838,3,49,13,1,Learned,1,yes
16,2,8,p,1.026654208999389,1,119,111,0,Novel,1,yes
16,2,9,p,0.8972179169977608,2,21,151,1,Learned,0,yes
16,2,10,p,0.9299929169974348,2,51,72,0,Novel,1,yes
16,2,11,p,1.0979975839982217,3,38,21,0,Novel,1,yes
16,2,13,q,1.345755124999414,1,71,77,1,Learned,1,yes
16,2,14,q,0.9133844999996654,1,126,76,1,Learned,1,yes
16,2,15,p,1.4805260419998376,3,57,98,0,Novel,1,yes
16,2,16,p,1.5696900410002854,1,98,52,1,Learned,0,yes
16,2,17,q,2.2838105840019125,1,13,126,1,Learned,1,yes
16,2,18,p,1.9043312499998135,3,123,143,0,Novel,1,yes
16,2,20,q,2.2681664580013603,2,80,71,1,Learned,1,yes
16,2,21,q,1.29397033299756,2,116,17,1,Learned,1,yes
16,2,22,p,1.0883013749989914,2,89,69,1,Learned,0,yes
16,2,23,p,1.2148449160013115,1,61,32,0,Novel,1,yes
16,2,24,q,1.0592392079997808,2,152,140,1,Learned,1,yes
16,2,25,q,2.1120733749994542,3,60,120,0,Novel,0,yes
16,2,26,q,0.8284349590030615,3,77,152,1,Learned,1,yes
16,2,27,q,1.5794986670007347,1,76,89,1,Learned,1,yes
16,2,28,p,1.9428269999989425,3,128,122,0,Novel,1,yes
16,2,29,p,0.973836790999485,2,37,49,0,Novel,1,yes
16,2,30,p,1.7603664999987814,2,125,43,0,Novel,1,yes
16,2,31,p,1.3887628330012376,3,130,145,0,Novel,1,yes
16,2,32,q,0.7171644589980133,3,91,95,1,Learned,1,yes
16,2,33,p,0.9082479999997304,3,124,80,0,Novel,1,yes
16,2,34,p,1.4229669159976766,3,151,7,1,Learned,0,yes
16,2,35,p,1.2279188339998657,1,66,20,0,Novel,1,yes
16,2,36,p,0.797907625001244,1,72,50,1,Learned,0,yes
16,2,37,p,1.484161958000186,1,47,13,0,Novel,1,yes
16,2,39,p,0.9005684580006346,3,17,151,1,Learned,0,yes
16,2,40,p,1.0221769999989192,3,129,72,0,Novel,1,yes
16,2,43,q,1.0554594169989286,1,120,77,1,Learned,1,yes
16,2,44,p,0.8562670410028659,3,32,76,1,Learned,0,yes
16,2,47,q,1.511310957997921,2,140,126,1,Learned,1,yes
16,2,48,p,1.4204240840008424,3,53,143,0,Novel,1,yes
16,2,50,q,1.9819318330009992,1,95,71,1,Learned,1,yes
16,2,51,q,1.7099598330023582,2,69,17,1,Learned,1,yes
16,2,52,p,0.974286624998058,2,118,69,0,Novel,1,yes
16,2,53,q,1.608800333000545,2,20,32,1,Learned,1,yes
16,2,54,p,1.0660377919994062,2,117,140,0,Novel,1,yes
16,2,55,p,1.1779421659994114,3,45,120,0,Novel,1,yes
16,2,56,p,0.984200666000106,2,43,152,1,Learned,0,yes
16,2,57,p,0.8998632910006563,1,42,89,0,Novel,1,yes
16,2,59,p,0.9424254170007772,3,36,49,0,Novel,1,yes
16,2,60,p,0.8772487079986604,3,59,43,0,Novel,1,yes
16,3,1,p,1.1936110409988032,3,72,145,1,Learned,0,yes
16,3,2,p,1.881178166000609,1,134,95,0,Novel,1,yes
16,3,3,q,0.7959644590009702,2,71,80,1,Learned,1,yes
16,3,4,p,0.9775248330006434,1,142,7,0,Novel,1,yes
16,3,5,q,0.8397947500016016,3,116,20,1,Learned,1,yes
16,3,6,p,0.805072334002034,3,88,50,0,Novel,1,yes
16,3,8,p,2.178765500000736,2,151,111,1,Learned,0,yes
16,3,9,q,1.227471542002604,3,143,151,1,Learned,1,yes
16,3,10,p,0.8923999580001691,3,89,72,1,Learned,0,yes
16,3,11,p,1.1206883750019188,1,81,21,0,Novel,1,yes
16,3,12,p,1.2197406250015774,2,120,91,1,Learned,0,yes
16,3,13,p,1.0115598340016732,2,92,77,0,Novel,1,yes
16,3,14,p,1.2335645829989517,1,144,76,0,Novel,1,yes
16,3,15,q,1.546427707999101,2,145,98,1,Learned,1,yes
16,3,16,p,0.831469750002725,1,94,52,0,Novel,1,yes
16,3,17,q,0.9792387499983306,2,49,126,1,Learned,1,yes
16,3,18,p,2.4958953330024087,2,138,143,0,Novel,1,yes
16,3,20,p,0.9528102920012316,3,84,71,0,Novel,1,yes
16,3,22,q,1.2224732499998936,3,13,69,1,Learned,1,yes
16,3,23,p,0.8268549169988546,2,70,32,0,Novel,1,yes
16,3,24,p,1.6128568329986592,2,68,140,0,Novel,1,yes
16,3,25,q,1.56491641699904,3,95,120,1,Learned,1,yes
16,3,26,p,0.7778634579990467,3,83,152,0,Novel,1,yes
16,3,27,q,2.097805375000462,2,101,89,0,Novel,0,yes
16,3,28,p,1.464854207999451,2,122,122,1,Learned,0,yes
16,3,29,p,1.606983707999461,1,97,49,0,Novel,1,yes
16,3,31,q,2.2499475000004168,2,93,145,0,Novel,0,yes
16,3,32,p,1.0159181659983003,2,132,95,0,Novel,1,yes
16,3,34,q,1.993480750003073,1,152,7,1,Learned,1,yes
16,3,35,q,2.422151582999504,1,75,20,0,Novel,0,yes
16,3,36,p,0.8919352910015732,1,141,50,0,Novel,1,yes
16,3,37,p,1.4868865419994108,2,139,13,0,Novel,1,yes
16,3,38,q,2.2256543329967826,1,87,111,0,Novel,0,yes
16,3,40,q,1.8195699999996575,3,80,72,1,Learned,1,yes
16,3,41,q,0.9675347080010396,2,77,21,1,Learned,1,yes
16,3,42,p,1.2092248749977443,1,90,91,0,Novel,1,yes
16,3,43,p,1.3091374159994302,2,135,77,0,Novel,1,yes
16,3,44,p,1.0439059589989483,3,74,76,0,Novel,1,yes
16,3,45,p,1.081361749998905,2,79,98,0,Novel,1,yes
16,3,46,q,1.1969189579976955,2,52,52,1,Learned,1,yes
16,3,47,q,1.2031183340004643,3,98,126,1,Learned,1,yes
16,3,48,p,1.0139031250000698,3,73,143,0,Novel,1,yes
16,3,49,q,1.0341484590026084,3,140,116,1,Learned,1,yes
16,3,50,q,1.0332564580021426,3,111,71,1,Learned,1,yes
16,3,51,p,1.5826227920006204,3,43,17,1,Learned,0,yes
16,3,52,p,1.016524208996998,3,50,69,1,Learned,0,yes
16,3,53,p,0.8852652909990866,1,17,32,1,Learned,0,yes
16,3,54,p,1.129734666999866,1,7,140,1,Learned,0,yes
16,3,55,q,1.6013496659979864,2,32,120,1,Learned,1,yes
16,3,56,q,1.0763369999986026,1,20,152,1,Learned,1,yes
16,3,57,q,1.2179253750000498,3,126,89,1,Learned,1,yes
16,3,58,q,1.2184557500004305,2,76,122,1,Learned,1,yes
16,3,59,q,0.6563383750035428,2,91,49,1,Learned,1,yes
16,3,60,p,1.331387000001996,3,21,43,1,Learned,0,yes
17,1,1,q,1.088708957999188,3,98,98,1,Learned,1,yes
17,1,2,p,0.9086891249971814,2,118,43,0,Novel,1,yes
17,1,3,q,0.8626306660007685,1,13,49,0,Novel,0,yes
17,1,4,q,0.5104840410022007,3,43,33,1,Learned,1,yes
17,1,5,q,0.6851517079994665,3,12,100,0,Novel,0,yes
17,1,6,q,0.681437791998178,2,49,68,1,Learned,1,yes
17,1,7,q,0.6859845409999252,1,2,108,0,Novel,0,yes
17,1,8,p,0.6378206250010408,2,19,105,0,Novel,1,yes
17,1,9,q,0.47625212500133784,2,33,53,1,Learned,1,yes
17,1,10,q,0.6080487500003073,2,22,134,0,Novel,0,yes
17,1,11,q,0.6867214999983844,3,100,135,1,Learned,1,yes
17,1,12,p,0.6078424579973216,2,25,102,0,Novel,1,yes
17,1,13,q,0.8108822499998496,2,113,17,0,Novel,0,yes
17,1,14,q,0.7388907919994381,3,18,57,0,Novel,0,yes
17,1,15,q,0.7165953340008855,2,30,76,0,Novel,0,yes
17,1,16,p,0.6696612920022744,1,14,37,0,Novel,1,yes
17,1,17,q,0.598924291000003,3,115,101,0,Novel,0,yes
17,1,18,p,1.192428165999445,2,10,107,0,Novel,1,yes
17,1,19,p,0.6720270829973742,2,7,52,0,Novel,1,yes
17,1,20,q,0.6858207080003922,3,68,128,1,Learned,1,yes
17,1,21,p,0.7932614169985754,3,108,4,1,Learned,0,yes
17,1,22,q,0.7908318749978207,2,105,28,1,Learned,1,yes
17,1,23,p,1.2122190420013794,3,53,139,1,Learned,0,yes
17,1,24,p,1.9538334580029184,2,116,95,0,Novel,1,yes
17,1,25,p,1.0549677499984682,3,27,20,0,Novel,1,yes
17,1,26,q,0.7009926660030033,2,134,131,1,Learned,1,yes
17,1,27,p,1.2244446670010802,1,11,112,0,Novel,1,yes
17,1,28,p,0.8037934159983706,3,109,66,0,Novel,1,yes
17,1,29,q,1.0189222499975583,3,135,29,1,Learned,1,yes
17,1,30,p,1.1767017079982909,1,110,114,0,Novel,1,yes
17,1,31,q,0.7844642920026672,3,102,98,1,Learned,1,yes
17,1,32,q,1.0955919160005578,1,17,43,1,Learned,1,yes
17,1,33,q,0.6543414169973403,3,57,49,1,Learned,1,yes
17,1,35,p,0.7869489160002558,2,23,100,0,Novel,1,yes
17,1,36,q,1.033532583998749,2,76,68,1,Learned,1,yes
17,1,37,p,1.747425999998086,2,16,108,0,Novel,1,yes
17,1,38,q,1.7221908329993312,3,21,105,0,Novel,0,yes
17,1,39,q,2.4577272919996176,3,117,53,0,Novel,0,yes
17,1,40,p,0.674932041001739,1,37,134,1,Learned,0,yes
17,1,41,q,0.9672725420023198,2,101,135,1,Learned,1,yes
17,1,42,p,1.7099386250010866,3,107,102,1,Learned,0,yes
17,1,43,q,1.5134095840003283,2,52,17,1,Learned,1,yes
17,1,44,q,1.1776066249985888,2,111,57,0,Novel,0,yes
17,1,45,q,2.0492803330016613,3,128,76,1,Learned,1,yes
17,1,46,q,0.9096344589997898,1,4,37,1,Learned,1,yes
17,1,47,p,1.007925999998406,1,104,101,0,Novel,1,yes
17,1,48,p,1.7314298330020392,3,32,107,0,Novel,1,yes
17,1,49,p,1.1121839580009691,2,28,52,1,Learned,0,yes
17,1,50,q,1.6360357500016107,2,139,128,1,Learned,1,yes
17,1,52,q,1.248226292002073,1,26,28,0,Novel,0,yes
17,1,53,q,1.2124270419990353,3,20,139,1,Learned,1,yes
17,1,54,p,0.913615249999566,1,106,95,0,Novel,1,yes
17,1,55,p,1.1600172920007026,1,9,20,0,Novel,1,yes
17,1,56,p,1.0373967080013244,3,131,131,1,Learned,0,yes
17,1,57,p,0.729871291998279,1,112,112,1,Learned,0,yes
17,1,59,p,1.6493358750012703,2,29,29,1,Learned,0,yes
17,1,60,q,1.0286600409999664,2,114,114,1,Learned,1,yes
17,2,1,q,1.697533916001703,3,70,98,0,Novel,0,yes
17,2,2,q,1.355760416998237,2,112,43,1,Learned,1,yes
17,2,3,q,0.611640625000291,1,134,49,1,Learned,1,yes
17,2,4,p,1.654669167000975,1,126,33,0,Novel,1,yes
17,2,5,q,0.6341705000013462,1,139,100,1,Learned,1,yes
17,2,6,q,0.8999662089991034,3,69,68,0,Novel,0,yes
17,2,7,p,1.6361321670010511,1,38,108,0,Novel,1,yes
17,2,9,p,1.9841517499990005,1,129,53,0,Novel,1,yes
17,2,10,q,0.6775383329986653,1,114,134,1,Learned,1,yes
17,2,12,q,0.7028284170010011,1,107,102,1,Learned,1,yes
17,2,13,q,1.3969601669996337,3,101,17,1,Learned,1,yes
17,2,14,p,0.9760454589995788,3,45,57,0,Novel,1,yes
17,2,15,p,2.4500900419989193,1,56,76,0,Novel,1,yes
17,2,16,q,0.9162001670010796,2,36,37,0,Novel,0,yes
17,2,19,q,1.766665125000145,2,57,52,1,Learned,1,yes
17,2,20,p,1.4824432499990507,1,128,128,1,Learned,0,yes
17,2,22,p,1.3481427080005233,1,125,28,0,Novel,1,yes
17,2,23,q,1.31705941600012,3,47,139,0,Novel,0,yes
17,2,24,p,0.8486484159984684,3,95,95,1,Learned,0,yes
17,2,26,q,0.7714584159984952,3,4,131,1,Learned,1,yes
17,2,27,p,1.0049832920012705,2,51,112,0,Novel,1,yes
17,2,28,p,1.331170583998755,3,132,66,0,Novel,1,yes
17,2,29,q,1.1474587499978952,3,49,29,1,Learned,1,yes
17,2,30,q,1.367715374999534,2,53,114,1,Learned,1,yes
17,2,31,p,0.6654005409982346,1,61,98,0,Novel,1,yes
17,2,32,q,1.083428208999976,2,68,43,1,Learned,1,yes
17,2,34,q,1.2886659579999105,1,100,33,1,Learned,1,yes
17,2,35,p,1.138946875002148,1,20,100,1,Learned,0,yes
17,2,36,p,1.743671665997681,2,131,68,1,Learned,0,yes
17,2,37,p,1.4171199580014218,3,39,108,0,Novel,1,yes
17,2,38,q,0.9949605839974538,2,123,105,0,Novel,0,yes
17,2,39,p,0.9815326250027284,1,28,53,1,Learned,0,yes
17,2,40,p,1.4409333750008957,1,71,134,0,Novel,1,yes
17,2,41,q,1.061969375001354,1,135,135,1,Learned,1,yes
17,2,42,q,0.9508056249978836,2,17,102,1,Learned,1,yes
17,2,43,p,1.5324798750007176,3,66,17,1,Learned,0,yes
17,2,44,q,2.3783267910002905,1,43,57,1,Learned,1,yes
17,2,45,p,1.407656916999258,2,60,76,0,Novel,1,yes
17,2,46,p,1.9590788329987845,2,37,37,1,Learned,0,yes
17,2,47,p,1.0829499999999823,1,122,101,0,Novel,1,yes
17,2,49,p,0.8697682919992076,2,130,52,0,Novel,1,yes
17,2,50,p,1.4840344580006786,3,62,128,0,Novel,1,yes
17,2,51,p,1.2555302920009126,2,98,4,1,Learned,0,yes
17,2,52,p,1.2550870419981948,2,108,28,1,Learned,0,yes
17,2,53,p,1.840573499997845,3,105,139,1,Learned,0,yes
17,2,54,p,1.1394441250013188,2,42,95,0,Novel,1,yes
17,2,55,q,0.7814140840018808,2,102,20,1,Learned,1,yes
17,2,56,p,1.5429331669984094,1,41,131,0,Novel,1,yes
17,2,57,p,0.8474954169978446,1,44,112,0,Novel,1,yes
17,2,58,p,1.170983708001586,1,64,66,0,Novel,1,yes
17,2,59,p,0.9839252079982544,2,59,29,0,Novel,1,yes
17,2,60,p,1.4526908340012596,1,67,114,0,Novel,1,yes
17,3,1,p,2.489019708998967,1,108,98,1,Learned,0,yes
17,3,2,p,0.9769885000023352,1,138,43,0,Novel,1,yes
17,3,3,p,1.0090228329972888,2,91,49,0,Novel,1,yes
17,3,5,p,1.60708537499886,2,43,100,1,Learned,0,yes
17,3,6,q,0.9818492500016872,2,4,68,1,Learned,1,yes
17,3,7,q,0.6742654159970698,2,107,108,1,Learned,1,yes
17,3,8,p,1.278206915998453,3,33,105,1,Learned,0,yes
17,3,10,p,0.7488193329991191,3,143,134,0,Novel,1,yes
17,3,11,q,1.5773827090015402,3,80,135,0,Novel,0,yes
17,3,12,q,2.3845392920011363,3,29,102,1,Learned,1,yes
17,3,13,p,1.3336125829991945,3,76,17,1,Learned,0,yes
17,3,14,q,1.1562318329997652,1,105,57,1,Learned,1,yes
17,3,15,p,0.7300727919973724,2,77,76,0,Novel,1,yes
17,3,16,q,2.0954525410015776,2,78,37,0,Novel,0,yes
17,3,17,p,0.7560682090006594,2,100,101,1,Learned,0,yes
17,3,18,q,1.5952605830025277,3,17,107,1,Learned,1,yes
17,3,19,q,0.7788372499999241,2,20,52,1,Learned,1,yes
17,3,20,q,1.0322707919985987,1,146,128,0,Novel,0,yes
17,3,21,p,0.6349488330015447,1,93,4,0,Novel,1,yes
17,3,22,p,0.6875000410000212,1,87,28,0,Novel,1,yes
17,3,23,p,0.8899729160002607,3,141,139,0,Novel,1,yes
17,3,24,p,0.9482975419996365,2,144,95,0,Novel,1,yes
17,3,25,q,0.8459080419997917,3,134,20,1,Learned,1,yes
17,3,26,q,1.2958471669990104,1,136,131,0,Novel,0,yes
17,3,27,p,0.7196680000015476,2,140,112,0,Novel,1,yes
17,3,28,q,1.000732959000743,2,135,66,1,Learned,1,yes
17,3,29,p,1.3447007499999015,2,66,29,1,Learned,0,yes
17,3,30,p,0.851681791998999,1,74,114,0,Novel,1,yes
17,3,31,p,1.3183845419989666,3,147,98,0,Novel,1,yes
17,3,32,q,0.7276547080000455,1,101,43,1,Learned,1,yes
17,3,33,p,1.521883000001253,1,81,49,0,Novel,1,yes
17,3,34,q,1.3257288749991858,3,88,33,0,Novel,0,yes
17,3,35,q,0.6997379169988562,2,128,100,1,Learned,1,yes
17,3,36,p,0.8703253339990624,1,145,68,0,Novel,1,yes
17,3,37,p,0.7830207080005493,3,92,108,0,Novel,1,yes
17,3,38,p,0.7924990000028629,1,89,105,0,Novel,1,yes
17,3,39,p,0.6565014580010029,1,84,53,0,Novel,1,yes
17,3,40,q,0.6674464579991763,1,57,134,1,Learned,1,yes
17,3,41,q,0.8202820000005886,1,49,135,1,Learned,1,yes
17,3,42,p,1.3982296670001233,3,73,102,0,Novel,1,yes
17,3,43,p,0.6369271249968733,1,72,17,0,Novel,1,yes
17,3,44,p,0.7956558749974647,3,90,57,0,Novel,1,yes
17,3,45,p,0.5899994999999763,2,83,76,0,Novel,1,yes
17,3,46,p,1.815291041999444,2,75,37,0,Novel,1,yes
17,3,47,q,0.6943617079996329,3,139,101,1,Learned,1,yes
17,3,48,p,1.1321277499991993,3,79,107,0,Novel,1,yes
17,3,49,q,0.8626091670012102,1,82,52,0,Novel,0,yes
17,3,50,p,0.9588805419989512,3,28,128,1,Learned,0,yes
17,3,51,q,2.0763569160008046,1,95,4,1,Learned,1,yes
17,3,52,q,0.8385209170010057,1,68,28,1,Learned,1,yes
17,3,53,p,1.1491214160014351,1,131,139,1,Learned,0,yes
17,3,54,p,1.2631982079983572,2,142,95,0,Novel,1,yes
17,3,55,p,0.887029249999614,3,37,20,1,Learned,0,yes
17,3,56,p,2.4742072500012,1,52,131,1,Learned,0,yes
17,3,57,p,1.1894481669987726,3,114,112,1,Learned,0,yes
17,3,58,p,0.7363610419997713,3,112,66,1,Learned,0,yes
17,3,59,q,1.2009763749993,1,102,29,1,Learned,1,yes
17,3,60,q,1.3264031670005352,1,53,114,1,Learned,1,yes
18,1,1,q,1.5177140830001008,3,42,42,1,Learned,1,yes
18,1,2,p,0.7443988750001154,1,49,49,1,Learned,0,yes
18,1,3,q,1.060253499999817,1,47,47,1,Learned,1,yes
18,1,4,q,1.2137411250005243,2,136,136,1,Learned,1,yes
18,1,5,p,2.26918787500108,2,11,21,0,Novel,1,yes
18,1,6,p,2.1369573329993727,2,21,12,1,Learned,0,yes
18,1,7,p,2.1418831249993673,2,14,124,0,Novel,1,yes
18,1,8,p,1.2154515830006858,1,27,29,0,Novel,1,yes
18,1,9,p,1.2136138750011014,1,114,52,0,Novel,1,yes
18,1,10,q,1.1987044170000445,2,12,72,1,Learned,1,yes
18,1,11,q,0.7277553749991057,1,124,130,1,Learned,1,yes
18,1,12,q,1.149599375001344,3,29,57,1,Learned,1,yes
18,1,13,p,1.829720207999344,2,30,32,0,Novel,1,yes
18,1,14,p,1.322573082999952,2,7,62,0,Novel,1,yes
18,1,15,q,1.4613314169982914,3,107,69,0,Novel,0,yes
18,1,16,q,0.9805789170004572,1,52,43,1,Learned,1,yes
18,1,18,p,2.2773117079996155,2,108,75,0,Novel,1,yes
18,1,19,p,1.1818013329993846,2,130,126,1,Learned,0,yes
18,1,20,p,1.3603218339994785,2,104,83,0,Novel,1,yes
18,1,21,q,1.1603862079991814,1,57,146,1,Learned,1,yes
18,1,22,p,1.8130130839999763,2,106,148,0,Novel,1,yes
18,1,23,p,1.149219875000199,2,32,4,1,Learned,0,yes
18,1,24,q,1.4112905410001986,3,1,150,0,Novel,0,yes
18,1,25,q,1.203327833000003,1,62,101,1,Learned,1,yes
18,1,26,q,1.2600243750002846,1,69,90,1,Learned,1,yes
18,1,27,q,0.9187048749990936,1,43,138,1,Learned,1,yes
18,1,28,q,1.4347551250011747,3,26,28,0,Novel,0,yes
18,1,29,p,0.90090224999949,3,19,112,0,Novel,1,yes
18,1,30,q,1.22835304200089,3,25,123,1,Learned,1,yes
18,1,31,q,1.0097415000000185,3,10,42,0,Novel,0,yes
18,1,32,p,1.4685881249988595,2,22,49,0,Novel,1,yes
18,1,34,q,0.7981614590007666,3,20,136,0,Novel,0,yes
18,1,36,q,0.8851945419992262,3,126,12,1,Learned,1,yes
18,1,37,p,1.849197457999253,1,2,124,0,Novel,1,yes
18,1,38,p,1.349202249999507,3,17,29,0,Novel,1,yes
18,1,39,q,1.1886576669985516,3,83,52,1,Learned,1,yes
18,1,40,p,1.4973731249992852,3,146,72,1,Learned,0,yes
18,1,41,q,0.868939040999976,1,148,130,1,Learned,1,yes
18,1,42,q,0.9202384170002916,2,4,57,1,Learned,1,yes
18,1,44,q,1.92276504199981,2,110,62,0,Novel,0,yes
18,1,45,q,1.1120946670016565,2,105,69,0,Novel,0,yes
18,1,46,q,1.9665312500001164,3,150,43,1,Learned,1,yes
18,1,47,q,1.0730516250005169,3,101,25,1,Learned,1,yes
18,1,48,p,1.3648045840000125,3,90,75,1,Learned,0,yes
18,1,49,p,0.906754625000758,3,138,126,1,Learned,0,yes
18,1,50,p,1.8237988330001824,2,113,83,0,Novel,1,yes
18,1,51,p,1.1001398749995133,3,23,146,0,Novel,1,yes
18,1,52,p,1.346581249999872,2,13,148,0,Novel,1,yes
18,1,53,q,1.1458384999987177,1,28,4,1,Learned,1,yes
18,1,54,q,0.8471028749991092,3,111,150,0,Novel,0,yes
18,1,55,p,1.765225957999064,3,112,101,1,Learned,0,yes
18,1,56,q,1.562963917000161,2,123,90,1,Learned,1,yes
18,1,57,p,1.2642249170003197,1,109,138,0,Novel,1,yes
18,1,58,p,0.9896287499996106,1,36,28,0,Novel,1,yes
18,1,59,p,0.7883549590005714,3,33,112,0,Novel,1,yes
18,1,60,p,1.0306373749990598,3,18,123,0,Novel,1,yes
18,2,1,p,1.1838200420006617,3,129,42,0,Novel,1,yes
18,2,2,p,0.8985817499997211,2,39,49,0,Novel,1,yes
18,2,3,p,0.8626619589995244,1,125,47,0,Novel,1,yes
18,2,4,q,0.8974622909991012,2,49,136,1,Learned,1,yes
18,2,5,q,1.17297950000102,2,138,21,1,Learned,1,yes
18,2,6,q,0.915272583000842,2,57,12,1,Learned,1,yes
18,2,7,p,1.2419239999999263,3,71,124,0,Novel,1,yes
18,2,8,p,0.9801840830004948,3,47,29,1,Learned,0,yes
18,2,9,p,1.24167587500051,1,130,52,1,Learned,0,yes
18,2,10,q,1.0758468749991152,2,90,72,1,Learned,1,yes
18,2,11,p,1.3258745840012125,1,45,130,0,Novel,1,yes
18,2,12,q,1.1427287090009486,1,75,57,1,Learned,1,yes
18,2,13,q,1.417335959000411,1,120,32,0,Novel,0,yes
18,2,14,p,0.9699934580003172,3,41,62,0,Novel,1,yes
18,2,15,p,0.8875792500002717,1,21,69,1,Learned,0,yes
18,2,16,p,1.189728291999927,1,117,43,0,Novel,1,yes
18,2,17,q,1.027046707999034,1,12,25,1,Learned,1,yes
18,2,18,p,1.5510899579985562,1,115,75,0,Novel,1,yes
18,2,19,q,1.0703751250002824,3,56,126,0,Novel,0,yes
18,2,20,q,0.9503491670002404,3,60,83,0,Novel,0,yes
18,2,21,p,1.874311707999368,1,83,146,1,Learned,0,yes
18,2,22,p,2.2550601250004547,3,68,148,0,Novel,1,yes
18,2,23,p,2.1924807079994935,3,52,4,1,Learned,0,yes
18,2,24,p,0.9151632499997504,3,28,150,1,Learned,0,yes
18,2,25,p,1.2091552910005705,2,66,101,0,Novel,1,yes
18,2,26,p,0.825908459000857,1,123,90,1,Learned,0,yes
18,2,27,q,1.8420917090006697,1,29,138,1,Learned,1,yes
18,2,28,p,2.3578467499992257,2,150,28,1,Learned,0,yes
18,2,29,p,1.486550083000111,3,119,112,0,Novel,1,yes
18,2,30,p,0.9984393750000892,2,44,123,0,Novel,1,yes
18,2,31,p,1.3584982920001494,1,146,42,1,Learned,0,yes
18,2,32,q,1.1243382079992443,3,122,49,0,Novel,0,yes
18,2,33,q,1.313963041999159,1,25,47,1,Learned,1,yes
18,2,34,p,1.2583735410007648,3,32,136,1,Learned,0,yes
18,2,35,p,0.8179555839997192,3,53,21,0,Novel,1,yes
18,2,36,p,2.2024837079989084,1,72,12,1,Learned,0,yes
18,2,37,q,1.0041870419991028,1,136,124,1,Learned,1,yes
18,2,38,p,1.2416814580010396,2,101,29,1,Learned,0,yes
18,2,39,p,1.475962291000542,1,42,52,1,Learned,0,yes
18,2,40,q,2.202423082999303,2,69,72,1,Learned,1,yes
18,2,41,q,1.0374376660001872,3,50,130,0,Novel,0,yes
18,2,42,p,1.840342708001117,2,43,57,1,Learned,0,yes
18,2,43,p,1.1450302500015823,1,128,32,0,Novel,1,yes
18,2,44,p,1.1850345830007427,1,67,62,0,Novel,1,yes
18,2,46,p,1.7796217079994676,2,118,43,0,Novel,1,yes
18,2,47,p,0.5078545830001531,1,38,25,0,Novel,1,yes
18,2,48,p,0.5134525829998893,2,112,75,1,Learned,0,yes
18,2,49,p,0.21122804200058456,1,4,126,1,Learned,0,yes
18,2,50,p,0.7230973340010678,2,51,83,0,Novel,1,yes
18,2,51,p,1.058013416999529,2,116,146,0,Novel,1,yes
18,2,52,p,0.9321847920000436,3,59,148,0,Novel,1,yes
18,2,53,p,0.5379014170011942,3,37,4,0,Novel,1,yes
18,2,55,p,1.259818374999668,3,61,101,0,Novel,1,yes
18,2,56,q,1.1578166660001443,2,64,90,0,Novel,0,yes
18,2,57,q,0.9827839579993451,2,124,138,1,Learned,1,yes
18,2,58,p,1.2488466249997143,3,70,28,0,Novel,1,yes
18,2,59,q,2.078265125001053,2,62,112,1,Learned,1,yes
18,2,60,q,0.9806710419998126,3,148,123,1,Learned,1,yes
18,3,1,p,1.2410465000011754,3,97,42,0,Novel,1,yes
