pid,block,trial,keypress,rt,ori,stim,fam,cond,acc
4,2,31,q,0.8341717080002127,2,1,1,Famous,1
4,2,33,q,0.7665261660004035,1,111,0,New,0
4,2,34,p,0.8600323749997187,2,26,1,Famous,0
4,2,36,q,0.8597684580017813,3,19,1,Famous,1
4,2,39,q,0.8293876659990929,3,49,0,New,0
4,2,42,q,0.7839457080008287,1,24,1,Famous,1
4,2,43,q,0.7351783750018512,3,70,0,New,0
4,2,47,q,0.8616451669986418,1,12,1,Famous,1
4,2,50,q,0.7792932500015013,1,14,1,Famous,1
4,2,52,q,0.8453683750012715,1,47,1,Famous,1
4,2,54,q,0.7367222079992644,1,10,0,New,0
4,2,55,q,0.8344075839995639,3,130,0,New,0
4,2,57,q,0.5726925419985491,3,90,0,New,0
4,2,59,q,0.6877637090001372,2,147,0,New,0
4,3,2,q,0.8399558329983847,1,1,1,Famous,1
4,3,4,q,0.8167966250002792,3,47,1,Famous,1
4,3,6,p,0.8389876250002999,2,152,0,New,1
4,3,10,q,0.8547789580006793,2,46,1,Famous,1
4,3,12,p,0.7831624589998682,1,37,0,New,1
4,3,13,q,0.8652062080000178,2,42,1,Famous,1
4,3,15,q,0.8230626669974299,1,79,0,New,0
4,3,18,p,0.7895892080014164,1,45,0,New,1
4,3,20,q,0.7857622919982532,2,14,1,Famous,1
4,3,22,p,0.7745899580004334,2,26,0,New,1
4,3,24,q,0.6991072080018057,3,3,1,Famous,1
4,3,25,q,0.8284681250006543,3,11,0,New,0
4,3,28,q,0.6579192079989298,1,33,0,New,0
4,3,29,q,0.842656500000885,3,142,0,New,0
4,3,30,p,0.8300291250016016,2,35,1,Famous,0
4,3,31,q,0.8706236250000075,1,57,1,Famous,1
4,3,32,q,0.8341278330008208,3,143,0,New,0
4,3,33,q,0.786422749999474,3,17,1,Famous,1
4,3,34,q,0.838911916998768,3,144,0,New,0
4,3,35,q,0.7733245840026939,3,4,1,Famous,1
4,3,37,p,0.8384586659994966,2,136,0,New,1
4,3,39,q,0.6844374159991276,1,126,0,New,0
4,3,41,q,0.626662041999225,2,32,0,New,0
4,3,42,q,0.8272272499998508,3,23,1,Famous,1
4,3,43,p,0.7544087080023019,1,92,0,New,1
4,3,44,q,0.7746787089999998,2,5,1,Famous,1
4,3,45,q,0.783968375002587,3,12,1,Famous,1
4,3,46,q,0.6377346249973925,1,59,0,New,0
4,3,48,q,0.6844819170000846,1,2,1,Famous,1
4,3,50,q,0.7030422080024437,3,44,1,Famous,1
4,3,51,q,0.7794242920026591,2,45,1,Famous,1
4,3,52,q,0.7821552499990503,1,80,0,New,0
4,3,55,p,0.7765769159996125,1,58,1,Famous,0
4,3,56,q,0.7344530000009399,1,41,0,New,0
4,3,58,q,0.6239817089990538,2,25,0,New,0
4,3,59,p,0.5734942919989408,3,89,0,New,1
4,3,60,q,0.7587540419990546,3,124,0,New,0
