8,10,8,Brad Pitt
39,10,10,Scarlett Johansson
19,10,6,Nicolas Cage
20,10,6,Matt Damon
52,10,10,Emma Watson
23,10,6,Ryan Gosling
35,10,7,Adele
2,10,2,George W.Bush
60,10,9,Anya Taylor-Joy
41,10,7,Ariana Grande
43,0,6,Maria Sharapova
59,10,6,Michelle Obama
1,10,4,Leonardo Di Caprio
47,10,2,Hillary Clinton
48,10,5,Jennifer Lawrence
17,10,6,Hugh Jackman
45,10,5,Jennifer Aniston
9,10,5,Bradley Cooper
4,10,3,Cristiano Ronaldo
13,10,7,Denzel Washighton
12,10,4,Daniel Radcliffe
33,10,8,Simone Biles
26,10,6,George Clooney
11,8,5,Chris Evans
29,10,3,Tom Holland
6,10,6,Arnold Schwarzeneger
3,10,5,Roger Federer
32,10,7,Anne Hathaway
22,10,8,Lebron James
57,9,6,Serena Williams
18,10,5,Jason Statham
16,9,6,Ewan McGregor
27,10,6,Keanu Reeves
50,10,5,Millie Bobby Brown
7,10,4,Ben Affleck
5,10,4,Lionel Messi
37,10,9,Natalie Portman
56,10,5,Reese Witherspoon
31,10,5,Sandra Bullock
46,10,7,Emma Stone
42,10,5,Greta Thunberg
28,10,5,Dwayne Johnson
53,10,7,Keira Knightley
21,9,5,Henri Canvill
40,10,4,Gal Gadot
24,9,5,Ryan Reynolds
15,10,4,Harrison Ford
54,10,5,Julia Roberts
38,10,4,Taylor Swift
49,10,6,Olivia Rodrigo
30,10,3,Tom Cruise
55,10,4,Charlize Theron
36,10,5,Lady Gaga
14,10,5,Daniel Craig
58,10,5,Nicole Kidman
10,9,5,Bruce Willis
34,10,7,Angelina Jolie
44,7,5,Cate Blanchett
25,10,5,Robert De Niro
51,10,10,Margot Robbie
