pid,block,cond,keypress,rt,acc,missed_trial
58b7d3b5f6546e0001ed7233,1,familiar,q,0.9296,1,no
58b7d3b5f6546e0001ed7233,2,novel,p,0.5766,1,no
58b7d3b5f6546e0001ed7233,2,familiar,q,0.513,1,no
58b7d3b5f6546e0001ed7233,2,familiar,p,0.6852,0,no
58b7d3b5f6546e0001ed7233,2,familiar,p,0.951,0,no
58b7d3b5f6546e0001ed7233,2,familiar,q,0.6406,1,no
58b7d3b5f6546e0001ed7233,2,familiar,q,0.6184,1,no
58b7d3b5f6546e0001ed7233,2,familiar,q,0.5939,1,no
58b7d3b5f6546e0001ed7233,2,familiar,q,0.594,1,no
58b7d3b5f6546e0001ed7233,2,familiar,q,0.712,1,no
58b7d3b5f6546e0001ed7233,2,novel,p,0.6136,1,no
58b7d3b5f6546e0001ed7233,2,familiar,p,0.6594,0,no
58b7d3b5f6546e0001ed7233,2,novel,p,0.6739,1,no
58b7d3b5f6546e0001ed7233,2,novel,p,0.6269,1,no
58b7d3b5f6546e0001ed7233,2,familiar,p,0.8847,0,no
58b7d3b5f6546e0001ed7233,2,novel,p,0.7099,1,no
58b7d3b5f6546e0001ed7233,2,novel,p,0.861,1,no
58b7d3b5f6546e0001ed7233,2,familiar,q,0.6769,1,no
58b7d3b5f6546e0001ed7233,2,novel,p,0.5758,1,no
58b7d3b5f6546e0001ed7233,2,familiar,p,0.9891,0,no
58b7d3b5f6546e0001ed7233,2,familiar,q,0.635,1,no
58b7d3b5f6546e0001ed7233,2,familiar,q,0.5804,1,no
58b7d3b5f6546e0001ed7233,2,familiar,p,0.8398,0,no
58b7d3b5f6546e0001ed7233,2,familiar,q,0.7608,1,no
58b7d3b5f6546e0001ed7233,2,novel,p,0.5962,1,no
58b7d3b5f6546e0001ed7233,2,novel,p,0.6747,1,no
58b7d3b5f6546e0001ed7233,2,familiar,q,0.8772,1,no
58b7d3b5f6546e0001ed7233,2,novel,p,0.5061,1,no
58b7d3b5f6546e0001ed7233,2,novel,p,0.5409,1,no
58b7d3b5f6546e0001ed7233,2,familiar,p,0.567,0,no
58b7d3b5f6546e0001ed7233,2,novel,p,0.5301,1,no
58b7d3b5f6546e0001ed7233,2,novel,p,0.7241,1,no
58b7d3b5f6546e0001ed7233,2,familiar,q,0.761,1,no
58b7d3b5f6546e0001ed7233,2,novel,p,0.6296,1,no
58b7d3b5f6546e0001ed7233,2,familiar,q,0.6068,1,no
58b7d3b5f6546e0001ed7233,2,familiar,q,0.6934,1,no
58b7d3b5f6546e0001ed7233,2,novel,p,0.5441,1,no
58b7d3b5f6546e0001ed7233,2,novel,q,0.5836,0,no
58b7d3b5f6546e0001ed7233,2,novel,p,0.766,1,no
58b7d3b5f6546e0001ed7233,2,novel,p,0.595,1,no
58b7d3b5f6546e0001ed7233,2,familiar,q,0.5739,1,no
58b7d3b5f6546e0001ed7233,2,familiar,p,0.6405,0,no
58b7d3b5f6546e0001ed7233,2,novel,p,0.7056,1,no
58b7d3b5f6546e0001ed7233,2,novel,p,0.6127,1,no
58b7d3b5f6546e0001ed7233,2,familiar,p,0.5862,0,no
58b7d3b5f6546e0001ed7233,2,novel,p,0.6502,1,no
58b7d3b5f6546e0001ed7233,2,novel,p,0.488,1,no
58b7d3b5f6546e0001ed7233,2,novel,p,0.7032,1,no
58b7d3b5f6546e0001ed7233,2,novel,p,0.5415,1,no
58b7d3b5f6546e0001ed7233,2,familiar,q,0.5761,1,no
58b7d3b5f6546e0001ed7233,2,familiar,q,0.5728,1,no
58b7d3b5f6546e0001ed7233,2,familiar,q,0.4894,1,no
58b7d3b5f6546e0001ed7233,2,familiar,p,0.57,0,no
58b7d3b5f6546e0001ed7233,2,novel,p,0.5353,1,no
58b7d3b5f6546e0001ed7233,2,novel,p,0.498,1,no
58b7d3b5f6546e0001ed7233,2,novel,p,0.548,1,no
58b7d3b5f6546e0001ed7233,2,novel,q,0.608,0,no
58b7d3b5f6546e0001ed7233,2,novel,p,0.5684,1,no
58b7d3b5f6546e0001ed7233,2,familiar,p,0.4704,0,no
58b7d3b5f6546e0001ed7233,2,novel,p,0.6435,1,no
58b7d3b5f6546e0001ed7233,3,novel,p,0.5573,1,no
58b7d3b5f6546e0001ed7233,3,novel,p,0.5287,1,no
58b7d3b5f6546e0001ed7233,3,familiar,q,0.7153,1,no
58b7d3b5f6546e0001ed7233,3,familiar,p,0.579,0,no
58b7d3b5f6546e0001ed7233,3,familiar,p,0.732,0,no
58b7d3b5f6546e0001ed7233,3,familiar,q,0.7298,1,no
58b7d3b5f6546e0001ed7233,3,familiar,q,0.5658,1,no
58b7d3b5f6546e0001ed7233,3,novel,p,0.5911,1,no
58b7d3b5f6546e0001ed7233,3,novel,p,0.628,1,no
58b7d3b5f6546e0001ed7233,3,familiar,q,0.7101,1,no
58b7d3b5f6546e0001ed7233,3,familiar,q,0.5153,1,no
58b7d3b5f6546e0001ed7233,3,novel,p,0.7399,1,no
58b7d3b5f6546e0001ed7233,3,novel,p,0.4757,1,no
58b7d3b5f6546e0001ed7233,3,novel,p,0.4775,1,no
58b7d3b5f6546e0001ed7233,3,novel,p,0.6132,1,no
58b7d3b5f6546e0001ed7233,3,familiar,p,0.6985,0,no
58b7d3b5f6546e0001ed7233,3,familiar,q,0.4582,1,no
58b7d3b5f6546e0001ed7233,3,familiar,q,0.7913,1,no
58b7d3b5f6546e0001ed7233,3,novel,p,0.5465,1,no
58b7d3b5f6546e0001ed7233,3,novel,p,0.5469,1,no
58b7d3b5f6546e0001ed7233,3,novel,p,0.466,1,no
58b7d3b5f6546e0001ed7233,3,novel,p,0.6369,1,no
58b7d3b5f6546e0001ed7233,3,familiar,q,0.653,1,no
58b7d3b5f6546e0001ed7233,3,novel,p,0.522,1,no
58b7d3b5f6546e0001ed7233,3,novel,p,0.6168,1,no
58b7d3b5f6546e0001ed7233,3,familiar,q,0.6249,1,no
58b7d3b5f6546e0001ed7233,3,novel,p,0.7107,1,no
58b7d3b5f6546e0001ed7233,3,novel,p,0.4538,1,no
58b7d3b5f6546e0001ed7233,3,familiar,q,0.6739,1,no
58b7d3b5f6546e0001ed7233,3,novel,p,0.6426,1,no
58b7d3b5f6546e0001ed7233,3,familiar,p,0.5401,0,no
58b7d3b5f6546e0001ed7233,3,familiar,p,0.8798,0,no
58b7d3b5f6546e0001ed7233,3,novel,p,0.5602,1,no
58b7d3b5f6546e0001ed7233,3,familiar,q,0.6747,1,no
58b7d3b5f6546e0001ed7233,3,familiar,q,0.5729,1,no
58b7d3b5f6546e0001ed7233,3,novel,p,0.6793,1,no
58b7d3b5f6546e0001ed7233,3,novel,p,0.5796,1,no
58b7d3b5f6546e0001ed7233,3,novel,p,0.6995,1,no
58b7d3b5f6546e0001ed7233,3,familiar,q,0.6327,1,no
58b7d3b5f6546e0001ed7233,3,novel,p,0.5857,1,no
58b7d3b5f6546e0001ed7233,3,novel,p,0.5746,1,no
58b7d3b5f6546e0001ed7233,3,familiar,q,0.6906,1,no
58b7d3b5f6546e0001ed7233,3,novel,p,0.6443,1,no
58b7d3b5f6546e0001ed7233,3,familiar,q,0.5112,1,no
58b7d3b5f6546e0001ed7233,3,familiar,q,0.6059,1,no
58b7d3b5f6546e0001ed7233,3,familiar,q,0.5154,1,no
58b7d3b5f6546e0001ed7233,3,familiar,p,0.6807,0,no
58b7d3b5f6546e0001ed7233,3,novel,p,0.5903,1,no
58b7d3b5f6546e0001ed7233,3,novel,p,0.5691,1,no
58b7d3b5f6546e0001ed7233,3,familiar,p,0.5006,0,no
58b7d3b5f6546e0001ed7233,3,familiar,q,0.7825,1,no
58b7d3b5f6546e0001ed7233,3,familiar,p,0.6487,0,no
58b7d3b5f6546e0001ed7233,3,familiar,q,0.9142,1,no
58b7d3b5f6546e0001ed7233,3,familiar,q,0.6249,1,no
58b7d3b5f6546e0001ed7233,3,familiar,p,0.6576,0,no
58b7d3b5f6546e0001ed7233,3,novel,p,0.6937,1,no
58b7d3b5f6546e0001ed7233,3,novel,p,0.7108,1,no
58b7d3b5f6546e0001ed7233,3,novel,p,0.5868,1,no
58b7d3b5f6546e0001ed7233,3,familiar,q,0.9149,1,no
58b7d3b5f6546e0001ed7233,3,novel,p,0.6504,1,no
67334911eb1de6dd02fc126a,1,familiar,p,0.79,0,no
67334911eb1de6dd02fc126a,1,novel,p,0.7034,1,no
67334911eb1de6dd02fc126a,1,novel,p,0.6555,1,no
67334911eb1de6dd02fc126a,1,familiar,q,0.6912,1,no
67334911eb1de6dd02fc126a,1,novel,p,0.6774,1,no
67334911eb1de6dd02fc126a,1,familiar,q,0.7242,1,no
67334911eb1de6dd02fc126a,1,novel,p,0.6674,1,no
67334911eb1de6dd02fc126a,1,novel,p,0.5682,1,no
67334911eb1de6dd02fc126a,1,familiar,p,0.7895,0,no
67334911eb1de6dd02fc126a,1,novel,p,0.6537,1,no
67334911eb1de6dd02fc126a,1,familiar,q,0.5976,1,no
67334911eb1de6dd02fc126a,1,familiar,q,0.7522,1,no
67334911eb1de6dd02fc126a,1,novel,p,0.808,1,no
67334911eb1de6dd02fc126a,1,novel,p,0.5929,1,no
67334911eb1de6dd02fc126a,1,novel,p,0.6383,1,no
67334911eb1de6dd02fc126a,1,novel,p,0.8487,1,no
67334911eb1de6dd02fc126a,1,novel,p,0.7681,1,no
67334911eb1de6dd02fc126a,1,novel,p,0.8037,1,no
67334911eb1de6dd02fc126a,1,novel,p,0.8428,1,no
67334911eb1de6dd02fc126a,1,novel,p,0.9306,1,no
67334911eb1de6dd02fc126a,1,novel,p,0.6143,1,no
67334911eb1de6dd02fc126a,1,novel,p,0.607,1,no
67334911eb1de6dd02fc126a,1,familiar,p,0.6994,0,no
67334911eb1de6dd02fc126a,1,familiar,p,0.6421,0,no
67334911eb1de6dd02fc126a,1,familiar,p,0.683,0,no
67334911eb1de6dd02fc126a,1,novel,p,0.7458,1,no
67334911eb1de6dd02fc126a,1,familiar,q,0.6885,1,no
67334911eb1de6dd02fc126a,1,familiar,q,0.7536,1,no
67334911eb1de6dd02fc126a,1,novel,p,0.7487,1,no
67334911eb1de6dd02fc126a,1,familiar,q,0.604,1,no
67334911eb1de6dd02fc126a,1,novel,p,0.6246,1,no
67334911eb1de6dd02fc126a,1,familiar,p,0.8228,0,no
67334911eb1de6dd02fc126a,1,familiar,q,0.6084,1,no
67334911eb1de6dd02fc126a,1,novel,p,0.683,1,no
67334911eb1de6dd02fc126a,1,familiar,q,0.6892,1,no
67334911eb1de6dd02fc126a,1,novel,p,0.6688,1,no
67334911eb1de6dd02fc126a,1,familiar,q,0.871,1,no
67334911eb1de6dd02fc126a,1,novel,p,0.5821,1,no
67334911eb1de6dd02fc126a,1,novel,p,0.7197,1,no
67334911eb1de6dd02fc126a,1,familiar,q,0.8203,1,no
67334911eb1de6dd02fc126a,1,novel,p,0.7029,1,no
67334911eb1de6dd02fc126a,1,familiar,q,0.816,1,no
67334911eb1de6dd02fc126a,1,novel,p,0.6277,1,no
67334911eb1de6dd02fc126a,1,familiar,p,0.6524,0,no
67334911eb1de6dd02fc126a,1,familiar,p,0.6566,0,no
67334911eb1de6dd02fc126a,1,novel,p,0.8079,1,no
67334911eb1de6dd02fc126a,1,familiar,q,0.7202,1,no
67334911eb1de6dd02fc126a,1,familiar,q,0.7155,1,no
67334911eb1de6dd02fc126a,1,novel,p,0.5883,1,no
67334911eb1de6dd02fc126a,1,novel,p,0.6693,1,no
67334911eb1de6dd02fc126a,1,familiar,q,0.9233,1,no
67334911eb1de6dd02fc126a,1,familiar,q,0.6976,1,no
67334911eb1de6dd02fc126a,1,familiar,q,0.7839,1,no
67334911eb1de6dd02fc126a,1,familiar,p,0.7661,0,no
67334911eb1de6dd02fc126a,1,familiar,q,0.7163,1,no
67334911eb1de6dd02fc126a,1,familiar,q,0.6024,1,no
67334911eb1de6dd02fc126a,1,novel,p,0.5891,1,no
67334911eb1de6dd02fc126a,1,familiar,q,0.6767,1,no
67334911eb1de6dd02fc126a,1,novel,p,0.773,1,no
67334911eb1de6dd02fc126a,2,novel,p,0.7042,1,no
67334911eb1de6dd02fc126a,2,novel,q,0.8477,0,no
67334911eb1de6dd02fc126a,2,novel,p,0.6099,1,no
67334911eb1de6dd02fc126a,2,novel,p,0.5525,1,no
67334911eb1de6dd02fc126a,2,novel,p,0.5597,1,no
67334911eb1de6dd02fc126a,2,novel,p,0.6665,1,no
67334911eb1de6dd02fc126a,2,novel,p,0.6025,1,no
67334911eb1de6dd02fc126a,2,familiar,q,0.6577,1,no
67334911eb1de6dd02fc126a,2,familiar,q,0.7323,1,no
67334911eb1de6dd02fc126a,2,familiar,q,0.8019,1,no
67334911eb1de6dd02fc126a,2,familiar,q,0.5898,1,no
67334911eb1de6dd02fc126a,2,familiar,q,0.8859,1,no
67334911eb1de6dd02fc126a,2,familiar,q,0.6546,1,no
67334911eb1de6dd02fc126a,2,novel,p,0.7717,1,no
67334911eb1de6dd02fc126a,2,novel,p,0.6267,1,no
67334911eb1de6dd02fc126a,2,familiar,p,0.7325,0,no
67334911eb1de6dd02fc126a,2,familiar,p,0.8012,0,no
67334911eb1de6dd02fc126a,2,novel,p,0.941,1,no
67334911eb1de6dd02fc126a,2,novel,p,0.7163,1,no
67334911eb1de6dd02fc126a,2,familiar,q,0.6185,1,no
67334911eb1de6dd02fc126a,2,novel,p,0.5854,1,no
67334911eb1de6dd02fc126a,2,familiar,q,0.5657,1,no
67334911eb1de6dd02fc126a,2,familiar,q,0.6191,1,no
67334911eb1de6dd02fc126a,2,novel,p,0.6526,1,no
67334911eb1de6dd02fc126a,2,familiar,q,0.7297,1,no
67334911eb1de6dd02fc126a,2,familiar,q,0.9533,1,no
67334911eb1de6dd02fc126a,2,novel,p,0.5639,1,no
67334911eb1de6dd02fc126a,2,familiar,q,0.6089,1,no
67334911eb1de6dd02fc126a,2,familiar,q,0.5445,1,no
67334911eb1de6dd02fc126a,2,familiar,q,0.8245,1,no
67334911eb1de6dd02fc126a,2,familiar,p,0.782,0,no
67334911eb1de6dd02fc126a,2,novel,p,0.708,1,no
67334911eb1de6dd02fc126a,2,familiar,q,0.6779,1,no
67334911eb1de6dd02fc126a,2,novel,p,0.6359,1,no
67334911eb1de6dd02fc126a,2,familiar,p,0.7031,0,no
67334911eb1de6dd02fc126a,2,novel,p,0.6485,1,no
67334911eb1de6dd02fc126a,2,novel,p,0.6409,1,no
67334911eb1de6dd02fc126a,2,novel,p,0.684,1,no
67334911eb1de6dd02fc126a,2,novel,p,0.7733,1,no
67334911eb1de6dd02fc126a,2,novel,p,0.7251,1,no
67334911eb1de6dd02fc126a,2,novel,p,0.6922,1,no
67334911eb1de6dd02fc126a,2,novel,p,0.6399,1,no
67334911eb1de6dd02fc126a,2,familiar,q,0.932,1,no
67334911eb1de6dd02fc126a,2,familiar,q,0.6241,1,no
67334911eb1de6dd02fc126a,2,familiar,q,0.6766,1,no
67334911eb1de6dd02fc126a,2,familiar,p,0.6096,0,no
67334911eb1de6dd02fc126a,2,familiar,q,0.6169,1,no
67334911eb1de6dd02fc126a,2,familiar,q,0.7373,1,no
67334911eb1de6dd02fc126a,2,novel,p,0.6491,1,no
67334911eb1de6dd02fc126a,2,novel,p,0.6671,1,no
67334911eb1de6dd02fc126a,2,familiar,q,0.5477,1,no
67334911eb1de6dd02fc126a,2,novel,q,0.5956,0,no
67334911eb1de6dd02fc126a,2,familiar,p,0.893,0,no
67334911eb1de6dd02fc126a,2,familiar,q,0.747,1,no
67334911eb1de6dd02fc126a,2,novel,p,0.7878,1,no
67334911eb1de6dd02fc126a,2,novel,p,0.7221,1,no
67334911eb1de6dd02fc126a,2,novel,p,0.6773,1,no
67334911eb1de6dd02fc126a,2,novel,q,0.6408,0,no
67334911eb1de6dd02fc126a,2,familiar,p,0.6346,0,no
67334911eb1de6dd02fc126a,3,familiar,q,0.7909,1,no
67334911eb1de6dd02fc126a,3,familiar,q,0.7271,1,no
67334911eb1de6dd02fc126a,3,novel,p,0.7319,1,no
67334911eb1de6dd02fc126a,3,familiar,q,0.6208,1,no
67334911eb1de6dd02fc126a,3,familiar,q,0.6448,1,no
67334911eb1de6dd02fc126a,3,familiar,q,0.6898,1,no
67334911eb1de6dd02fc126a,3,novel,p,0.7403,1,no
67334911eb1de6dd02fc126a,3,familiar,q,0.7065,1,no
67334911eb1de6dd02fc126a,3,familiar,q,0.6049,1,no
67334911eb1de6dd02fc126a,3,familiar,q,0.7222,1,no
67334911eb1de6dd02fc126a,3,novel,p,0.6535,1,no
67334911eb1de6dd02fc126a,3,novel,p,0.6738,1,no
67334911eb1de6dd02fc126a,3,novel,p,0.629,1,no
67334911eb1de6dd02fc126a,3,novel,p,0.6747,1,no
67334911eb1de6dd02fc126a,3,novel,p,0.6213,1,no
67334911eb1de6dd02fc126a,3,familiar,p,0.9556,0,no
67334911eb1de6dd02fc126a,3,novel,p,0.6285,1,no
67334911eb1de6dd02fc126a,3,novel,p,0.6885,1,no
67334911eb1de6dd02fc126a,3,familiar,q,0.7536,1,no
67334911eb1de6dd02fc126a,3,novel,p,0.6879,1,no
67334911eb1de6dd02fc126a,3,familiar,q,0.8726,1,no
67334911eb1de6dd02fc126a,3,familiar,q,0.8501,1,no
67334911eb1de6dd02fc126a,3,novel,p,0.7202,1,no
67334911eb1de6dd02fc126a,3,familiar,q,0.7023,1,no
67334911eb1de6dd02fc126a,3,familiar,p,0.7351,0,no
67334911eb1de6dd02fc126a,3,novel,p,0.5934,1,no
67334911eb1de6dd02fc126a,3,familiar,q,0.732,1,no
67334911eb1de6dd02fc126a,3,novel,p,0.6968,1,no
67334911eb1de6dd02fc126a,3,novel,p,0.6946,1,no
67334911eb1de6dd02fc126a,3,novel,p,0.6859,1,no
67334911eb1de6dd02fc126a,3,novel,p,0.7508,1,no
67334911eb1de6dd02fc126a,3,novel,p,0.7086,1,no
67334911eb1de6dd02fc126a,3,familiar,p,0.7916,0,no
67334911eb1de6dd02fc126a,3,novel,p,0.7818,1,no
67334911eb1de6dd02fc126a,3,familiar,p,0.8016,0,no
67334911eb1de6dd02fc126a,3,novel,p,0.7847,1,no
67334911eb1de6dd02fc126a,3,familiar,q,0.9357,1,no
67334911eb1de6dd02fc126a,3,familiar,q,0.7558,1,no
67334911eb1de6dd02fc126a,3,familiar,q,0.5983,1,no
67334911eb1de6dd02fc126a,3,novel,q,0.7696,0,no
67334911eb1de6dd02fc126a,3,familiar,q,0.8033,1,no
67334911eb1de6dd02fc126a,3,familiar,q,0.7823,1,no
67334911eb1de6dd02fc126a,3,novel,p,0.6013,1,no
67334911eb1de6dd02fc126a,3,familiar,q,0.5523,1,no
67334911eb1de6dd02fc126a,3,novel,p,0.8985,1,no
67334911eb1de6dd02fc126a,3,novel,p,0.5944,1,no
67334911eb1de6dd02fc126a,3,novel,p,0.6507,1,no
67334911eb1de6dd02fc126a,3,familiar,q,0.62,1,no
67334911eb1de6dd02fc126a,3,novel,p,0.6804,1,no
67334911eb1de6dd02fc126a,3,familiar,q,0.6792,1,no
67334911eb1de6dd02fc126a,3,familiar,q,0.6338,1,no
67334911eb1de6dd02fc126a,3,novel,p,0.696,1,no
67334911eb1de6dd02fc126a,3,novel,p,0.6676,1,no
67334911eb1de6dd02fc126a,3,familiar,q,0.8054,1,no
67334911eb1de6dd02fc126a,3,familiar,q,0.7849,1,no
67334911eb1de6dd02fc126a,3,novel,p,0.8281,1,no
67334911eb1de6dd02fc126a,3,familiar,q,0.6549,1,no
6762aff824e4f12278e6d3fd,1,familiar,p,0.726,0,no
6762aff824e4f12278e6d3fd,1,novel,q,0.8324,0,no
6762aff824e4f12278e6d3fd,1,novel,p,0.7719,1,no
6762aff824e4f12278e6d3fd,1,familiar,q,0.7803,1,no
6762aff824e4f12278e6d3fd,1,novel,p,0.8283,1,no
6762aff824e4f12278e6d3fd,1,novel,p,0.886,1,no
6762aff824e4f12278e6d3fd,1,familiar,p,0.7563,0,no
6762aff824e4f12278e6d3fd,1,familiar,p,0.8177,0,no
6762aff824e4f12278e6d3fd,1,familiar,p,0.629,0,no
6762aff824e4f12278e6d3fd,1,familiar,p,0.6823,0,no
6762aff824e4f12278e6d3fd,1,familiar,p,0.5943,0,no
6762aff824e4f12278e6d3fd,1,novel,p,0.6795,1,no
6762aff824e4f12278e6d3fd,1,familiar,p,1.0559,0,no
6762aff824e4f12278e6d3fd,1,novel,p,0.5506,1,no
6762aff824e4f12278e6d3fd,1,novel,p,0.5289,1,no
6762aff824e4f12278e6d3fd,1,familiar,q,0.8585,1,no
6762aff824e4f12278e6d3fd,1,familiar,p,0.5542,0,no
6762aff824e4f12278e6d3fd,1,novel,p,0.5839,1,no
6762aff824e4f12278e6d3fd,1,familiar,p,0.4024,0,no
6762aff824e4f12278e6d3fd,1,novel,p,0.5506,1,no
6762aff824e4f12278e6d3fd,1,familiar,p,0.5593,0,no
6762aff824e4f12278e6d3fd,1,familiar,p,0.4235,0,no
6762aff824e4f12278e6d3fd,1,novel,p,0.6335,1,no
6762aff824e4f12278e6d3fd,1,familiar,p,0.8914,0,no
6762aff824e4f12278e6d3fd,1,familiar,p,0.9383,0,no
6762aff824e4f12278e6d3fd,1,familiar,p,0.8266,0,no
6762aff824e4f12278e6d3fd,1,familiar,p,1.0049,0,no
6762aff824e4f12278e6d3fd,1,familiar,p,0.6894,0,no
6762aff824e4f12278e6d3fd,1,familiar,p,0.6494,0,no
6762aff824e4f12278e6d3fd,1,familiar,p,0.729,0,no
6762aff824e4f12278e6d3fd,1,familiar,p,0.7129,0,no
6762aff824e4f12278e6d3fd,1,novel,p,0.66,1,no
6762aff824e4f12278e6d3fd,1,familiar,p,0.907,0,no
6762aff824e4f12278e6d3fd,1,familiar,q,1.0282,1,no
6762aff824e4f12278e6d3fd,1,novel,p,0.8294,1,no
6762aff824e4f12278e6d3fd,1,familiar,p,0.7507,0,no
6762aff824e4f12278e6d3fd,1,novel,p,0.6605,1,no
6762aff824e4f12278e6d3fd,1,novel,p,0.749,1,no
6762aff824e4f12278e6d3fd,1,novel,p,0.6055,1,no
6762aff824e4f12278e6d3fd,1,novel,p,0.753,1,no
6762aff824e4f12278e6d3fd,1,familiar,p,0.9033,0,no
6762aff824e4f12278e6d3fd,1,novel,p,0.6182,1,no
6762aff824e4f12278e6d3fd,1,novel,p,0.55,1,no
6762aff824e4f12278e6d3fd,1,familiar,p,0.6872,0,no
6762aff824e4f12278e6d3fd,1,familiar,p,0.7948,0,no
6762aff824e4f12278e6d3fd,1,novel,p,1.0476,1,no
6762aff824e4f12278e6d3fd,1,novel,q,0.9744,0,no
6762aff824e4f12278e6d3fd,1,novel,p,0.6949,1,no
6762aff824e4f12278e6d3fd,1,familiar,q,0.822,1,no
6762aff824e4f12278e6d3fd,1,novel,p,0.7284,1,no
6762aff824e4f12278e6d3fd,1,novel,p,0.9128,1,no
6762aff824e4f12278e6d3fd,1,novel,p,0.6285,1,no
6762aff824e4f12278e6d3fd,1,novel,p,0.7821,1,no
6762aff824e4f12278e6d3fd,1,novel,p,0.7846,1,no
6762aff824e4f12278e6d3fd,1,novel,p,0.6996,1,no
6762aff824e4f12278e6d3fd,1,familiar,q,0.8175,1,no
6762aff824e4f12278e6d3fd,2,novel,p,0.6823,1,no
6762aff824e4f12278e6d3fd,2,novel,p,0.7725,1,no
6762aff824e4f12278e6d3fd,2,novel,p,0.6031,1,no
6762aff824e4f12278e6d3fd,2,novel,p,0.4226,1,no
6762aff824e4f12278e6d3fd,2,familiar,p,0.563,0,no
6762aff824e4f12278e6d3fd,2,familiar,p,0.7393,0,no
6762aff824e4f12278e6d3fd,2,novel,p,0.6054,1,no
6762aff824e4f12278e6d3fd,2,familiar,p,0.4585,0,no
