pid,block,cond,keypress,rt,acc,missed_trial
58b7d3b5f6546e0001ed7233,1,novel,p,0.5152,1,no
58b7d3b5f6546e0001ed7233,1,familiar,p,0.5018,0,no
58b7d3b5f6546e0001ed7233,1,novel,p,0.5864,1,no
58b7d3b5f6546e0001ed7233,1,familiar,p,0.5284,0,no
58b7d3b5f6546e0001ed7233,1,novel,p,0.5786,1,no
58b7d3b5f6546e0001ed7233,1,novel,p,0.6466,1,no
58b7d3b5f6546e0001ed7233,1,familiar,q,0.6571,1,no
58b7d3b5f6546e0001ed7233,1,familiar,p,0.8411,0,no
58b7d3b5f6546e0001ed7233,1,novel,p,0.7147,1,no
58b7d3b5f6546e0001ed7233,1,novel,p,0.6922,1,no
58b7d3b5f6546e0001ed7233,1,novel,p,0.6169,1,no
58b7d3b5f6546e0001ed7233,1,familiar,q,0.4726,1,no
58b7d3b5f6546e0001ed7233,1,familiar,q,0.6931,1,no
58b7d3b5f6546e0001ed7233,1,familiar,p,0.7139,0,no
58b7d3b5f6546e0001ed7233,1,familiar,q,0.7205,1,no
58b7d3b5f6546e0001ed7233,1,novel,q,0.9388,0,no
58b7d3b5f6546e0001ed7233,1,familiar,q,0.817,1,no
58b7d3b5f6546e0001ed7233,1,novel,q,0.9109,0,no
58b7d3b5f6546e0001ed7233,1,novel,p,0.6627,1,no
58b7d3b5f6546e0001ed7233,1,familiar,q,0.8006,1,no
58b7d3b5f6546e0001ed7233,1,familiar,q,0.6658,1,no
58b7d3b5f6546e0001ed7233,1,familiar,q,0.9314,1,no
58b7d3b5f6546e0001ed7233,1,novel,p,0.655,1,no
58b7d3b5f6546e0001ed7233,1,familiar,q,0.8893,1,no
58b7d3b5f6546e0001ed7233,1,novel,p,0.8759,1,no
58b7d3b5f6546e0001ed7233,1,familiar,p,0.6094,0,no
58b7d3b5f6546e0001ed7233,1,novel,p,0.7442,1,no
58b7d3b5f6546e0001ed7233,1,familiar,p,0.6254,0,no
58b7d3b5f6546e0001ed7233,1,familiar,p,0.6276,0,no
58b7d3b5f6546e0001ed7233,1,novel,p,0.7061,1,no
58b7d3b5f6546e0001ed7233,1,novel,p,0.6513,1,no
58b7d3b5f6546e0001ed7233,1,novel,p,0.6866,1,no
58b7d3b5f6546e0001ed7233,1,novel,p,0.6571,1,no
58b7d3b5f6546e0001ed7233,1,novel,p,0.7909,1,no
58b7d3b5f6546e0001ed7233,1,familiar,q,0.8458,1,no
58b7d3b5f6546e0001ed7233,1,familiar,q,0.9696,1,no
58b7d3b5f6546e0001ed7233,1,familiar,q,0.9002,1,no
58b7d3b5f6546e0001ed7233,1,novel,p,0.7125,1,no
58b7d3b5f6546e0001ed7233,1,familiar,q,0.7493,1,no
58b7d3b5f6546e0001ed7233,1,familiar,q,0.9132,1,no
58b7d3b5f6546e0001ed7233,1,familiar,q,0.576,1,no
58b7d3b5f6546e0001ed7233,1,novel,p,0.824,1,no
58b7d3b5f6546e0001ed7233,1,familiar,q,0.6038,1,no
58b7d3b5f6546e0001ed7233,1,novel,p,0.8931,1,no
58b7d3b5f6546e0001ed7233,1,familiar,q,0.6158,1,no
58b7d3b5f6546e0001ed7233,1,novel,p,0.6437,1,no
58b7d3b5f6546e0001ed7233,1,familiar,q,0.635,1,no
58b7d3b5f6546e0001ed7233,1,novel,p,0.6505,1,no
58b7d3b5f6546e0001ed7233,1,novel,p,0.6629,1,no
58b7d3b5f6546e0001ed7233,1,familiar,q,0.5612,1,no
58b7d3b5f6546e0001ed7233,1,novel,p,0.9436,1,no
58b7d3b5f6546e0001ed7233,1,familiar,p,0.6881,0,no
58b7d3b5f6546e0001ed7233,1,novel,p,0.838,1,no
58b7d3b5f6546e0001ed7233,1,novel,p,0.6792,1,no
58b7d3b5f6546e0001ed7233,1,novel,p,0.7153,1,no
58b7d3b5f6546e0001ed7233,1,novel,p,0.7586,1,no
58b7d3b5f6546e0001ed7233,1,familiar,q,0.8371,1,no
58b7d3b5f6546e0001ed7233,1,novel,p,0.7227,1,no
58b7d3b5f6546e0001ed7233,1,familiar,p,0.8251,0,no
