34,10,8,Angelina Jolie
46,10,8,Emma Stone
19,10,8,Nicolas Cage
42,10,9,Greta Thunberg
30,10,3,Tom Cruise
18,10,5,Jason Statham
33,0,5,Serena Williams
59,10,5,Michelle Obama
13,10,10,Denzel Washighton
6,10,4,Arnold Schwarzeneger
14,9,5,Daniel Craig
43,0,5,Maria Sharapova
28,10,3,Dwayne Johnson
3,10,5,Roger Federer
40,10,0,Gal Gadot
51,10,5,Margot Robbie
48,10,4,Jennifer Lawrence
60,10,5,Keira Knightley
56,1,5,Keira Knightley
25,10,5,Robert De Niro
39,10,6,Scarlett Johansson
29,10,5,Tom Holland
41,10,4,Ariana Grande
8,10,5,Brad Pitt
4,10,6,Cristiano Ronaldo
24,10,7,Ryan Reynolds
50,10,5,Millie Bobby Brown
37,9,5,Nathalie Portman
23,10,6,Ryan Gosling
2,10,0,George W.Bush
44,5,5,Cate Blanchett
5,10,8,Lionel Messi
20,10,7,Matt Damon
27,10,9,Keanu Reeves
26,10,5,George Clooney
58,10,5,Nicole Kidman
52,10,5,Emma Stone
10,10,5,Bruce Willis
57,10,4,Serena Williams
21,10,6,Henri Canvill
1,10,6,Leonardo Di Caprio
17,10,9,Hugh Jackman
32,10,6,Anne Hathaway
9,10,5,Bradley Cooper
47,10,0,Hilary Clinton
15,7,5,Daniel Radcliffe
22,10,5,Lebron James
55,10,6,Charlize Theron
54,10,5,Julia Roberts
12,10,5,Daniel Radcliffe
35,10,9,Adele
11,10,3,Chris Evans
45,10,5,Jennifer Aniston
38,10,4,Taylor Swift
16,7,5,Ewan McGregor
36,10,6,Lady Gaga
49,10,5,Olivia Rodrigo
53,10,5,Keira Knightley
31,7,5,Sandra Bullock
7,10,4,Ben Affleck
