55,1,5,Charlize Theron
4,10,8,Cristiano Ronaldo
16,0,5,Ewan McGregor
48,10,10,Jennifer Lawrence
44,8,7,Cate Blanchett
3,10,9,Roger Federer
24,10,2,Ryan Reynolds
6,2,5,Arnold Schwarzeneger
10,1,5,Bruce Willis
59,8,6,Michelle Obama
38,10,3,Taylor Swift
39,10,8,Scarlett Johansson
23,10,9,Ryan Gosling
25,1,5,Robert De Niro
21,10,7,Henri Canvill
7,10,4,Ben Affleck
54,10,9,Julia Roberts
32,10,9,Anne Hathaway
8,10,8,Brad Pitt
22,6,7,Lebron James
46,10,8,Emma Stone
11,10,8,Chris Evans
60,6,5,Anya Taylor-Joy
56,10,8,Reese Witherspoon
50,10,6,Millie Bobby Brown
27,10,6,Keanu Reeves
42,10,3,Greta Thunberg
47,10,5,Hilary Clinton
36,10,7,Lady Gaga
14,10,8,Daniel Craig
26,10,8,George Clooney
45,10,10,Jennifer Aniston
53,9,5,Keira Knightley
1,10,9,Leonardo Di Caprio
35,10,8,Adele
12,10,7,Daniel Radcliffe
34,10,8,Angelina Jolie
17,2,5,Hugh Jackman
41,10,4,Ariana Grande
19,0,5,Nicolas Cage
5,10,9,Lionel Messi
52,10,9,Emma Watson
13,2,5,Denzel Washighton
29,10,7,Tom Holland
51,10,9,Margot Robbie
40,10,4,Gal Gadot
30,10,1,Tom Cruise
37,10,8,Nathalie Portman
18,7,5,Jason Statham
31,10,7,Sandra Bullock
33,10,5,Simone Biles
2,3,5,George W.Bush
9,10,10,Bradley Cooper
15,1,5,Harrison Ford
43,1,5,Maria Sharapova
20,10,5,Matt Damon
57,7,5,Serena Williams
49,10,3,Olivia Rodrigo
58,9,5,Nicole Kidman
28,10,7,Dwayne Johnson
