13,7,8,Denzel Washighton
9,3,4,Bradley Cooper
6,8,6,Arnold Schwarzeneger
37,1,7,Nathalie Portman
44,3,3,Cate Blanchett
60,6,8,Anya Taylor-Joy
14,9,9,Keanu Reeves
20,6,5,Matt Damon
1,10,4,Leonardo Di Caprio
36,10,7,Lady Gaga
46,10,10,Emma Stone
22,0,5,Lebron James
19,9,10,Nicolas Cage
28,10,10,Dwayne Johnson
50,7,5,Millie Bobby Brown
2,6,4,George W.Bush
4,10,7,Cristiano Ronaldo
10,9,10,Keanu Reeves
11,3,7,Chris Evans
53,0,4,Keira Knightley
15,2,3,Harrison Ford
5,10,8,Lionel Messi
8,10,2,Brad Pitt
48,10,6,Jennifer Lawrence
59,10,6,Michelle Obama
58,8,3,Nicole Kidman
3,5,4,Roger Federer
30,6,4,Daniel Radcliffe
42,0,7,Greta Thunberg
18,10,10,Jason Statham
49,8,2,Olivia Rodrigo
45,10,10,Jennifer Aniston
29,10,6,Tom Holland
57,2,5,Serena Williams
16,3,3,Ewan McGregor
23,9,10,Ryan Gosling
55,6,6,Charlize Theron
47,3,2,Hilary Clinton
7,6,4,Ben Affleck
51,10,10,Margot Robbie
43,8,1,Maria Sharapova
31,10,10,Sandra Bullock
27,10,10,Keanu Reeves
24,10,7,Ryan Reynolds
35,10,7,Adele
21,3,2,Henri Canvill
40,10,9,Gal Gadot
12,10,4,Daniel Radcliffe
38,10,2,Taylor Swift
41,10,5,Ariana Grande
17,6,6,Bradley Cooper
32,10,7,Anne Hathaway
34,10,7,Angelina Jolie
25,10,10,Robert De Niro
26,10,5,George Clooney
33,0,5,Simone Biles
56,3,4,Reese Witherspoon
39,8,4,Scarlett Johansson
54,10,8,Julia Roberts
52,10,3,Emma Watson
