45,9,9,Jennifer Aniston
27,9,8,Keanu Reeves
16,2,4,Ewan McGregor
60,8,8,Anya Taylor-Joy
10,2,3,Bruce Willis
52,10,8,Emma Watson
57,9,7,Serena Williams
58,5,4,Nicole Kidman
14,9,6,Daniel Craig
53,6,5,Keira Knightley
44,2,3,Cate Blanchett
46,7,6,Emma Stone
47,7,5,Hilary Clinton
36,10,8,Lady Gaga
54,8,4,Julia Roberts
2,2,4,George W.Bush
29,10,9,Tom Holland
49,9,6,Olivia Rodrigo
50,10,7,Millie Bobby Brown
55,6,4,Charlize Theron
6,9,7,Arnold Schwarzeneger
18,6,2,Jason Statham
43,3,3,Maria Sharapova
23,9,6,Ryan Gosling
31,9,8,Sandra Bullock
41,10,10,Ariana Grande
39,6,5,Scarlett Johansson
34,9,7,Angelina Jolie
26,9,8,George Clooney
42,10,7,Greta Thunberg
22,8,7,Lebron James
37,9,8,Nathalie Portman
32,10,10,Anne Hathaway
11,8,8,Chris Evans
17,9,7,Hugh Jackman
15,8,6,Harrison Ford
3,10,10,Roger Federer
12,10,9,Daniel Radcliffe
1,10,6,Leonardo Di Caprio
20,8,6,Matt Damon
28,10,10,Dwayne Johnson
30,4,3,Tom Cruise
38,10,8,Taylor Swift
7,7,4,Ben Affleck
51,10,7,Margot Robbie
24,9,4,Ryan Reynolds
4,10,3,Cristiano Ronaldo
40,6,6,Gal Gadot
56,7,6,Reese Witherspoon
48,4,6,Jennifer Lawrence
13,1,6,Denzel Washighton
8,8,6,Brad Pitt
35,10,8,Adele
33,9,8,Simone Biles
19,7,6,Nicolas Cage
5,10,9,Lionel Messi
21,10,10,Henri Canvill
25,9,7,Robert De Niro
9,8,7,Bradley Cooper
59,10,8,Michelle Obama
