pid,block,cond,keypress,rt,acc,missed_trial
5d544c49318f5300168b8f04,1,novel,p,0.8739,1,no
5d544c49318f5300168b8f04,1,familiar,q,0.5916,1,no
5d544c49318f5300168b8f04,1,novel,p,0.6639,1,no
5d544c49318f5300168b8f04,1,familiar,q,0.6213,1,no
5d544c49318f5300168b8f04,1,novel,p,0.7757,1,no
5d544c49318f5300168b8f04,1,familiar,q,0.7702,1,no
5d544c49318f5300168b8f04,1,novel,p,0.8039,1,no
5d544c49318f5300168b8f04,2,novel,p,0.7888,1,no
5d544c49318f5300168b8f04,2,familiar,p,0.9531,0,no
5d544c49318f5300168b8f04,2,novel,p,0.9188,1,no
5d544c49318f5300168b8f04,2,familiar,q,0.5968,1,no
5d544c49318f5300168b8f04,2,novel,p,0.6299,1,no
5d544c49318f5300168b8f04,2,novel,p,0.7352,1,no
5d544c49318f5300168b8f04,2,familiar,p,0.8564,0,no
5d544c49318f5300168b8f04,2,familiar,q,0.6313,1,no
5d544c49318f5300168b8f04,2,novel,p,0.7036,1,no
5d544c49318f5300168b8f04,2,novel,p,0.6909,1,no
5d544c49318f5300168b8f04,2,familiar,p,0.952,0,no
5d544c49318f5300168b8f04,2,familiar,q,0.5994,1,no
5d544c49318f5300168b8f04,2,familiar,q,0.7485,1,no
5d544c49318f5300168b8f04,2,novel,p,0.7142,1,no
5d544c49318f5300168b8f04,2,novel,p,0.5703,1,no
5d544c49318f5300168b8f04,2,novel,p,0.6849,1,no
5d544c49318f5300168b8f04,2,novel,p,0.9416,1,no
5d544c49318f5300168b8f04,2,familiar,q,0.7045,1,no
5d544c49318f5300168b8f04,2,novel,p,0.6842,1,no
5d544c49318f5300168b8f04,2,familiar,q,0.7089,1,no
5d544c49318f5300168b8f04,2,familiar,q,0.73740000000000006,1,no
5d544c49318f5300168b8f04,2,familiar,q,0.7407,1,no
5d544c49318f5300168b8f04,2,familiar,p,0.702,0,no
5d544c49318f5300168b8f04,2,familiar,q,0.9361,1,no
5d544c49318f5300168b8f04,2,novel,p,0.6807,1,no
5d544c49318f5300168b8f04,2,familiar,q,0.7678,1,no
5d544c49318f5300168b8f04,2,novel,p,0.819,1,no
5d544c49318f5300168b8f04,2,familiar,q,0.8571,1,no
5d544c49318f5300168b8f04,2,novel,p,0.7183,1,no
5d544c49318f5300168b8f04,2,familiar,q,0.8847,1,no
5d544c49318f5300168b8f04,2,familiar,q,0.6466,1,no
5d544c49318f5300168b8f04,2,novel,p,1.0031,1,no
5d544c49318f5300168b8f04,2,familiar,q,0.6231,1,no
5d544c49318f5300168b8f04,2,novel,p,0.6631,1,no
5d544c49318f5300168b8f04,2,novel,p,0.7927,1,no
5d544c49318f5300168b8f04,2,familiar,q,0.6577,1,no
5d544c49318f5300168b8f04,2,novel,p,0.7565,1,no
5d544c49318f5300168b8f04,2,novel,p,0.6695,1,no
5d544c49318f5300168b8f04,2,novel,p,0.8021,1,no
5d544c49318f5300168b8f04,2,familiar,q,0.6715,1,no
5d544c49318f5300168b8f04,2,familiar,q,0.605,1,no
5d544c49318f5300168b8f04,2,familiar,q,0.6182,1,no
5d544c49318f5300168b8f04,2,familiar,q,0.686,1,no
5d544c49318f5300168b8f04,2,familiar,q,0.7692,1,no
5d544c49318f5300168b8f04,2,novel,p,0.7849,1,no
5d544c49318f5300168b8f04,2,novel,p,0.6299,1,no
5d544c49318f5300168b8f04,2,familiar,q,0.7847,1,no
5d544c49318f5300168b8f04,2,familiar,q,0.5068,1,no
5d544c49318f5300168b8f04,2,novel,p,0.8482,1,no
5d544c49318f5300168b8f04,2,novel,p,0.7335,1,no
5d544c49318f5300168b8f04,2,novel,p,0.7159,1,no
5d544c49318f5300168b8f04,2,familiar,q,0.6039,1,no
5d544c49318f5300168b8f04,2,novel,p,0.9306,1,no
5d544c49318f5300168b8f04,2,novel,q,0.5507,0,no
5d544c49318f5300168b8f04,2,novel,p,0.7167,1,no
5d544c49318f5300168b8f04,2,familiar,q,0.7085,1,no
5d544c49318f5300168b8f04,2,familiar,q,0.5923,1,no
5d544c49318f5300168b8f04,2,novel,p,0.8077,1,no
5d544c49318f5300168b8f04,2,novel,p,0.6697,1,no
5d544c49318f5300168b8f04,3,familiar,q,0.6131,1,no
5d544c49318f5300168b8f04,3,novel,p,0.7681,1,no
5d544c49318f5300168b8f04,3,familiar,q,0.4509,1,no
5d544c49318f5300168b8f04,3,familiar,q,0.5706,1,no
5d544c49318f5300168b8f04,3,novel,q,0.4794,0,no
5d544c49318f5300168b8f04,3,familiar,q,0.834,1,no
5d544c49318f5300168b8f04,3,novel,q,0.6396,0,no
5d544c49318f5300168b8f04,3,familiar,q,0.588,1,no
5d544c49318f5300168b8f04,3,novel,p,0.6242,1,no
5d544c49318f5300168b8f04,3,familiar,q,0.6005,1,no
5d544c49318f5300168b8f04,3,familiar,q,0.6881,1,no
5d544c49318f5300168b8f04,3,novel,q,0.618,0,no
5d544c49318f5300168b8f04,3,novel,p,0.5972,1,no
5d544c49318f5300168b8f04,3,novel,p,0.8512,1,no
5d544c49318f5300168b8f04,3,familiar,q,0.8011,1,no
5d544c49318f5300168b8f04,3,familiar,q,0.4685,1,no
5d544c49318f5300168b8f04,3,novel,p,0.7872,1,no
5d544c49318f5300168b8f04,3,familiar,q,0.6196,1,no
5d544c49318f5300168b8f04,3,novel,q,0.9677,0,no
5d544c49318f5300168b8f04,3,novel,p,0.763,1,no
5d544c49318f5300168b8f04,3,novel,p,0.7045,1,no
5d544c49318f5300168b8f04,3,familiar,q,0.7702,1,no
5d544c49318f5300168b8f04,3,novel,p,0.9744,1,no
5d544c49318f5300168b8f04,3,novel,p,0.8814,1,no
5d544c49318f5300168b8f04,3,novel,p,0.6314,1,no
5d544c49318f5300168b8f04,3,novel,p,0.6202,1,no
5d544c49318f5300168b8f04,3,novel,q,0.704,0,no
5d544c49318f5300168b8f04,3,familiar,q,0.7583,1,no
5d544c49318f5300168b8f04,3,familiar,q,0.7195,1,no
5d544c49318f5300168b8f04,3,novel,p,0.5909,1,no
5d544c49318f5300168b8f04,3,familiar,q,0.618,1,no
5d544c49318f5300168b8f04,3,novel,p,0.6056,1,no
5d544c49318f5300168b8f04,3,familiar,q,0.6069,1,no
5d544c49318f5300168b8f04,3,familiar,q,0.9212,1,no
5d544c49318f5300168b8f04,3,familiar,q,0.8413,1,no
5d544c49318f5300168b8f04,3,novel,p,0.6704,1,no
5d544c49318f5300168b8f04,3,novel,p,0.6694,1,no
5d544c49318f5300168b8f04,3,familiar,q,0.6867,1,no
5d544c49318f5300168b8f04,3,familiar,p,0.8729,0,no
5d544c49318f5300168b8f04,3,familiar,q,0.5977,1,no
5d544c49318f5300168b8f04,3,familiar,q,0.638,1,no
5d544c49318f5300168b8f04,3,familiar,q,0.8329,1,no
5d544c49318f5300168b8f04,3,familiar,q,0.6395,1,no
5d544c49318f5300168b8f04,3,novel,p,0.9227,1,no
5d544c49318f5300168b8f04,3,novel,p,0.6453,1,no
5d544c49318f5300168b8f04,3,novel,p,0.6882,1,no
5d544c49318f5300168b8f04,3,novel,p,0.6851,1,no
5d544c49318f5300168b8f04,3,novel,p,0.6676,1,no
5d544c49318f5300168b8f04,3,novel,p,0.9055,1,no
5d544c49318f5300168b8f04,3,novel,p,0.7849,1,no
5d544c49318f5300168b8f04,3,familiar,p,0.8504,0,no
5d544c49318f5300168b8f04,3,familiar,p,0.604,0,no
5d544c49318f5300168b8f04,3,novel,p,0.6537,1,no
5d544c49318f5300168b8f04,3,familiar,q,0.574,1,no
5d544c49318f5300168b8f04,3,novel,p,0.5817,1,no
5d544c49318f5300168b8f04,3,familiar,q,0.6528,1,no
5d544c49318f5300168b8f04,3,novel,p,0.6032,1,no
5d544c49318f5300168b8f04,3,familiar,q,0.7563,1,no
5dd005a9eb39730fc834988f,1,novel,p,0.6919,1,no
5dd005a9eb39730fc834988f,1,novel,q,0.5005,0,no
5dd005a9eb39730fc834988f,1,novel,q,0.5923,0,no
5dd005a9eb39730fc834988f,1,novel,p,0.7039,1,no
5dd005a9eb39730fc834988f,1,novel,q,0.7809,0,no
5dd005a9eb39730fc834988f,1,familiar,p,0.6666,0,no
5dd005a9eb39730fc834988f,1,novel,p,0.7563,1,no
5dd005a9eb39730fc834988f,1,familiar,p,0.8241,0,no
5dd005a9eb39730fc834988f,1,novel,p,0.7883,1,no
5dd005a9eb39730fc834988f,1,familiar,q,0.7675,1,no
5dd005a9eb39730fc834988f,1,novel,p,0.8207,1,no
5dd005a9eb39730fc834988f,1,familiar,q,0.6354,1,no
5dd005a9eb39730fc834988f,1,novel,p,0.4084,1,no
5dd005a9eb39730fc834988f,1,novel,p,0.6413,1,no
5dd005a9eb39730fc834988f,1,novel,p,0.7047,1,no
5dd005a9eb39730fc834988f,1,familiar,q,0.6385,1,no
5dd005a9eb39730fc834988f,1,familiar,q,0.9759,1,no
5dd005a9eb39730fc834988f,1,novel,q,0.6135,0,no
5dd005a9eb39730fc834988f,1,familiar,q,0.7025,1,no
5dd005a9eb39730fc834988f,1,familiar,q,0.5521,1,no
5dd005a9eb39730fc834988f,1,familiar,p,0.526,0,no
5dd005a9eb39730fc834988f,1,familiar,q,0.8081,1,no
5dd005a9eb39730fc834988f,1,novel,p,0.5773,1,no
5dd005a9eb39730fc834988f,1,familiar,q,0.7375,1,no
5dd005a9eb39730fc834988f,1,familiar,q,0.6476,1,no
5dd005a9eb39730fc834988f,1,familiar,q,0.7234,1,no
5dd005a9eb39730fc834988f,1,novel,p,0.8389,1,no
5dd005a9eb39730fc834988f,1,novel,p,0.7287,1,no
5dd005a9eb39730fc834988f,1,novel,p,0.2496,1,no
5dd005a9eb39730fc834988f,1,novel,q,0.5594,0,no
5dd005a9eb39730fc834988f,1,novel,p,0.6573,1,no
5dd005a9eb39730fc834988f,1,familiar,q,0.7081,1,no
5dd005a9eb39730fc834988f,1,novel,q,0.3397,0,no
5dd005a9eb39730fc834988f,1,novel,p,0.3537,1,no
5dd005a9eb39730fc834988f,1,novel,q,0.6729,0,no
5dd005a9eb39730fc834988f,1,familiar,p,0.7996,0,no
5dd005a9eb39730fc834988f,1,familiar,p,0.3058,0,no
5dd005a9eb39730fc834988f,1,familiar,q,0.5982,1,no
5dd005a9eb39730fc834988f,1,novel,p,0.54,1,no
5dd005a9eb39730fc834988f,1,novel,q,0.2564,0,no
5dd005a9eb39730fc834988f,1,familiar,q,0.1782,1,no
5dd005a9eb39730fc834988f,1,novel,p,0.3064,1,no
5dd005a9eb39730fc834988f,1,novel,p,0.305,1,no
5dd005a9eb39730fc834988f,1,familiar,q,0.227,1,no
5dd005a9eb39730fc834988f,1,novel,p,0.6453,1,no
5dd005a9eb39730fc834988f,1,familiar,q,0.6125,1,no
5dd005a9eb39730fc834988f,1,familiar,q,0.4625,1,no
5dd005a9eb39730fc834988f,1,familiar,p,0.5256,0,no
5dd005a9eb39730fc834988f,1,novel,p,0.6625,1,no
5dd005a9eb39730fc834988f,1,familiar,q,0.3116,1,no
5dd005a9eb39730fc834988f,1,familiar,q,0.225,1,no
5dd005a9eb39730fc834988f,1,familiar,q,0.2086,1,no
5dd005a9eb39730fc834988f,1,novel,q,0.4527,0,no
5dd005a9eb39730fc834988f,1,familiar,q,0.4121,1,no
5dd005a9eb39730fc834988f,1,familiar,p,0.2786,0,no
5dd005a9eb39730fc834988f,1,novel,q,0.309,0,no
5dd005a9eb39730fc834988f,1,novel,p,0.5549,1,no
5dd005a9eb39730fc834988f,1,familiar,q,0.265,1,no
5dd005a9eb39730fc834988f,2,novel,q,0.7204,0,no
5dd005a9eb39730fc834988f,2,familiar,q,0.6637,1,no
5dd005a9eb39730fc834988f,2,novel,p,0.624,1,no
5dd005a9eb39730fc834988f,2,familiar,p,0.2803,0,no
5dd005a9eb39730fc834988f,2,novel,q,0.4508,0,no
5dd005a9eb39730fc834988f,2,novel,q,0.5777,0,no
5dd005a9eb39730fc834988f,2,familiar,q,0.4361,1,no
5dd005a9eb39730fc834988f,2,familiar,q,0.6639,1,no
5dd005a9eb39730fc834988f,2,familiar,q,0.6055,1,no
5dd005a9eb39730fc834988f,2,novel,p,0.7197,1,no
5dd005a9eb39730fc834988f,2,familiar,q,0.7065,1,no
5dd005a9eb39730fc834988f,2,novel,p,0.8761,1,no
5dd005a9eb39730fc834988f,2,familiar,q,0.6425,1,no
5dd005a9eb39730fc834988f,2,novel,p,0.511,1,no
5dd005a9eb39730fc834988f,2,novel,p,0.7472,1,no
5dd005a9eb39730fc834988f,2,novel,p,0.7915,1,no
5dd005a9eb39730fc834988f,2,novel,q,0.1912,0,no
5dd005a9eb39730fc834988f,2,familiar,q,0.205,1,no
5dd005a9eb39730fc834988f,2,familiar,p,0.452,0,no
5dd005a9eb39730fc834988f,2,novel,q,0.4146,0,no
5dd005a9eb39730fc834988f,2,novel,q,0.1794,0,no
5dd005a9eb39730fc834988f,2,familiar,q,0.2225,1,no
5dd005a9eb39730fc834988f,2,novel,p,0.053,1,no
5dd005a9eb39730fc834988f,2,familiar,p,0.5996,0,no
5dd005a9eb39730fc834988f,2,novel,q,0.2413,0,no
5dd005a9eb39730fc834988f,2,familiar,q,0.8115,1,no
5dd005a9eb39730fc834988f,2,familiar,q,0.5142,1,no
5dd005a9eb39730fc834988f,2,familiar,p,0.5978,0,no
5dd005a9eb39730fc834988f,2,novel,p,0.7147,1,no
5dd005a9eb39730fc834988f,2,novel,p,0.6449,1,no
5dd005a9eb39730fc834988f,2,familiar,q,0.3182,1,no
5dd005a9eb39730fc834988f,2,familiar,q,0.5957,1,no
5dd005a9eb39730fc834988f,2,novel,p,0.6841,1,no
5dd005a9eb39730fc834988f,2,novel,p,0.5575,1,no
5dd005a9eb39730fc834988f,2,novel,p,0.4632,1,no
5dd005a9eb39730fc834988f,2,familiar,q,0.4453,1,no
5dd005a9eb39730fc834988f,2,familiar,q,0.5573,1,no
5dd005a9eb39730fc834988f,2,familiar,p,0.6633,0,no
5dd005a9eb39730fc834988f,2,familiar,q,0.4868,1,no
5dd005a9eb39730fc834988f,2,familiar,p,0.919,0,no
5dd005a9eb39730fc834988f,2,novel,p,0.6827,1,no
5dd005a9eb39730fc834988f,2,familiar,p,0.9564,0,no
5dd005a9eb39730fc834988f,2,novel,p,0.7411,1,no
5dd005a9eb39730fc834988f,2,novel,p,0.935,1,no
5dd005a9eb39730fc834988f,2,novel,p,0.7036,1,no
5dd005a9eb39730fc834988f,2,novel,p,0.7064,1,no
5dd005a9eb39730fc834988f,2,familiar,q,0.6281,1,no
5dd005a9eb39730fc834988f,2,novel,p,0.5364,1,no
5dd005a9eb39730fc834988f,2,novel,p,0.5055,1,no
5dd005a9eb39730fc834988f,2,familiar,p,0.7946,0,no
5dd005a9eb39730fc834988f,2,familiar,q,0.6173,1,no
5dd005a9eb39730fc834988f,2,familiar,q,0.678,1,no
5dd005a9eb39730fc834988f,2,familiar,q,0.6827,1,no
5dd005a9eb39730fc834988f,2,familiar,q,0.8141,1,no
5dd005a9eb39730fc834988f,2,novel,p,0.9785,1,no
5dd005a9eb39730fc834988f,2,familiar,q,0.5451,1,no
5dd005a9eb39730fc834988f,2,novel,p,0.8545,1,no
5dd005a9eb39730fc834988f,2,novel,p,0.6991,1,no
5dd005a9eb39730fc834988f,3,familiar,q,0.5901,1,no
5dd005a9eb39730fc834988f,3,novel,p,0.2763,1,no
5dd005a9eb39730fc834988f,3,familiar,q,0.3139,1,no
5dd005a9eb39730fc834988f,3,novel,q,0.3067,0,no
5dd005a9eb39730fc834988f,3,novel,p,0.809,1,no
5dd005a9eb39730fc834988f,3,familiar,q,0.5927,1,no
5dd005a9eb39730fc834988f,3,novel,q,0.3704,0,no
5dd005a9eb39730fc834988f,3,novel,p,0.5286,1,no
5dd005a9eb39730fc834988f,3,familiar,q,0.5546,1,no
5dd005a9eb39730fc834988f,3,familiar,p,0.2291,0,no
5dd005a9eb39730fc834988f,3,novel,p,0.602,1,no
5dd005a9eb39730fc834988f,3,novel,p,0.7011,1,no
5dd005a9eb39730fc834988f,3,familiar,q,0.5732,1,no
5dd005a9eb39730fc834988f,3,novel,q,0.56,0,no
5dd005a9eb39730fc834988f,3,novel,p,0.6142,1,no
5dd005a9eb39730fc834988f,3,familiar,q,0.6022,1,no
5dd005a9eb39730fc834988f,3,familiar,q,0.778,1,no
5dd005a9eb39730fc834988f,3,novel,p,0.6769,1,no
5dd005a9eb39730fc834988f,3,familiar,q,0.7229,1,no
5dd005a9eb39730fc834988f,3,familiar,p,0.81,0,no
5dd005a9eb39730fc834988f,3,novel,p,0.778,1,no
5dd005a9eb39730fc834988f,3,novel,p,0.8098,1,no
5dd005a9eb39730fc834988f,3,novel,p,0.6576,1,no
5dd005a9eb39730fc834988f,3,novel,p,0.8075,1,no
5dd005a9eb39730fc834988f,3,familiar,p,0.5494,0,no
5dd005a9eb39730fc834988f,3,novel,p,0.6483,1,no
5dd005a9eb39730fc834988f,3,familiar,p,0.46,0,no
5dd005a9eb39730fc834988f,3,familiar,q,0.8138,1,no
5dd005a9eb39730fc834988f,3,novel,p,0.6551,1,no
5dd005a9eb39730fc834988f,3,familiar,q,0.4971,1,no
5dd005a9eb39730fc834988f,3,familiar,q,0.4401,1,no
5dd005a9eb39730fc834988f,3,familiar,q,0.4941,1,no
5dd005a9eb39730fc834988f,3,familiar,q,0.6294,1,no
5dd005a9eb39730fc834988f,3,novel,p,0.6904,1,no
5dd005a9eb39730fc834988f,3,novel,p,0.888,1,no
5dd005a9eb39730fc834988f,3,familiar,q,0.5317,1,no
5dd005a9eb39730fc834988f,3,novel,q,0.0494,0,no
5dd005a9eb39730fc834988f,3,familiar,q,0.6075,1,no
5dd005a9eb39730fc834988f,3,novel,p,0.7648,1,no
5dd005a9eb39730fc834988f,3,familiar,p,0.8199,0,no
5dd005a9eb39730fc834988f,3,novel,p,0.6287,1,no
5dd005a9eb39730fc834988f,3,familiar,q,0.8694,1,no
5dd005a9eb39730fc834988f,3,novel,q,0.1934,0,no
5dd005a9eb39730fc834988f,3,novel,p,0.7747,1,no
5dd005a9eb39730fc834988f,3,novel,q,8e-4,0,no
5dd005a9eb39730fc834988f,3,novel,q,0.0018,0,no
5dd005a9eb39730fc834988f,3,familiar,q,0.6338,1,no
5dd005a9eb39730fc834988f,3,novel,p,0.5212,1,no
5dd005a9eb39730fc834988f,3,familiar,p,0.5863,0,no
5dd005a9eb39730fc834988f,3,novel,p,0.7559,1,no
5dd005a9eb39730fc834988f,3,familiar,q,0.2455,1,no
5dd005a9eb39730fc834988f,3,familiar,q,0.4056,1,no
5dd005a9eb39730fc834988f,3,familiar,q,0.4281,1,no
5dd005a9eb39730fc834988f,3,novel,p,0.2962,1,no
5dd005a9eb39730fc834988f,3,familiar,q,0.6033,1,no
5dd005a9eb39730fc834988f,3,novel,q,0.2756,0,no
5dd005a9eb39730fc834988f,3,familiar,q,0.5968,1,no
5dd005a9eb39730fc834988f,3,novel,p,0.619,1,no
5dd005a9eb39730fc834988f,3,familiar,q,0.5929,1,no
5e40c06ac0507c307ee951eb,1,familiar,q,0.582,1,no
5e40c06ac0507c307ee951eb,1,familiar,q,0.6234,1,no
5e40c06ac0507c307ee951eb,1,familiar,q,0.0894,1,no
5e40c06ac0507c307ee951eb,1,novel,p,0.7913,1,no
5e40c06ac0507c307ee951eb,1,novel,p,0.9374,1,no
5e40c06ac0507c307ee951eb,1,novel,p,1.0451,1,no
5e40c06ac0507c307ee951eb,1,novel,p,0.776,1,no
5e40c06ac0507c307ee951eb,1,familiar,p,0.9701,0,no
5e40c06ac0507c307ee951eb,1,familiar,p,1.0407,0,no
5e40c06ac0507c307ee951eb,1,novel,p,0.6342,1,no
5e40c06ac0507c307ee951eb,1,novel,p,0.6153,1,no
5e40c06ac0507c307ee951eb,1,novel,p,0.5329,1,no
5e40c06ac0507c307ee951eb,1,novel,p,0.7738,1,no
5e40c06ac0507c307ee951eb,1,novel,p,0.6816,1,no
5e40c06ac0507c307ee951eb,1,novel,p,0.3435,1,no
5e40c06ac0507c307ee951eb,1,familiar,p,0.7207,0,no
5e40c06ac0507c307ee951eb,1,familiar,p,0.536,0,no
5e40c06ac0507c307ee951eb,1,familiar,p,0.9714,0,no
5e40c06ac0507c307ee951eb,1,novel,p,0.8155,1,no
5e40c06ac0507c307ee951eb,1,familiar,p,0.5197,0,no
5e40c06ac0507c307ee951eb,1,novel,p,0.4826,1,no
5e40c06ac0507c307ee951eb,1,novel,p,0.7,1,no
5e40c06ac0507c307ee951eb,1,novel,p,0.5121,1,no
5e40c06ac0507c307ee951eb,1,familiar,p,0.6876,0,no
5e40c06ac0507c307ee951eb,1,novel,p,0.7373,1,no
5e40c06ac0507c307ee951eb,1,familiar,p,0.9192,0,no
5e40c06ac0507c307ee951eb,1,familiar,q,0.9042,1,no
5e40c06ac0507c307ee951eb,1,novel,p,0.8183,1,no
5e40c06ac0507c307ee951eb,1,familiar,p,0.9138,0,no
5e40c06ac0507c307ee951eb,1,novel,p,0.6225,1,no
5e40c06ac0507c307ee951eb,1,familiar,p,0.3939,0,no
5e40c06ac0507c307ee951eb,1,familiar,p,0.543,0,no
5e40c06ac0507c307ee951eb,1,familiar,p,0.6562,0,no
5e40c06ac0507c307ee951eb,1,novel,p,0.6098,1,no
5e40c06ac0507c307ee951eb,1,novel,p,0.9322,1,no
5e40c06ac0507c307ee951eb,1,familiar,p,0.6716,0,no
5e40c06ac0507c307ee951eb,1,novel,p,0.8892,1,no
5e40c06ac0507c307ee951eb,1,familiar,p,1.0213,0,no
5e40c06ac0507c307ee951eb,1,novel,p,0.8055,1,no
5e40c06ac0507c307ee951eb,1,novel,p,0.6374,1,no
5e40c06ac0507c307ee951eb,1,familiar,q,0.4588,1,no
5e40c06ac0507c307ee951eb,1,familiar,p,0.6949,0,no
5e40c06ac0507c307ee951eb,1,familiar,q,0.726,1,no
5e40c06ac0507c307ee951eb,1,novel,q,0.7162,0,no
5e40c06ac0507c307ee951eb,1,novel,p,0.7012,1,no
5e40c06ac0507c307ee951eb,1,familiar,q,0.5258,1,no
5e40c06ac0507c307ee951eb,1,novel,p,0.3296,1,no
5e40c06ac0507c307ee951eb,1,novel,p,0.8521,1,no
5e40c06ac0507c307ee951eb,1,familiar,p,0.555,0,no
5e40c06ac0507c307ee951eb,1,novel,p,0.6658,1,no
5e40c06ac0507c307ee951eb,1,familiar,q,0.6613,1,no
5e40c06ac0507c307ee951eb,2,novel,p,0.8471,1,no
5e40c06ac0507c307ee951eb,2,novel,p,0.6321,1,no
5e40c06ac0507c307ee951eb,2,novel,p,0.5864,1,no
5e40c06ac0507c307ee951eb,2,familiar,p,0.9333,0,no
5e40c06ac0507c307ee951eb,2,novel,p,0.3304,1,no
5e40c06ac0507c307ee951eb,2,familiar,p,0.3694,0,no
5e40c06ac0507c307ee951eb,2,novel,p,0.7039,1,no
5e40c06ac0507c307ee951eb,2,familiar,p,0.7801,0,no
5e40c06ac0507c307ee951eb,2,novel,p,1.0116,1,no
5e40c06ac0507c307ee951eb,2,novel,p,0.9431,1,no
5e40c06ac0507c307ee951eb,2,novel,p,0.7023,1,no
5e40c06ac0507c307ee951eb,2,novel,p,0.6895,1,no
5e40c06ac0507c307ee951eb,2,novel,p,0.406,1,no
5e40c06ac0507c307ee951eb,2,familiar,p,0.6107,0,no
5e40c06ac0507c307ee951eb,2,novel,p,0.6562,1,no
5e40c06ac0507c307ee951eb,2,familiar,p,0.538,0,no
5e40c06ac0507c307ee951eb,2,familiar,p,0.6272,0,no
5e40c06ac0507c307ee951eb,2,familiar,p,0.7716,0,no
5e40c06ac0507c307ee951eb,2,novel,p,0.5885,1,no
5e40c06ac0507c307ee951eb,2,familiar,p,0.7541,0,no
5e40c06ac0507c307ee951eb,2,familiar,p,0.6608,0,no
5e40c06ac0507c307ee951eb,2,familiar,p,0.3781,0,no
5e40c06ac0507c307ee951eb,2,novel,p,0.3628,1,no
5e40c06ac0507c307ee951eb,2,familiar,p,0.3321,0,no
5e40c06ac0507c307ee951eb,2,novel,p,0.5271,1,no
5e40c06ac0507c307ee951eb,2,novel,q,0.6104,0,no
5e40c06ac0507c307ee951eb,2,novel,q,0.7007,0,no
5e40c06ac0507c307ee951eb,2,familiar,q,0.5621,1,no
5e40c06ac0507c307ee951eb,2,novel,p,0.5933,1,no
5e40c06ac0507c307ee951eb,2,novel,p,0.5619,1,no
5e40c06ac0507c307ee951eb,2,novel,p,0.636,1,no
5e40c06ac0507c307ee951eb,2,novel,p,0.5443,1,no
5e40c06ac0507c307ee951eb,2,novel,p,0.6634,1,no
5e40c06ac0507c307ee951eb,2,familiar,p,0.5043,0,no
5e40c06ac0507c307ee951eb,2,familiar,p,0.3763,0,no
5e40c06ac0507c307ee951eb,2,novel,p,0.3622,1,no
5e40c06ac0507c307ee951eb,2,familiar,p,0.419,0,no
5e40c06ac0507c307ee951eb,2,novel,p,0.3857,1,no
5e40c06ac0507c307ee951eb,2,familiar,p,0.4359,0,no
5e40c06ac0507c307ee951eb,2,familiar,p,0.4008,0,no
5e40c06ac0507c307ee951eb,2,familiar,q,0.4962,1,no
5e40c06ac0507c307ee951eb,2,familiar,p,0.3999,0,no
5e40c06ac0507c307ee951eb,2,familiar,p,0.5706,0,no
5e40c06ac0507c307ee951eb,2,familiar,q,0.8673,1,no
5e40c06ac0507c307ee951eb,2,novel,p,0.6779,1,no
5e40c06ac0507c307ee951eb,2,novel,p,0.6031,1,no
5e40c06ac0507c307ee951eb,2,novel,p,0.4852,1,no
5e40c06ac0507c307ee951eb,2,novel,p,0.5114,1,no
5e40c06ac0507c307ee951eb,2,familiar,p,0.4799,0,no
5e40c06ac0507c307ee951eb,3,novel,q,0.8941,0,no
5e40c06ac0507c307ee951eb,3,novel,p,0.594,1,no
5e40c06ac0507c307ee951eb,3,familiar,q,0.5034,1,no
5e40c06ac0507c307ee951eb,3,familiar,p,0.8235,0,no
5e40c06ac0507c307ee951eb,3,novel,p,0.6383,1,no
5e40c06ac0507c307ee951eb,3,novel,p,0.8109,1,no
5e40c06ac0507c307ee951eb,3,novel,p,0.7086,1,no
5e40c06ac0507c307ee951eb,3,novel,p,0.638,1,no
5e40c06ac0507c307ee951eb,3,familiar,p,0.7228,0,no
5e40c06ac0507c307ee951eb,3,novel,p,0.4223,1,no
5e40c06ac0507c307ee951eb,3,familiar,p,0.3777,0,no
5e40c06ac0507c307ee951eb,3,familiar,p,0.3637,0,no
5e40c06ac0507c307ee951eb,3,novel,p,0.5375,1,no
5e40c06ac0507c307ee951eb,3,familiar,p,0.8337,0,no
5e40c06ac0507c307ee951eb,3,novel,p,0.2591,1,no
5e40c06ac0507c307ee951eb,3,novel,p,0.2338,1,no
5e40c06ac0507c307ee951eb,3,familiar,p,0.6914,0,no
5e40c06ac0507c307ee951eb,3,novel,p,0.7452,1,no
5e40c06ac0507c307ee951eb,3,familiar,p,0.5209,0,no
5e40c06ac0507c307ee951eb,3,familiar,p,0.5495,0,no
5e40c06ac0507c307ee951eb,3,familiar,q,1.0381,1,no
5e40c06ac0507c307ee951eb,3,novel,p,0.7331,1,no
5e40c06ac0507c307ee951eb,3,familiar,p,0.8574,0,no
5e40c06ac0507c307ee951eb,3,novel,p,0.6613,1,no
5e40c06ac0507c307ee951eb,3,familiar,p,0.7107,0,no
5e40c06ac0507c307ee951eb,3,familiar,p,0.6712,0,no
5e40c06ac0507c307ee951eb,3,familiar,q,0.8257,1,no
5e40c06ac0507c307ee951eb,3,familiar,p,0.9149,0,no
5e40c06ac0507c307ee951eb,3,familiar,p,0.6281,0,no
5e40c06ac0507c307ee951eb,3,familiar,p,0.6662,0,no
5e40c06ac0507c307ee951eb,3,novel,p,0.6671,1,no
5e40c06ac0507c307ee951eb,3,familiar,p,0.6601,0,no
