pid,block,cond,keypress,rt,acc,missed_trial
5a46d551b77a5000014a8ce9,1,familiar,p,0.71,0,no
5a46d551b77a5000014a8ce9,1,familiar,p,0.739,0,no
5a46d551b77a5000014a8ce9,1,novel,q,0.693,0,no
5a46d551b77a5000014a8ce9,1,familiar,q,0.76,1,no
5a46d551b77a5000014a8ce9,1,familiar,q,0.782,1,no
5a46d551b77a5000014a8ce9,1,novel,p,0.747,1,no
5a46d551b77a5000014a8ce9,1,familiar,q,0.603,1,no
5a46d551b77a5000014a8ce9,1,novel,q,0.624,0,no
5a46d551b77a5000014a8ce9,1,novel,p,0.727,1,no
5a46d551b77a5000014a8ce9,1,novel,p,0.552,1,no
5a46d551b77a5000014a8ce9,1,familiar,q,0.711,1,no
5a46d551b77a5000014a8ce9,1,novel,p,0.55,1,no
5a46d551b77a5000014a8ce9,1,novel,p,0.614,1,no
5a46d551b77a5000014a8ce9,1,familiar,q,0.819,1,no
5a46d551b77a5000014a8ce9,1,novel,q,0.818,0,no
5a46d551b77a5000014a8ce9,1,familiar,p,0.641,0,no
5a46d551b77a5000014a8ce9,1,novel,p,0.561,1,no
5a46d551b77a5000014a8ce9,1,familiar,q,0.535,1,no
5a46d551b77a5000014a8ce9,1,familiar,p,0.534,0,no
5a46d551b77a5000014a8ce9,1,novel,q,0.388,0,no
5a46d551b77a5000014a8ce9,1,familiar,q,0.916,1,no
5a46d551b77a5000014a8ce9,1,novel,p,0.662,1,no
5a46d551b77a5000014a8ce9,1,novel,q,0.889,0,no
5a46d551b77a5000014a8ce9,1,familiar,q,0.746,1,no
5a46d551b77a5000014a8ce9,1,familiar,q,0.751,1,no
5a46d551b77a5000014a8ce9,1,novel,p,0.667,1,no
5a46d551b77a5000014a8ce9,1,familiar,q,0.583,1,no
5a46d551b77a5000014a8ce9,1,novel,q,0.533,0,no
5a46d551b77a5000014a8ce9,1,familiar,p,0.923,0,no
5a46d551b77a5000014a8ce9,1,familiar,q,0.743,1,no
5a46d551b77a5000014a8ce9,1,familiar,q,0.759,1,no
5a46d551b77a5000014a8ce9,1,novel,p,0.752,1,no
5a46d551b77a5000014a8ce9,2,familiar,q,0.935,1,no
5a46d551b77a5000014a8ce9,2,novel,p,0.708,1,no
5a46d551b77a5000014a8ce9,2,novel,p,0.865,1,no
5a46d551b77a5000014a8ce9,2,familiar,q,0.631,1,no
5a46d551b77a5000014a8ce9,2,familiar,p,0.655,0,no
5a46d551b77a5000014a8ce9,2,novel,p,0.772,1,no
5a46d551b77a5000014a8ce9,2,familiar,q,0.688,1,no
5a46d551b77a5000014a8ce9,2,familiar,p,0.557,0,no
5a46d551b77a5000014a8ce9,2,familiar,p,0.706,0,no
5a46d551b77a5000014a8ce9,2,novel,q,0.409,0,no
5a46d551b77a5000014a8ce9,2,novel,p,0.653,1,no
5a46d551b77a5000014a8ce9,2,novel,p,0.776,1,no
5a46d551b77a5000014a8ce9,2,novel,p,0.65,1,no
5a46d551b77a5000014a8ce9,2,familiar,q,0.571,1,no
5a46d551b77a5000014a8ce9,2,familiar,q,0.521,1,no
5a46d551b77a5000014a8ce9,2,novel,p,0.721,1,no
5a46d551b77a5000014a8ce9,2,familiar,q,0.745,1,no
5a46d551b77a5000014a8ce9,2,novel,q,0.673,0,no
5a46d551b77a5000014a8ce9,2,familiar,q,0.697,1,no
5a46d551b77a5000014a8ce9,2,novel,p,0.851,1,no
5a46d551b77a5000014a8ce9,2,novel,p,0.635,1,no
5a46d551b77a5000014a8ce9,2,familiar,q,0.99,1,no
5a46d551b77a5000014a8ce9,2,familiar,q,0.469,1,no
5a46d551b77a5000014a8ce9,2,novel,p,0.601,1,no
5a46d551b77a5000014a8ce9,2,familiar,q,0.588,1,no
5a46d551b77a5000014a8ce9,2,novel,p,0.695,1,no
5a46d551b77a5000014a8ce9,2,familiar,q,0.568,1,no
5a46d551b77a5000014a8ce9,2,familiar,p,0.611,0,no
5a46d551b77a5000014a8ce9,2,familiar,p,0.737,0,no
5a46d551b77a5000014a8ce9,2,familiar,q,0.82,1,no
5a46d551b77a5000014a8ce9,2,novel,p,0.858,1,no
5a46d551b77a5000014a8ce9,2,novel,q,0.729,0,no
5a46d551b77a5000014a8ce9,2,novel,q,0.776,0,no
5a46d551b77a5000014a8ce9,2,familiar,q,0.731,1,no
5a46d551b77a5000014a8ce9,2,novel,p,0.677,1,no
5a46d551b77a5000014a8ce9,2,novel,p,0.565,1,no
5a46d551b77a5000014a8ce9,2,novel,p,0.575,1,no
5a46d551b77a5000014a8ce9,2,novel,p,0.593,1,no
5a46d551b77a5000014a8ce9,2,novel,p,0.585,1,no
5a46d551b77a5000014a8ce9,2,familiar,p,0.785,0,no
5a46d551b77a5000014a8ce9,2,familiar,q,0.614,1,no
5a46d551b77a5000014a8ce9,2,novel,q,0.854,0,no
5a46d551b77a5000014a8ce9,2,familiar,p,0.662,0,no
5a46d551b77a5000014a8ce9,2,novel,p,0.776,1,no
5a46d551b77a5000014a8ce9,2,novel,p,0.76,1,no
5a46d551b77a5000014a8ce9,2,novel,q,0.36,0,no
5a46d551b77a5000014a8ce9,2,familiar,p,0.328,0,no
5a46d551b77a5000014a8ce9,2,novel,p,0.294,1,no
5a46d551b77a5000014a8ce9,2,familiar,p,0.44,0,no
5a46d551b77a5000014a8ce9,2,familiar,q,0.469,1,no
5a46d551b77a5000014a8ce9,2,familiar,p,0.298,0,no
5a46d551b77a5000014a8ce9,2,familiar,p,0.756,0,no
5a46d551b77a5000014a8ce9,2,familiar,q,0.6,1,no
5a46d551b77a5000014a8ce9,2,familiar,q,0.664,1,no
5a46d551b77a5000014a8ce9,2,novel,p,0.661,1,no
5a46d551b77a5000014a8ce9,2,novel,p,0.726,1,no
5a46d551b77a5000014a8ce9,2,novel,p,0.762,1,no
5a46d551b77a5000014a8ce9,3,familiar,q,0.72,1,no
5a46d551b77a5000014a8ce9,3,novel,p,0.754,1,no
5a46d551b77a5000014a8ce9,3,novel,q,0.675,0,no
5a46d551b77a5000014a8ce9,3,familiar,q,0.649,1,no
5a46d551b77a5000014a8ce9,3,novel,p,0.624,1,no
5a46d551b77a5000014a8ce9,3,familiar,q,0.696,1,no
5a46d551b77a5000014a8ce9,3,novel,p,0.746,1,no
5a46d551b77a5000014a8ce9,3,novel,p,0.828,1,no
5a46d551b77a5000014a8ce9,3,novel,p,0.535,1,no
5a46d551b77a5000014a8ce9,3,familiar,q,0.672,1,no
5a46d551b77a5000014a8ce9,3,novel,p,0.464,1,no
5a46d551b77a5000014a8ce9,3,familiar,p,0.352,0,no
5a46d551b77a5000014a8ce9,3,familiar,q,0.74,1,no
5a46d551b77a5000014a8ce9,3,familiar,q,0.654,1,no
5a46d551b77a5000014a8ce9,3,familiar,q,0.717,1,no
5a46d551b77a5000014a8ce9,3,familiar,q,0.616,1,no
5a46d551b77a5000014a8ce9,3,novel,p,0.507,1,no
5a46d551b77a5000014a8ce9,3,novel,q,0.358,0,no
5a46d551b77a5000014a8ce9,3,familiar,p,0.687,0,no
5a46d551b77a5000014a8ce9,3,familiar,p,0.507,0,no
5a46d551b77a5000014a8ce9,3,familiar,q,0.651,1,no
5a46d551b77a5000014a8ce9,3,familiar,q,0.52,1,no
5a46d551b77a5000014a8ce9,3,novel,q,0.571,0,no
5a46d551b77a5000014a8ce9,3,novel,p,0.783,1,no
5a46d551b77a5000014a8ce9,3,novel,p,0.635,1,no
5a46d551b77a5000014a8ce9,3,novel,p,0.741,1,no
5a46d551b77a5000014a8ce9,3,novel,p,0.576,1,no
5a46d551b77a5000014a8ce9,3,familiar,p,0.748,0,no
5a46d551b77a5000014a8ce9,3,novel,q,0.744,0,no
5a46d551b77a5000014a8ce9,3,novel,p,0.946,1,no
5a46d551b77a5000014a8ce9,3,familiar,q,0.949,1,no
5a46d551b77a5000014a8ce9,3,novel,p,0.827,1,no
5a46d551b77a5000014a8ce9,3,novel,p,0.626,1,no
5a46d551b77a5000014a8ce9,3,novel,p,0.692,1,no
5a46d551b77a5000014a8ce9,3,novel,p,0.501,1,no
5a46d551b77a5000014a8ce9,3,familiar,q,0.634,1,no
5a46d551b77a5000014a8ce9,3,familiar,p,0.512,0,no
5a46d551b77a5000014a8ce9,3,novel,q,0.73,0,no
5a46d551b77a5000014a8ce9,3,novel,p,0.634,1,no
5a46d551b77a5000014a8ce9,3,novel,p,0.774,1,no
5a46d551b77a5000014a8ce9,3,familiar,p,0.697,0,no
5a46d551b77a5000014a8ce9,3,novel,p,0.83,1,no
5a46d551b77a5000014a8ce9,3,novel,q,0.724,0,no
5a46d551b77a5000014a8ce9,3,familiar,q,0.624,1,no
5a46d551b77a5000014a8ce9,3,familiar,q,0.534,1,no
5a46d551b77a5000014a8ce9,3,familiar,p,0.772,0,no
5a46d551b77a5000014a8ce9,3,novel,p,0.876,1,no
5a46d551b77a5000014a8ce9,3,familiar,p,0.681,0,no
5a46d551b77a5000014a8ce9,3,familiar,p,0.593,0,no
5a46d551b77a5000014a8ce9,3,familiar,q,0.987,1,no
5a46d551b77a5000014a8ce9,3,familiar,q,0.358,1,no
5a46d551b77a5000014a8ce9,3,familiar,q,0.561,1,no
5a46d551b77a5000014a8ce9,3,familiar,q,0.706,1,no
5a46d551b77a5000014a8ce9,3,novel,p,0.421,1,no
5a46d551b77a5000014a8ce9,3,novel,p,0.636,1,no
5a46d551b77a5000014a8ce9,3,novel,p,0.746,1,no
5a46d551b77a5000014a8ce9,3,novel,q,0.369,0,no
5a46d551b77a5000014a8ce9,3,familiar,q,0.767,1,no
5a6127f2c0d8360001078f95,1,novel,p,0.8735,1,no
5a6127f2c0d8360001078f95,1,novel,p,0.6823,1,no
5a6127f2c0d8360001078f95,1,novel,p,0.8424,1,no
5a6127f2c0d8360001078f95,1,familiar,q,0.6309,1,no
5a6127f2c0d8360001078f95,1,novel,p,0.6986,1,no
5a6127f2c0d8360001078f95,1,familiar,q,0.7027,1,no
5a6127f2c0d8360001078f95,1,novel,p,0.7329,1,no
5a6127f2c0d8360001078f95,1,familiar,q,0.8747,1,no
5a6127f2c0d8360001078f95,1,novel,p,0.7235,1,no
5a6127f2c0d8360001078f95,1,novel,p,0.8348,1,no
5a6127f2c0d8360001078f95,1,novel,p,0.7572,1,no
5a6127f2c0d8360001078f95,1,familiar,p,0.0011,0,no
5a6127f2c0d8360001078f95,1,novel,p,0.7521,1,no
5a6127f2c0d8360001078f95,1,novel,p,0.7361,1,no
5a6127f2c0d8360001078f95,1,familiar,p,0.9277,0,no
5a6127f2c0d8360001078f95,1,novel,p,0.5963,1,no
5a6127f2c0d8360001078f95,1,familiar,q,0.796,1,no
5a6127f2c0d8360001078f95,1,novel,p,0.6918,1,no
5a6127f2c0d8360001078f95,1,novel,p,0.7797,1,no
5a6127f2c0d8360001078f95,1,familiar,p,0.8951,0,no
5a6127f2c0d8360001078f95,1,familiar,q,0.7346,1,no
5a6127f2c0d8360001078f95,1,familiar,q,0.6695,1,no
5a6127f2c0d8360001078f95,1,familiar,p,0.8057,0,no
5a6127f2c0d8360001078f95,1,novel,p,0.7927,1,no
5a6127f2c0d8360001078f95,1,familiar,p,0.6661,0,no
5a6127f2c0d8360001078f95,1,familiar,p,0.7872,0,no
5a6127f2c0d8360001078f95,1,familiar,p,0.586,0,no
5a6127f2c0d8360001078f95,1,familiar,p,0.7684,0,no
5a6127f2c0d8360001078f95,1,familiar,p,0.5284,0,no
5a6127f2c0d8360001078f95,1,familiar,p,0.7228,0,no
5a6127f2c0d8360001078f95,1,novel,p,0.7062,1,no
5a6127f2c0d8360001078f95,1,novel,p,0.5133,1,no
5a6127f2c0d8360001078f95,1,familiar,p,0.5966,0,no
5a6127f2c0d8360001078f95,1,familiar,q,0.8635,1,no
5a6127f2c0d8360001078f95,1,novel,p,0.6811,1,no
5a6127f2c0d8360001078f95,1,novel,p,0.9021,1,no
5a6127f2c0d8360001078f95,1,novel,p,0.7231,1,no
5a6127f2c0d8360001078f95,1,familiar,q,0.6018,1,no
5a6127f2c0d8360001078f95,1,familiar,q,0.8229,1,no
5a6127f2c0d8360001078f95,1,novel,p,0.7425,1,no
5a6127f2c0d8360001078f95,1,familiar,p,0.7608,0,no
5a6127f2c0d8360001078f95,1,familiar,q,0.6628,1,no
5a6127f2c0d8360001078f95,1,novel,p,0.7348,1,no
5a6127f2c0d8360001078f95,1,novel,p,0.73,1,no
5a6127f2c0d8360001078f95,1,novel,p,0.7586,1,no
5a6127f2c0d8360001078f95,1,familiar,p,0.7165,0,no
5a6127f2c0d8360001078f95,1,familiar,p,0.6837,0,no
5a6127f2c0d8360001078f95,1,familiar,q,0.7906,1,no
5a6127f2c0d8360001078f95,2,familiar,q,0.6058,1,no
5a6127f2c0d8360001078f95,2,familiar,q,0.7829,1,no
5a6127f2c0d8360001078f95,2,familiar,q,0.8351,1,no
5a6127f2c0d8360001078f95,2,novel,p,0.7047,1,no
5a6127f2c0d8360001078f95,2,novel,p,0.653,1,no
5a6127f2c0d8360001078f95,2,familiar,p,0.7803,0,no
5a6127f2c0d8360001078f95,2,familiar,q,0.6968,1,no
5a6127f2c0d8360001078f95,2,novel,p,0.6785,1,no
5a6127f2c0d8360001078f95,2,familiar,p,0.6325,0,no
5a6127f2c0d8360001078f95,2,novel,p,0.7713,1,no
5a6127f2c0d8360001078f95,2,familiar,q,0.854,1,no
5a6127f2c0d8360001078f95,2,familiar,q,0.73740000000000006,1,no
5a6127f2c0d8360001078f95,2,novel,p,0.7337,1,no
5a6127f2c0d8360001078f95,2,novel,p,0.7412,1,no
5a6127f2c0d8360001078f95,2,novel,p,0.7787,1,no
5a6127f2c0d8360001078f95,2,familiar,q,0.8841,1,no
5a6127f2c0d8360001078f95,2,novel,p,0.78,1,no
5a6127f2c0d8360001078f95,2,novel,p,0.5787,1,no
5a6127f2c0d8360001078f95,2,familiar,p,0.7591,0,no
5a6127f2c0d8360001078f95,2,novel,p,0.6842,1,no
5a6127f2c0d8360001078f95,2,novel,p,0.5997,1,no
5a6127f2c0d8360001078f95,2,novel,p,0.7124,1,no
5a6127f2c0d8360001078f95,2,familiar,q,0.7746,1,no
5a6127f2c0d8360001078f95,2,familiar,q,0.83,1,no
5a6127f2c0d8360001078f95,2,novel,p,0.7618,1,no
5a6127f2c0d8360001078f95,2,familiar,p,0.6798,0,no
5a6127f2c0d8360001078f95,2,novel,p,0.7791,1,no
5a6127f2c0d8360001078f95,2,familiar,q,0.5896,1,no
5a6127f2c0d8360001078f95,2,novel,p,0.758,1,no
5a6127f2c0d8360001078f95,2,familiar,p,0.7822,0,no
5a6127f2c0d8360001078f95,2,novel,p,0.7715,1,no
