pid,block,trial,keypress,rt,ori,stim,fam,cond,missed_trial,acc
1,3,27,q,0.6936748749994877,2,5,1,Famous,no,1
1,3,28,q,0.6123812499999985,3,8,1,Famous,no,1
1,3,29,p,0.5934007079995354,2,42,0,New,no,1
1,3,30,p,0.6310496659998535,1,9,0,New,no,1
1,3,31,q,0.7030205000000933,1,45,1,Famous,no,1
1,3,32,p,0.8371251659991685,2,146,0,New,no,1
1,3,33,p,0.6081788749997941,2,152,0,New,no,1
1,3,34,q,0.702336500000456,2,36,1,Famous,no,1
1,3,35,q,0.6747548749999623,3,81,0,New,no,0
1,3,36,q,0.7450295420003386,2,80,0,New,no,0
1,3,37,p,0.6297892090005917,3,42,1,Famous,no,0
1,3,38,p,0.5535468340003717,1,24,1,Famous,no,0
1,3,39,p,0.625901791000615,1,38,1,Famous,no,0
1,3,40,p,0.5505883750001885,2,11,0,New,no,1
1,3,41,p,0.5046143750005285,3,82,0,New,no,1
1,3,42,p,0.6333759169992845,2,23,1,Famous,no,0
1,3,44,q,0.6896323749997464,1,68,0,New,no,0
1,3,45,p,0.5445036249993791,1,4,1,Famous,no,0
1,3,46,p,0.5331797080007163,3,111,0,New,no,1
1,3,47,p,0.5336799169999722,2,148,0,New,no,1
1,3,48,p,0.6193488749995595,3,39,1,Famous,no,0
1,3,49,p,0.5047893330001898,2,76,0,New,no,1
1,3,50,p,0.5375044579996029,1,1,1,Famous,no,0
1,3,51,p,0.5269837499999994,2,35,1,Famous,no,0
1,3,52,q,0.6953220830000646,1,32,1,Famous,no,1
1,3,53,q,0.5503702919995703,3,83,0,New,no,0
1,3,54,p,0.45845870899938745,2,130,0,New,no,1
1,3,55,p,0.45427716599988344,2,126,0,New,no,1
1,3,56,p,0.3676722089994655,1,102,0,New,no,1
1,3,57,p,0.30163133299993206,1,89,0,New,no,1
1,3,58,p,0.29888445800042973,2,87,0,New,no,1
1,3,59,p,0.4588438340006178,3,138,0,New,no,1
1,3,60,p,0.37212233299942454,1,7,0,New,no,1
2,1,1,p,0.8134318749998783,2,17,0,New,no,1
2,1,2,p,0.6370374580001226,1,52,0,New,no,1
2,1,3,q,0.7819926669999404,3,24,1,Famous,no,1
2,1,6,q,0.8477668329996959,3,41,1,Famous,no,1
2,1,7,q,0.6972391250001237,3,51,1,Famous,no,1
2,1,8,q,0.7636454580006102,2,17,1,Famous,no,1
2,1,9,p,0.6660433750002994,2,9,0,New,no,1
2,1,10,q,0.7841272080004273,1,34,1,Famous,no,1
2,1,12,q,0.7902859589994478,2,30,1,Famous,no,1
2,1,13,p,0.6872979999989184,1,110,0,New,no,1
2,1,14,p,0.6975367499999265,2,48,1,Famous,no,0
2,1,15,p,0.6888492920006684,1,94,0,New,no,1
2,1,17,q,0.7844733330002782,2,28,1,Famous,no,1
2,1,20,p,0.6951548329998332,3,22,0,New,no,1
2,1,21,p,0.6392878330007079,3,26,0,New,no,1
2,1,22,p,0.7861227089997556,3,15,1,Famous,no,0
2,1,23,p,0.6328923330001999,3,39,0,New,no,1
2,1,24,p,0.8380077920010081,3,114,0,New,no,1
2,1,25,q,0.7810678749992803,2,21,1,Famous,no,1
2,1,26,p,0.6212195419993805,3,54,1,Famous,no,0
2,1,27,q,0.8568853749984555,2,52,1,Famous,no,1
2,1,29,q,0.7679790830006823,1,46,1,Famous,no,1
2,1,30,p,0.6826635409997834,2,64,0,New,no,1
2,1,31,q,0.6965293329994893,2,9,1,Famous,no,1
2,1,32,q,0.7053853329998674,1,31,1,Famous,no,1
2,1,33,p,0.8415093750008964,1,29,1,Famous,no,0
2,1,34,p,0.7839997499995661,1,21,0,New,no,1
2,1,35,p,0.8592937080011325,1,6,1,Famous,no,0
2,1,36,p,0.6887472079997679,2,51,0,New,no,1
2,1,37,p,0.8402970409988484,1,150,0,New,no,1
2,1,38,p,0.842333458000212,1,148,0,New,no,1
2,1,39,q,0.7775396670003829,3,10,1,Famous,no,1
2,1,40,p,0.72989087499991,1,80,0,New,no,1
2,1,41,q,0.7804516670003068,2,12,1,Famous,no,1
2,1,42,p,0.8347290000001522,1,145,0,New,no,1
2,1,43,p,0.5805080409991206,1,59,0,New,no,1
2,1,45,p,0.729164624999612,2,56,0,New,no,1
2,1,47,q,0.8601951660002669,1,45,1,Famous,no,1
2,1,48,q,0.8542112919985811,3,5,1,Famous,no,1
2,1,49,q,0.7675500840014138,1,23,1,Famous,no,1
2,1,50,p,0.7489715419997083,1,70,0,New,no,1
2,1,51,p,0.6423914999995759,3,49,0,New,no,1
2,1,52,q,0.7088665000010224,3,1,1,Famous,no,1
2,1,53,p,0.6432487090005452,1,16,0,New,no,1
2,1,54,p,0.6734789160000219,2,29,0,New,no,1
2,1,56,p,0.766965667000477,2,126,0,New,no,1
2,1,57,p,0.6857678750002378,3,124,0,New,no,1
2,1,58,p,0.8250480409988086,2,81,0,New,no,1
2,1,59,p,0.7251335000000836,3,74,0,New,no,1
2,1,60,p,0.7374815839993971,2,33,0,New,no,1
2,2,1,q,0.7774126249987603,3,46,1,Famous,no,1
2,2,2,q,0.7502417499999865,2,6,1,Famous,no,1
2,2,3,p,0.6508431670008576,3,69,0,New,no,1
2,2,4,p,0.6154862500006857,2,100,0,New,no,1
2,2,5,p,0.6728470830003062,2,101,0,New,no,1
2,2,6,q,0.7050538749990665,3,18,1,Famous,no,1
2,2,7,q,0.6966955830012012,3,30,1,Famous,no,1
2,2,8,p,0.7613917500002572,1,138,0,New,no,1
2,2,9,q,0.6866925409995019,1,1,1,Famous,no,1
2,2,10,p,0.6834450000005745,1,38,0,New,no,1
2,2,11,p,0.843395583999154,3,146,0,New,no,1
2,2,12,p,0.6388622499998746,2,19,0,New,no,1
2,2,14,p,0.6650480419993983,2,50,0,New,no,1
2,2,15,q,0.6997764170009759,1,28,1,Famous,no,1
2,2,16,q,0.7000479999987874,1,54,1,Famous,no,1
2,2,17,q,0.7037602079999488,2,45,1,Famous,no,1
2,2,18,p,0.6882545410007879,1,25,0,New,no,1
2,2,19,q,0.6880301670007611,3,34,1,Famous,no,1
2,2,20,q,0.8529413329997624,2,15,1,Famous,no,1
2,2,21,q,0.7772280419994786,1,5,1,Famous,no,1
2,2,22,q,0.705286291999073,2,29,1,Famous,no,1
2,2,23,p,0.8198636249999254,1,62,0,New,no,1
2,2,24,p,0.6710307079993072,1,32,0,New,no,1
2,2,25,p,0.5959238750001532,1,57,0,New,no,1
2,2,26,p,0.5837837920007587,2,41,0,New,no,1
2,2,27,p,0.6857044579992362,1,53,0,New,no,1
2,2,28,p,0.8600854580017767,3,21,1,Famous,no,0
2,2,29,p,0.6842362080005842,3,134,0,New,no,1
2,2,30,p,0.8359251250003581,3,129,0,New,no,1
2,2,31,q,0.6937903750003898,3,31,1,Famous,no,1
2,2,32,q,0.786579666999387,2,4,1,Famous,no,1
2,2,33,p,0.6837257089991908,3,88,0,New,no,1
2,2,34,p,0.6856462089999695,3,71,0,New,no,1
2,2,36,q,0.8599893330010673,1,12,1,Famous,no,1
2,2,37,p,0.7626874170000519,3,136,0,New,no,1
2,2,38,p,0.6556562910009234,1,12,0,New,no,1
2,2,39,p,0.6276193329995294,2,36,0,New,no,1
2,2,40,q,0.7750397079998947,3,52,1,Famous,no,1
2,2,41,p,0.8390355830015324,1,105,0,New,no,1
2,2,42,q,0.7800956669998413,2,23,1,Famous,no,1
2,2,43,p,0.5392355419990054,2,42,0,New,no,1
2,2,44,q,0.7950907079994067,1,51,1,Famous,no,1
2,2,45,p,0.8426186659999075,2,140,0,New,no,1
2,2,47,q,0.7878434579997702,2,26,1,Famous,no,1
2,2,48,p,0.7607202499984851,2,147,0,New,no,1
2,2,49,p,0.5976871670009132,2,93,0,New,no,1
2,2,50,q,0.7834642910002003,2,27,1,Famous,no,1
2,2,51,p,0.7788230000005569,2,11,1,Famous,no,0
2,2,53,q,0.6866940420004539,2,24,1,Famous,no,1
2,2,54,p,0.6081042080004408,3,44,0,New,no,1
2,2,55,q,0.771526750000703,3,9,1,Famous,no,1
2,2,56,q,0.7744454589992529,3,39,1,Famous,no,1
2,2,57,q,0.7813497499992081,1,10,1,Famous,no,1
2,2,58,q,0.7828134999999747,2,38,1,Famous,no,1
2,2,59,q,0.6994621659996483,3,17,1,Famous,no,1
2,3,1,q,0.7068819590003841,1,17,1,Famous,no,1
2,3,2,p,0.6905189999997674,1,7,0,New,no,1
2,3,3,p,0.7631919590003235,3,112,0,New,no,1
2,3,4,q,0.7005862499991053,2,51,1,Famous,no,1
2,3,5,q,0.6770565829992847,3,23,1,Famous,no,1
2,3,6,q,0.6897485000008601,2,5,1,Famous,no,1
2,3,7,p,0.6790079579986923,2,79,0,New,no,1
2,3,8,q,0.7879247079999914,2,41,1,Famous,no,1
2,3,9,p,0.7655432080009632,2,118,0,New,no,1
2,3,10,q,0.6166649590013549,3,29,1,Famous,no,1
2,3,11,q,0.7036996669994551,2,34,1,Famous,no,1
2,3,12,p,0.7673532089993387,3,60,0,New,no,1
2,3,13,p,0.6697684169994318,2,43,0,New,no,1
2,3,14,p,0.5918457500010845,3,45,0,New,no,1
2,3,15,p,0.49420154099971114,3,10,0,New,no,1
2,3,16,q,0.7012401669999235,2,10,1,Famous,no,1
2,3,17,p,0.6987677910001366,1,38,1,Famous,no,0
2,3,18,q,0.6850921660006861,1,117,0,New,no,0
2,3,20,q,0.7023630410003534,2,54,1,Famous,no,1
2,3,21,q,0.7752594590001536,3,48,1,Famous,no,1
2,3,22,p,0.8434687079989089,3,123,0,New,no,1
2,3,24,p,0.7228469170004246,3,90,0,New,no,1
2,3,25,q,0.8441519169991807,1,11,1,Famous,no,1
2,3,26,q,0.6998305830002209,2,46,1,Famous,no,1
2,3,28,p,0.6968121250010881,2,82,0,New,no,1
2,3,29,p,0.7729305829998339,1,153,0,New,no,1
2,3,31,q,0.7741143330003979,1,26,1,Famous,no,1
2,3,32,q,0.6746056249994581,2,1,1,Famous,no,1
2,3,33,q,0.6932938339996326,1,52,1,Famous,no,1
2,3,34,q,0.6442613750004966,3,30,0,New,no,0
2,3,35,p,0.627507458000764,1,47,0,New,no,1
2,3,37,q,0.7630165419996047,3,45,1,Famous,no,1
2,3,38,q,0.7021070420014439,2,18,1,Famous,no,1
2,3,39,p,0.6276176659994235,2,102,0,New,no,1
2,3,40,p,0.683517583000139,3,113,0,New,no,1
2,3,41,q,0.6134920419990522,3,28,1,Famous,no,1
2,3,42,p,0.8387667499991949,1,111,0,New,no,1
2,3,43,p,0.6920053330013616,2,4,0,New,no,1
2,3,44,p,0.7632918330000393,3,128,0,New,no,1
2,3,45,p,0.7035374580009375,1,39,1,Famous,no,0
2,3,46,p,0.746715833000053,3,73,0,New,no,1
2,3,47,p,0.7341749579991301,2,66,0,New,no,1
2,3,48,p,0.6397290410004643,2,89,0,New,no,1
2,3,49,q,0.6976298749996204,3,4,1,Famous,no,1
2,3,50,p,0.8342944579999312,1,115,0,New,no,1
2,3,51,p,0.6766214169983868,1,84,0,New,no,1
2,3,52,p,0.6278909169996041,1,1,0,New,no,1
2,3,53,p,0.5407059169992863,1,76,0,New,no,1
2,3,54,p,0.7652399580001656,2,141,0,New,no,1
2,3,55,q,0.7024023750000197,3,12,1,Famous,no,1
2,3,56,q,0.7842481660009071,1,21,1,Famous,no,1
2,3,57,q,0.772145000000819,2,31,1,Famous,no,1
2,3,58,q,0.7021972500006086,1,30,1,Famous,no,1
2,3,59,q,0.777894708000531,1,24,1,Famous,no,1
2,3,60,q,0.7816240000011021,1,15,1,Famous,no,1
3,1,1,q,0.5448160829982953,1,70,0,New,no,0
3,1,2,q,0.6176507909985958,2,31,1,Famous,no,1
3,1,3,q,0.7072367919972748,2,3,1,Famous,no,1
3,1,4,p,0.595152166999469,1,79,0,New,no,1
3,1,5,p,0.5829675409986521,3,1,0,New,no,1
3,1,6,p,0.6271238750050543,1,28,1,Famous,no,0
3,1,7,q,0.7841628750029486,3,5,1,Famous,no,1
3,1,8,p,0.7421105409957818,2,19,0,New,no,1
3,1,9,p,0.6402349170020898,1,98,0,New,no,1
3,1,11,q,0.5928562080007396,2,88,0,New,no,0
3,1,12,p,0.7681182910018833,3,111,0,New,no,1
3,1,13,p,0.8450030000021798,1,53,0,New,no,1
3,1,14,q,0.4753360830000019,3,17,1,Famous,no,1
3,1,15,q,0.5482174999997369,3,56,1,Famous,no,1
3,1,16,q,0.7848665829951642,2,57,1,Famous,no,1
3,1,17,p,0.7598025420011254,2,112,0,New,no,1
3,1,18,q,0.4592886250029551,2,119,0,New,no,0
3,1,20,q,0.7845829169964418,2,25,1,Famous,no,1
3,1,21,q,0.7018984590031323,2,29,1,Famous,no,1
3,1,22,q,0.707867791003082,2,60,1,Famous,no,1
3,1,23,q,0.6328624160014442,2,50,1,Famous,no,1
3,1,24,q,0.779568375000963,1,12,1,Famous,no,1
3,1,25,p,0.7297484580049058,2,72,0,New,no,1
3,1,26,p,0.6081526249981835,2,35,1,Famous,no,0
3,1,27,p,0.8423970410003676,2,113,0,New,no,1
3,1,28,q,0.6370979999992414,3,33,1,Famous,no,1
3,1,29,p,0.8426108339990606,3,142,0,New,no,1
3,1,30,p,0.5995207500018296,1,50,0,New,no,1
3,1,31,q,0.7096302080026362,3,46,1,Famous,no,1
3,1,32,p,0.60292337500141,3,84,0,New,no,1
3,1,33,p,0.7690162500002771,1,150,0,New,no,1
3,1,34,p,0.6781751250018715,3,90,0,New,no,1
3,1,35,q,0.7780389170002309,3,36,1,Famous,no,1
3,1,36,q,0.8700526669999817,1,34,1,Famous,no,1
3,1,37,q,0.7086552499968093,3,14,1,Famous,no,1
3,1,38,q,0.7076668329973472,2,39,1,Famous,no,1
3,1,39,q,0.7851099170002271,2,27,1,Famous,no,1
3,1,40,p,0.7753247500004363,3,39,0,New,no,1
3,1,41,p,0.862421917001484,1,37,1,Famous,no,0
3,1,42,p,0.6922826250010985,1,122,0,New,no,1
3,1,43,p,0.6372288330021547,2,28,0,New,no,1
3,1,45,p,0.596059666997462,2,76,0,New,no,1
3,1,46,q,0.6208702500007348,1,52,1,Famous,no,1
3,1,47,p,0.5971992499980843,3,93,0,New,no,1
3,1,48,p,0.5893691249948461,3,82,0,New,no,1
3,1,49,p,0.5066663329998846,3,36,0,New,no,1
3,1,50,p,0.6346665000019129,1,24,1,Famous,no,0
3,1,51,q,0.5425811669992981,1,48,1,Famous,no,1
3,1,52,p,0.6887860839997302,3,106,0,New,no,1
3,1,53,q,0.7926226670024334,1,45,1,Famous,no,1
3,1,54,p,0.6515104999998584,3,16,0,New,no,1
3,1,55,q,0.5517787499993574,2,23,1,Famous,no,1
3,1,56,q,0.6031721659965115,2,41,0,New,no,0
3,1,57,q,0.7012027919990942,1,54,1,Famous,no,1
3,1,58,p,0.6895503330015345,1,94,0,New,no,1
3,1,59,q,0.6857176249977783,3,144,0,New,no,0
3,1,60,p,0.7657672920031473,2,153,0,New,no,1
3,2,1,q,0.6290346250025323,3,50,1,Famous,no,1
3,2,2,p,0.5381594580030651,1,51,0,New,no,1
3,2,3,q,0.6193270000003395,2,51,1,Famous,no,1
3,2,4,q,0.4999834170012036,3,30,0,New,no,0
3,2,5,p,0.8272434169994085,2,44,0,New,no,1
3,2,6,p,0.6159524589966168,2,135,0,New,no,1
3,2,7,p,0.6142907079993165,2,109,0,New,no,1
3,2,8,p,0.6906430410017492,3,124,0,New,no,1
3,2,9,q,0.6064279999991413,3,23,1,Famous,no,1
3,2,10,q,0.6923135830002138,1,56,1,Famous,no,1
3,2,11,p,0.5891762090031989,3,87,0,New,no,1
3,2,12,p,0.6153485419999924,2,130,0,New,no,1
3,2,14,q,0.774111124999763,1,36,1,Famous,no,1
3,2,15,q,0.6959163339997758,3,45,1,Famous,no,1
3,2,16,q,0.7056779999984428,1,35,1,Famous,no,1
3,2,17,q,0.692292792002263,1,60,1,Famous,no,1
3,2,18,q,0.6961232080066111,3,39,1,Famous,no,1
3,2,19,q,0.623999791998358,1,27,1,Famous,no,1
3,2,20,p,0.7604041669983417,1,147,0,New,no,1
3,2,21,q,0.7714399999968009,1,32,1,Famous,no,1
3,2,22,p,0.6358310420037014,1,49,0,New,no,1
3,2,23,p,0.6155296669967356,1,141,0,New,no,1
3,2,24,q,0.6244266249996144,3,25,1,Famous,no,1
3,2,25,q,0.6322002920060186,2,24,1,Famous,no,1
3,2,26,q,0.6221224580003764,2,46,1,Famous,no,1
3,2,27,p,0.7708514160040068,3,26,1,Famous,no,0
3,2,28,p,0.6932609580035205,2,151,0,New,no,1
3,2,29,p,0.7399460000015097,2,69,0,New,no,1
3,2,30,q,0.7741397079953458,2,17,1,Famous,no,1
3,2,31,q,0.6181546670050011,3,54,1,Famous,no,1
3,2,32,p,0.8338214579998748,3,129,0,New,no,1
3,2,33,q,0.6198194589960622,3,31,1,Famous,no,1
3,2,34,p,0.5088759580030455,1,21,0,New,no,1
3,2,35,p,0.502711500004807,1,18,0,New,no,1
3,2,36,p,0.5820520829947782,2,25,0,New,no,1
3,2,37,p,0.5912460839972482,2,27,0,New,no,1
3,2,38,p,0.5816865000015241,1,2,0,New,no,1
3,2,39,p,0.6402596250045463,3,33,0,New,no,1
3,2,40,p,0.5868601670008502,1,64,0,New,no,1
3,2,41,p,0.5301894160002121,2,78,0,New,no,1
3,2,42,p,0.6467440829947009,3,42,0,New,no,1
3,2,43,q,0.7111338329996215,2,33,1,Famous,no,1
3,2,44,q,0.7121562500033178,1,3,1,Famous,no,1
3,2,45,q,0.775544500000251,3,57,1,Famous,no,1
3,2,46,q,0.5515555420060991,2,37,1,Famous,no,1
3,2,47,p,0.6301904579959228,3,100,0,New,no,1
3,2,48,p,0.5377762500065728,1,74,0,New,no,1
3,2,50,p,0.5053759160000482,3,97,0,New,no,1
3,2,51,p,0.7668353330009268,3,148,0,New,no,1
3,2,52,q,0.5895515410011285,2,7,0,New,no,0
3,2,53,p,0.5426755419975962,1,29,1,Famous,no,0
3,2,54,q,0.6239071249947301,3,48,1,Famous,no,1
3,2,55,q,0.629657416997361,2,52,1,Famous,no,1
3,2,56,q,0.7749044160009362,2,5,1,Famous,no,1
3,2,57,p,0.7309557499975199,2,89,0,New,no,1
3,2,58,q,0.7186597909967531,2,14,1,Famous,no,1
3,2,59,q,0.7762975420046132,3,28,1,Famous,no,1
3,2,60,q,0.6251876250025816,2,12,1,Famous,no,1
3,3,1,q,0.5455934999990859,2,4,0,New,no,0
3,3,2,q,0.6401578330041957,1,23,0,New,no,0
3,3,3,p,0.5997169170004781,3,13,0,New,no,1
3,3,4,p,0.464144582998415,3,73,0,New,no,1
3,3,5,p,0.4920893750022515,1,95,0,New,no,1
3,3,6,q,0.5401666250036214,3,35,1,Famous,no,1
3,3,7,p,0.6892057079967344,2,71,0,New,no,1
3,3,8,p,0.4453896249979152,1,10,0,New,no,1
3,3,9,p,0.6233494999978575,1,26,1,Famous,no,0
3,3,10,q,0.7082211250017281,2,54,1,Famous,no,1
3,3,11,p,0.6891987909984891,1,115,0,New,no,1
3,3,12,q,0.7017944590043044,3,60,1,Famous,no,1
3,3,13,p,0.6877787920020637,1,123,0,New,no,1
3,3,14,p,0.5498863329994492,3,56,0,New,no,1
3,3,15,q,0.622630041994853,3,37,1,Famous,no,1
3,3,16,p,0.5367258750047768,2,32,0,New,no,1
3,3,17,q,0.8519746250021853,3,12,1,Famous,no,1
