pid,block,trial,keypress,rt,ori,stim,fam,cond,acc
1,2,30,p,1.0759115000000747,2,36,1,Famous,0
1,2,31,p,0.6484692090002682,2,142,0,New,1
1,2,32,p,0.6055677920003291,2,87,0,New,1
1,2,33,q,0.7984115419999398,1,42,1,Famous,1
1,2,34,p,0.6485360839997156,1,42,0,New,1
1,2,35,q,0.762340833000053,3,51,1,Famous,1
1,2,36,p,0.5815115000000333,3,28,0,New,1
1,2,37,p,0.6831461250003485,2,62,0,New,1
1,2,38,q,0.7557652079999571,1,54,1,Famous,1
1,2,39,NA,NA,2,40,1,Famous,0
1,2,40,p,0.7451144169999679,3,47,0,New,1
1,2,41,p,0.6454115419996924,1,107,0,New,1
1,2,42,p,0.921482124999784,3,50,1,Famous,0
1,2,43,q,0.7169455000002927,2,3,1,Famous,1
1,2,44,p,0.5584050829997977,1,20,0,New,1
1,2,45,p,0.6484215409996068,3,134,0,New,1
1,2,46,q,0.7186407909998707,3,33,1,Famous,1
1,2,47,q,0.7151851250000618,2,45,1,Famous,1
1,2,48,p,1.0549708749999809,1,47,1,Famous,0
1,2,49,p,0.6517644169998675,2,148,0,New,1
1,2,50,q,0.7159822090002308,2,23,1,Famous,1
1,2,51,p,0.7047863749999124,2,94,0,New,1
1,2,52,p,0.6008492079999996,2,12,0,New,1
1,2,53,q,0.8557964999999967,1,59,1,Famous,1
1,2,54,q,0.7167500000000473,2,38,1,Famous,1
1,2,55,p,0.6679000409999389,1,73,0,New,1
1,2,56,q,0.8688537090001773,3,56,1,Famous,1
1,2,57,q,0.7632401250002658,1,28,1,Famous,1
1,2,58,q,0.7087247080003181,3,48,1,Famous,1
1,2,59,q,0.7091200410000056,1,32,1,Famous,1
1,2,60,q,0.7519840420000037,3,41,1,Famous,1
1,3,1,p,0.7746046669999487,1,68,0,New,1
1,3,2,q,0.6594755830001304,2,51,1,Famous,1
1,3,3,p,0.6651627500000359,1,101,0,New,1
1,3,4,p,0.684602416999951,2,64,0,New,1
1,3,5,p,0.8036010410000927,3,45,0,New,1
1,3,6,p,0.7028557909998199,1,122,0,New,1
1,3,7,q,1.214646165999966,3,57,1,Famous,1
1,3,8,p,0.6444293750000725,3,75,0,New,1
1,3,9,p,0.530014250000022,1,72,0,New,1
1,3,10,p,0.6488002500000221,1,114,0,New,1
1,3,11,p,0.6972808750001604,2,104,0,New,1
1,3,12,p,0.6012489999998252,2,116,0,New,1
1,3,13,p,0.9237539579999066,1,83,0,New,1
1,3,14,p,0.6939739170002213,1,36,0,New,1
1,3,15,q,0.7177781250002226,3,24,1,Famous,1
1,3,16,q,0.7195480000000316,2,49,1,Famous,1
1,3,17,p,0.8000884170000973,2,146,0,New,1
1,3,18,p,0.5496811660000276,3,78,0,New,1
1,3,19,q,0.8641517089999979,1,35,1,Famous,1
1,3,20,q,0.7085751670001628,2,48,1,Famous,1
1,3,21,q,0.7125671250000778,3,39,1,Famous,1
1,3,22,q,0.7186484169997129,2,54,1,Famous,1
1,3,23,p,0.7454445830003351,1,106,0,New,1
1,3,24,p,0.7545774999998685,1,131,0,New,1
1,3,25,p,0.8271252500003357,1,14,0,New,1
1,3,26,p,0.7096033749999151,3,32,0,New,1
1,3,27,q,0.7088749579997966,3,28,1,Famous,1
1,3,28,q,0.7148093749997315,1,34,1,Famous,1
1,3,29,p,0.9201499579999108,2,11,1,Famous,0
1,3,30,q,0.6679980829999295,1,45,1,Famous,1
1,3,31,p,0.6470986660001472,2,128,0,New,1
1,3,32,q,0.7687385839999479,2,42,1,Famous,1
1,3,33,q,0.7011975829996118,1,29,1,Famous,1
1,3,34,p,0.6130657079997945,2,80,0,New,1
1,3,35,q,0.9730081249999784,3,47,1,Famous,1
1,3,36,p,0.6397990420000497,1,17,0,New,1
1,3,37,q,0.7555576670001756,1,41,1,Famous,1
1,3,38,p,0.6146452920002048,2,70,0,New,1
1,3,39,q,0.807578666000154,1,56,1,Famous,1
1,3,40,p,0.6552911249996214,1,95,0,New,1
1,3,41,p,0.7225824579995788,3,27,0,New,1
1,3,42,p,0.6044997080002759,1,152,0,New,1
1,3,43,p,0.7450232080000205,2,90,0,New,1
1,3,44,p,0.5522890409997672,1,56,0,New,1
1,3,45,q,1.0562444160000268,3,36,1,Famous,1
1,3,46,q,0.6545943339997393,1,1,1,Famous,1
1,3,47,p,0.9455714589998934,2,110,0,New,1
1,3,48,q,0.7212325420000525,2,33,1,Famous,1
1,3,49,q,0.6648896669998976,2,59,1,Famous,1
1,3,50,p,0.5421332079999956,2,74,0,New,1
1,3,51,q,0.6677107919999798,1,3,1,Famous,1
1,3,52,p,0.6146825000000717,2,41,0,New,1
1,3,53,q,0.8196065000001909,1,12,1,Famous,1
1,3,54,q,0.6669845830001577,3,32,1,Famous,1
1,3,55,q,0.711835415999758,1,52,1,Famous,1
1,3,56,q,0.7648494580002989,1,38,1,Famous,1
1,3,57,q,0.9198184169999876,1,40,1,Famous,1
1,3,58,q,0.7555553750003128,1,50,1,Famous,1
1,3,59,q,0.7097375829998782,1,23,1,Famous,1
1,3,60,q,0.7635059170002023,3,5,1,Famous,1
2,1,1,p,1.1954433749997406,1,126,0,New,1
2,1,2,q,0.7707260830002269,3,53,1,Famous,1
2,1,3,p,0.8992863749999742,2,125,0,New,1
2,1,4,q,0.7182587090001107,2,23,1,Famous,1
2,1,5,q,0.6069942920003086,2,5,1,Famous,1
2,1,6,p,0.9187812090003716,2,62,0,New,1
2,1,7,p,1.0953575419998742,3,120,0,New,1
2,1,8,q,0.6653214999996635,1,12,1,Famous,1
2,1,9,p,0.7987410420000742,2,132,0,New,1
2,1,10,p,0.7544306250001682,2,104,0,New,1
2,1,11,p,0.6624534590000621,1,2,0,New,1
2,1,12,p,0.6976505829998132,3,114,0,New,1
2,1,13,q,0.8711670830007279,2,2,1,Famous,1
2,1,14,NA,NA,3,37,1,Famous,0
2,1,15,p,0.792415124999934,1,106,0,New,1
2,1,16,q,0.7659353750004811,2,18,1,Famous,1
2,1,17,p,0.7079988329996922,2,91,0,New,1
2,1,18,q,0.7669183329999214,3,32,1,Famous,1
2,1,19,p,0.7961499579996598,1,139,0,New,1
2,1,20,q,0.8333617090002008,2,6,1,Famous,1
2,1,21,q,0.6616352500004723,2,19,1,Famous,1
2,1,22,p,0.6254247499991834,3,75,0,New,1
2,1,23,p,0.6040356250005061,1,68,0,New,1
2,1,24,p,0.6394317089998367,2,25,0,New,1
2,1,25,p,0.7867281660001026,1,101,0,New,1
2,1,26,q,0.8723310830000628,2,40,1,Famous,1
2,1,27,p,0.6594629580004039,1,32,0,New,1
2,1,28,p,0.7200411660005557,3,43,0,New,1
2,1,29,p,0.6122290419998535,1,18,0,New,1
2,1,30,q,0.7108429169993542,3,29,1,Famous,1
2,1,31,q,0.6555094169998483,3,27,1,Famous,1
2,1,32,p,0.8974247500000274,3,147,0,New,1
2,1,33,p,0.6073137909997968,1,45,0,New,1
2,1,34,p,0.9899432499996692,2,61,0,New,1
2,1,35,q,0.6098506250000355,3,28,1,Famous,1
2,1,36,p,0.5532206249999945,1,10,0,New,1
2,1,37,q,0.7664014579995637,2,45,1,Famous,1
2,1,38,p,0.5770651250004448,3,29,0,New,1
2,1,39,p,0.901467916999536,3,118,0,New,1
2,1,40,q,0.6166527089999363,2,20,1,Famous,1
2,1,41,p,0.900986708000346,3,36,0,New,1
2,1,42,p,0.6272839580005893,3,12,0,New,1
2,1,43,p,0.6004391250007757,3,27,0,New,1
2,1,44,q,0.6158332080003674,2,39,1,Famous,1
2,1,45,q,0.6636760000001232,2,55,1,Famous,1
2,1,46,p,0.632778624999446,1,49,0,New,1
2,1,47,p,0.6472592500003884,3,37,0,New,1
2,1,48,p,0.811592582999765,1,66,0,New,1
2,1,49,q,1.120468209000137,3,16,1,Famous,1
2,1,50,q,0.6061042499995892,3,4,1,Famous,1
2,1,51,q,0.6514826250004262,1,1,1,Famous,1
2,1,52,q,0.6149630419995447,1,15,1,Famous,1
2,1,53,q,0.5652774170002886,2,41,1,Famous,1
2,1,54,q,0.611294624999573,2,46,1,Famous,1
2,1,55,q,0.7673544589997618,3,24,1,Famous,1
2,1,56,q,0.717442124999252,3,14,1,Famous,1
2,1,57,q,0.6657112089997099,1,33,1,Famous,1
2,1,58,q,0.6689410839999255,1,10,1,Famous,1
2,1,59,p,0.5994016249997003,1,42,1,Famous,0
2,1,60,q,0.8610777499998221,3,52,1,Famous,1
2,2,1,q,0.6720528750001904,2,14,1,Famous,1
2,2,2,p,0.7460046670003067,1,129,0,New,1
2,2,3,q,0.7532482500000697,1,29,1,Famous,1
2,2,4,p,0.7987632080003095,2,146,0,New,1
2,2,5,p,0.6246015419992546,3,64,0,New,1
2,2,6,q,0.7132557499999166,3,6,1,Famous,1
2,2,7,p,0.684073417000036,1,80,0,New,1
2,2,8,q,0.717028291999668,1,40,1,Famous,1
2,2,9,q,0.5641834169991853,1,24,1,Famous,1
2,2,10,q,0.562651499999447,3,19,1,Famous,1
2,2,11,q,0.817372874999819,2,53,1,Famous,1
2,2,12,p,0.6947310830000788,2,26,0,New,1
2,2,13,q,0.6172932079998645,3,1,1,Famous,1
2,2,14,p,0.7536876249996567,1,33,0,New,1
2,2,15,q,0.6107310839997808,1,46,1,Famous,1
2,2,16,q,0.5147565829993255,2,28,1,Famous,1
2,2,17,q,0.7368134159996771,3,23,1,Famous,1
2,2,18,p,0.7485058749998643,1,150,0,New,1
2,2,19,q,0.6104148329995951,2,15,1,Famous,1
2,2,20,q,0.5614761659999203,1,27,1,Famous,1
2,2,21,p,0.6500045000002501,1,153,0,New,1
2,2,22,p,0.6129179170002317,1,17,0,New,1
2,2,23,p,0.5042515830000411,1,94,0,New,1
2,2,24,q,0.6047986250005124,3,41,1,Famous,1
2,2,25,q,0.6101544170005582,3,20,1,Famous,1
2,2,26,q,0.8699219999998604,1,37,1,Famous,1
2,2,27,p,0.6264511249992211,3,30,0,New,1
2,2,28,NA,NA,3,71,0,New,0
2,2,29,p,1.2314469579996512,2,60,0,New,1
2,2,30,NA,NA,2,131,0,New,0
2,2,31,p,0.9950207920001048,1,110,0,New,1
2,2,32,p,0.8507902089995696,1,112,0,New,1
2,2,33,p,1.094981375000316,3,83,0,New,1
2,2,34,p,1.255137415999343,2,51,0,New,1
2,2,35,q,0.7048682909999116,2,16,1,Famous,1
2,2,36,q,0.6156038330000229,3,12,1,Famous,1
2,2,37,p,0.5924326669992297,3,100,0,New,1
2,2,38,q,0.9491757499999948,3,45,1,Famous,1
2,2,39,p,0.550219291000758,2,16,0,New,1
2,2,40,p,0.6065460420004456,3,81,0,New,1
2,2,41,p,1.1426727079997363,1,78,0,New,1
2,2,42,p,0.9320408339999632,1,13,0,New,1
2,2,43,q,0.7125483330000861,1,52,1,Famous,1
2,2,44,q,0.7164367909999783,3,18,1,Famous,1
2,2,45,p,0.7956877919996259,2,113,0,New,1
2,2,46,q,0.7233839999998963,2,4,1,Famous,1
2,2,47,q,0.5604687919994831,1,5,1,Famous,1
2,2,48,q,0.6706629999998768,2,33,1,Famous,1
2,2,49,q,1.0755140419996678,2,42,1,Famous,1
2,2,50,p,1.0087768749999668,1,55,1,Famous,0
2,2,51,q,1.0655525829997714,3,2,1,Famous,1
2,2,52,q,0.6676525839993701,2,32,1,Famous,1
2,2,53,q,1.278342791999421,3,10,1,Famous,1
2,2,54,p,1.1001200000000608,2,77,0,New,1
2,2,55,p,1.1085373330006405,3,72,0,New,1
2,2,56,q,1.1342878750001546,3,102,0,New,0
2,2,57,q,1.2735522919992943,3,39,1,Famous,1
2,2,58,p,0.7450292499997886,1,130,0,New,1
2,2,59,q,0.9971817080004256,1,111,0,New,0
2,2,60,NA,NA,2,4,0,New,0
2,3,1,q,1.1831572080000117,2,37,1,Famous,1
2,3,2,q,0.6145085420002943,2,12,1,Famous,1
2,3,3,p,0.5884045000002516,3,87,0,New,1
2,3,4,q,0.5647525000003952,2,24,1,Famous,1
2,3,5,p,0.5993257500003892,3,119,0,New,1
2,3,6,q,0.5330639169997085,3,57,0,New,0
2,3,7,p,0.6517272080000112,1,140,0,New,1
2,3,8,q,0.6131553330005772,1,18,1,Famous,1
2,3,9,q,0.663871458000358,3,46,1,Famous,1
2,3,10,q,0.8451203329996133,1,2,1,Famous,1
2,3,11,q,0.7133914999994886,1,23,1,Famous,1
2,3,12,p,0.6494006250004531,3,117,0,New,1
2,3,13,p,0.6465827080000963,2,107,0,New,1
2,3,14,p,0.5508002910000869,1,136,0,New,1
2,3,15,q,0.7576390000003812,1,53,1,Famous,1
2,3,16,p,0.5205513749997408,3,89,0,New,1
2,3,17,p,0.5062037500001679,1,70,0,New,1
2,3,18,q,0.6689139579993935,1,45,1,Famous,1
2,3,19,p,0.7164552919994094,3,15,1,Famous,0
2,3,20,p,0.5485304169997107,1,39,0,New,1
2,3,21,p,0.6265902919994915,2,76,0,New,1
2,3,22,q,0.6567849169996407,1,41,1,Famous,1
2,3,23,p,0.9508619170001112,3,53,0,New,1
2,3,24,p,0.7174186669999472,3,42,1,Famous,0
2,3,25,p,0.5271747500000856,3,7,0,New,1
2,3,26,p,0.8530238329994972,1,115,0,New,1
2,3,27,p,0.6518725830001131,1,122,0,New,1
2,3,28,p,0.6915522919998693,3,74,0,New,1
2,3,29,q,0.6159005419995083,2,27,1,Famous,1
2,3,30,q,0.5518580410007417,2,141,0,New,0
2,3,31,q,0.6146534580002481,3,40,1,Famous,1
2,3,32,p,0.6010281250000844,1,52,0,New,1
2,3,33,p,0.7491449159997501,3,123,0,New,1
2,3,34,q,0.7114502910008014,1,39,1,Famous,1
2,3,35,p,0.5976289999998698,2,73,0,New,1
2,3,36,p,0.6173326669995731,1,38,0,New,1
2,3,37,p,0.6009560829998009,3,47,0,New,1
2,3,38,p,0.520975458999601,3,59,0,New,1
2,3,39,q,0.6090678330001538,1,32,1,Famous,1
2,3,40,p,0.5959104159992421,3,98,0,New,1
2,3,41,p,0.7019037499994738,3,142,0,New,1
2,3,42,p,0.615216249999321,2,88,0,New,1
2,3,43,q,0.5754213330001221,2,69,0,New,0
2,3,44,p,0.5923566659994322,2,56,0,New,1
2,3,45,p,0.6672287499995946,2,19,0,New,1
2,3,46,q,0.7148654170005102,1,14,1,Famous,1
2,3,47,q,0.6618305829997553,1,28,1,Famous,1
2,3,48,p,0.6414477919997807,2,9,0,New,1
2,3,49,q,0.6663801670001703,1,16,1,Famous,1
2,3,50,q,0.7096559579995301,1,19,1,Famous,1
2,3,51,q,0.565503875000104,1,20,1,Famous,1
2,3,52,q,0.5397305840006084,2,1,1,Famous,1
2,3,53,q,0.5627017920005528,3,55,1,Famous,1
2,3,54,q,0.8092777920001026,2,10,1,Famous,1
2,3,55,q,0.6166397079996386,3,33,1,Famous,1
2,3,56,q,0.5613759579991893,3,5,1,Famous,1
2,3,57,q,0.6143481669996618,2,29,1,Famous,1
2,3,58,q,0.766934708000008,1,6,1,Famous,1
2,3,59,q,0.6109171669995703,1,4,1,Famous,1
2,3,60,q,0.5628343329999552,2,52,1,Famous,1
3,1,1,NA,NA,1,101,0,New,0
3,1,2,q,0.9646350419970986,3,58,1,Famous,1
3,1,3,q,1.0718932919990038,3,19,1,Famous,1
3,1,4,q,1.070968374999211,2,34,1,Famous,1
3,1,5,NA,NA,2,23,1,Famous,0
3,1,6,q,1.2305401660014468,3,12,1,Famous,1
3,1,7,p,0.8941305409971392,3,130,0,New,1
3,1,8,p,1.0959811669999908,2,135,0,New,1
3,1,9,NA,NA,1,57,1,Famous,0
3,1,10,q,0.9199220420014173,3,10,1,Famous,1
3,1,11,p,1.0977860829989368,2,113,0,New,1
3,1,12,q,1.2847945840003376,2,13,1,Famous,1
3,1,13,NA,NA,2,52,1,Famous,0
3,1,14,p,0.7358321669998986,2,12,0,New,1
3,1,15,q,0.8125917920006032,3,30,1,Famous,1
3,1,16,p,0.9627053330004856,3,74,0,New,1
3,1,17,p,0.9936105840024538,1,125,0,New,1
3,1,18,q,1.179956874999334,3,42,1,Famous,1
3,1,19,p,1.2080855000021984,3,4,1,Famous,0
3,1,20,p,0.9946589589999348,1,19,0,New,1
3,1,21,q,0.9673715419994552,1,26,1,Famous,1
3,1,22,p,0.96281687499868,3,13,0,New,1
3,1,23,p,0.937287542001286,1,82,0,New,1
3,1,24,p,1.0542744160011353,1,92,0,New,1
3,1,25,q,0.9155854169985104,3,5,1,Famous,1
3,1,26,p,1.0005237499972282,1,136,0,New,1
3,1,27,p,1.116030375000264,2,39,0,New,1
3,1,28,p,0.8631627500035393,1,91,0,New,1
3,1,29,q,0.9406404590008606,2,1,1,Famous,1
3,1,30,NA,NA,3,27,1,Famous,0
3,1,31,p,0.7858788750017993,3,28,0,New,1
3,1,32,p,0.7731303340005979,2,38,0,New,1
3,1,33,p,0.7979751670027326,2,110,0,New,1
3,1,34,p,0.8501905829980387,2,119,0,New,1
3,1,35,p,0.844544790998043,2,106,0,New,1
3,1,36,q,0.9704051250009798,2,45,1,Famous,1
3,1,37,p,0.7214497499990102,2,37,0,New,1
3,1,38,p,1.055550500001118,2,8,1,Famous,0
3,1,39,q,1.1970942499974626,2,47,1,Famous,1
3,1,40,q,1.0250450000021374,1,33,1,Famous,1
3,1,41,q,0.9079135840001982,1,54,1,Famous,1
3,1,42,p,0.9071819999990112,1,41,1,Famous,0
3,1,43,p,0.9984407080009988,1,114,0,New,1
3,1,44,p,0.8699373749986989,1,21,0,New,1
3,1,45,p,0.8969443749992934,2,134,0,New,1
3,1,46,p,0.9998410410007637,2,2,0,New,1
3,1,47,q,0.8734602499971515,1,6,1,Famous,1
3,1,48,p,0.8856566670001484,2,62,0,New,1
3,1,49,q,0.8458242499982589,3,83,0,New,0
3,1,50,q,0.9203842079987226,2,2,1,Famous,1
3,1,51,p,0.9999180840022746,3,14,0,New,1
3,1,52,q,0.9191485839983216,1,31,1,Famous,1
3,1,53,p,0.947737499998766,3,90,0,New,1
3,1,54,p,0.8819347089993244,1,81,0,New,1
3,1,55,p,0.7720057920014369,1,43,0,New,1
3,1,56,q,0.9196218750003028,1,14,1,Famous,1
3,1,57,q,0.9635070830008772,3,25,1,Famous,1
3,1,58,p,0.9147927079975487,3,20,1,Famous,0
3,1,59,q,1.0665354170014325,3,59,1,Famous,1
3,1,60,q,0.8184710829991673,1,15,1,Famous,1
3,2,1,p,1.015526958002738,2,57,0,New,1
3,2,2,p,0.8949053340002138,3,22,0,New,1
3,2,3,q,1.0639855419976811,3,26,1,Famous,1
3,2,4,p,0.8500784579991887,2,97,0,New,1
3,2,5,NA,NA,1,34,1,Famous,0
3,2,6,q,0.97266312499778,2,42,1,Famous,1
3,2,7,p,0.8571867089995067,1,73,0,New,1
3,2,8,p,1.0853714580007363,2,4,1,Famous,0
3,2,9,p,1.0409845419999328,2,129,0,New,1
3,2,10,p,1.0006820839989814,2,151,0,New,1
3,2,11,q,1.0941940839984454,1,59,1,Famous,1
3,2,12,q,0.8136894579984073,3,2,1,Famous,1
3,2,13,q,1.2367078339993895,2,57,1,Famous,1
3,2,14,p,0.8563672499985842,3,87,0,New,1
3,2,15,p,0.7203737500021816,1,60,0,New,1
3,2,16,p,0.9747815410009936,1,84,0,New,1
3,2,17,p,0.8583402500007651,1,4,0,New,1
3,2,18,p,0.996604167001351,3,109,0,New,1
3,2,19,q,0.9742917080002372,1,13,1,Famous,1
3,2,20,p,0.9483963339989714,2,78,0,New,1
3,2,21,p,0.6643912920008006,3,27,0,New,1
3,2,22,p,0.9063573329985956,1,20,0,New,1
3,2,23,p,0.999118540999916,3,131,0,New,1
3,2,24,p,1.2845795409994023,2,30,1,Famous,0
3,2,25,p,1.051661833000253,2,141,0,New,1
3,2,26,q,0.8162830409964954,2,12,1,Famous,1
3,2,27,q,1.0287891670013778,2,6,1,Famous,1
3,2,28,NA,NA,2,145,0,New,0
3,2,29,p,0.8982807919965126,3,144,0,New,1
3,2,30,p,0.9471346659993288,1,150,0,New,1
3,2,31,q,0.7634132500024862,2,15,1,Famous,1
3,2,32,p,0.8495609579986194,1,77,0,New,1
3,2,33,q,0.8517401660028554,3,45,1,Famous,1
3,2,34,p,1.148023749999993,2,138,0,New,1
3,2,35,q,0.7078025410010014,2,5,1,Famous,1
3,2,36,q,0.7093534159976116,3,31,1,Famous,1
3,2,37,p,0.6756748340012564,1,102,0,New,1
3,2,38,q,0.7199804579977354,2,27,1,Famous,1
3,2,39,p,0.8006986250002228,2,66,0,New,1
3,2,40,q,0.8773164170015662,2,33,1,Famous,1
3,2,41,p,1.1519182500014722,3,8,1,Famous,0
3,2,42,q,1.0769529589997546,2,20,1,Famous,1
3,2,43,q,0.8006514160006191,1,25,1,Famous,1
3,2,44,q,0.8196436250000261,3,1,1,Famous,1
3,2,45,p,1.216215624997858,1,23,1,Famous,0
3,2,46,p,0.8544943750021048,2,58,1,Famous,0
3,2,47,p,1.0687869590001355,3,47,1,Famous,0
3,2,48,p,0.8768054590000247,2,14,1,Famous,0
3,2,49,q,0.7212249160002102,1,10,1,Famous,1
3,2,50,p,0.8450084579999384,1,47,0,New,1
3,2,51,p,0.8654612909995194,1,52,1,Famous,0
3,2,52,p,0.822107916999812,2,71,0,New,1
3,2,53,p,0.8029712080024183,1,70,0,New,1
3,2,54,p,0.8711254999980156,2,41,1,Famous,0
3,2,55,q,0.8198291250009788,2,54,1,Famous,1
3,2,56,p,0.941972041000554,2,128,0,New,1
3,2,57,q,1.0620701660009215,1,19,1,Famous,1
3,2,58,p,0.8061990830028662,2,36,0,New,1
3,2,59,p,0.6825004589991295,3,68,0,New,1
3,2,60,p,0.7434754579990113,2,10,0,New,1
3,3,1,p,0.7976595830004953,3,140,0,New,1
3,3,2,p,0.8089574580008048,3,52,1,Famous,0
3,3,3,p,0.860887457998615,1,58,1,Famous,0
3,3,4,p,0.854351082998619,3,41,1,Famous,0
3,3,5,p,0.9442010829989158,2,126,0,New,1
3,3,6,q,0.973891375000676,2,25,1,Famous,1
3,3,7,q,0.8688164579980366,2,59,1,Famous,1
3,3,8,p,0.898675665997871,3,111,0,New,1
3,3,9,q,0.9447180420029326,1,2,1,Famous,1
3,3,10,q,0.7641524169994227,1,5,1,Famous,1
3,3,11,p,0.7778726249998726,1,1,0,New,1
3,3,12,p,0.8559147500018298,3,18,0,New,1
3,3,13,p,0.8961242500008666,1,139,0,New,1
3,3,14,q,0.6668010839966882,3,13,1,Famous,1
3,3,15,p,1.0214572090008005,3,15,1,Famous,0
3,3,16,p,1.0161528329990688,1,4,1,Famous,0
3,3,17,q,0.8592773339987616,2,31,1,Famous,1
3,3,18,q,0.7183723749985802,1,45,1,Famous,1
3,3,19,q,1.054302042000927,1,47,1,Famous,1
3,3,20,p,1.0107842910001636,1,8,1,Famous,0
3,3,21,p,0.7683888749998005,2,93,0,New,1
