39,9,8,Scarlett Johansson
28,10,9,Dwayne Johnson
7,6,5,Ben Affleck
21,5,5,Denzel Washighton
54,9,6,Julia Roberts
6,7,4,Arnold Schwarzeneger
20,7,5,Matt Damon
15,2,5,Harrison Ford
13,0,5,Jason Statham
14,9,5,Daniel Craig
10,7,6,Bruce Willis
9,8,4,Bradley Cooper
35,10,5,Adele
3,9,6,Roger Federer
38,10,6,Taylor Swift
40,0,5,Simone Biles
1,10,3,Leonardo Di Caprio
16,2,5,Ewan McGregor
12,10,7,Daniel Radcliffe
42,7,6,Greta Thunberg
52,10,7,Emma Watson
19,10,5,Nicolas Cage
17,7,5,Hugh Jackman
45,9,5,Jennifer Aniston
22,3,5,Lebron James
41,10,4,Ariana Grande
49,8,5,Olivia Rodrigo
60,8,6,Anya Taylor-Joy
51,10,7,Margot Robbie
24,10,3,Ryan Reynolds
47,9,6,Hillary Clinton
11,0,5,Chris Evans
2,10,2,George W.Bush
46,10,8,Emma Stone
50,10,4,Millie Bobby Brown
55,9,6,Charlize Theron
33,1,5,Simone Biles
8,10,6,Brad Pitt
58,10,4,Nicole Kidman
5,3,5,Lionel Messi
34,10,7,Angelina Jolie
4,9,2,Cristiano Ronaldo
43,0,5,Maria Sharapova
23,9,5,Ryan Gosling
44,8,5,Cate Blanchett
48,9,6,Jennifer Lawrence
57,1,5,Serena Williams
59,10,8,Michelle Obama
18,1,5,Henri Canvill
31,9,6,Sandra Bullock
29,3,5,Tom Holland
25,3,5,Robert De Niro
56,8,6,Reese Witherspoon
30,8,3,Tom Cruise
53,8,4,Keira Knightley
32,9,5,Anne Hathaway
26,10,7,George Clooney
27,8,6,Keanu Reeves
37,8,5,Natalie Portman
36,10,9,Lady Gaga
