S35,1,1,p,0.8420122919997084,2,123,0
S35,1,2,p,0.5532649169999786,2,73,0
S35,1,3,p,0.6907901249996939,3,25,0
S35,1,4,q,0.7064465829989786,3,53,1
S35,1,5,q,0.7833518329989602,3,46,1
S35,1,6,p,0.7068403329994908,3,14,1
S35,1,7,p,0.6554179169997951,2,84,0
S35,1,8,q,0.7488682500006689,3,62,0
S35,1,9,p,0.8344620409989147,3,82,0
S35,1,10,q,0.7827217909998581,1,27,1
S35,1,11,p,0.6637298749992624,2,19,0
S35,1,12,q,0.7807344169996213,2,56,1
S35,1,13,q,0.7823508330002369,2,3,1
S35,1,14,p,0.7629347920010332,2,145,0
S35,1,15,p,0.7147197909998795,1,20,0
S35,1,16,q,0.7093176250000397,3,1,1
S35,1,17,p,0.7228289589984342,2,79,0
S35,1,18,p,0.7361324579997017,3,75,0
S35,1,19,q,0.8613587499985442,1,38,1
S35,1,20,p,0.7289017500006594,3,93,0
S35,1,21,p,0.7645842500005529,2,118,0
S35,1,22,q,0.8397274159997323,3,120,0
S35,1,23,p,0.5975418750003882,3,16,0
S35,1,24,q,0.6024655840010382,2,35,1
S35,1,25,q,0.7865857090000645,1,33,1
S35,1,26,q,0.7828972919996886,2,12,1
S35,1,27,p,0.7082661670010566,3,56,0
S35,1,28,,,3,113,0
S35,1,29,p,0.7691455420008424,2,136,0
S35,1,30,q,0.7038081249993411,1,37,1
S35,1,31,q,0.7784932909999043,3,26,1
S35,1,32,p,0.7676308749996679,1,111,0
S35,1,33,p,0.7133651670010295,1,67,0
S35,1,34,p,0.7949775830002181,1,21,0
S35,1,35,,,2,21,1
S35,1,36,p,0.6839454170003592,2,51,0
S35,1,37,q,0.7839023330016062,2,23,1
S35,1,38,p,0.6849636669994652,1,117,0
S35,1,39,p,0.7489234580007178,2,49,0
S35,1,40,q,0.7632686249999097,1,11,1
S35,1,41,p,0.5956184170008783,1,39,0
S35,1,42,p,0.690025500000047,2,105,0
S35,1,43,p,0.7935638750004728,3,30,0
S35,1,44,q,0.7050659579999774,2,39,1
S35,1,45,q,0.8532489999997779,1,44,1
S35,1,46,p,0.554099082999528,3,87,0
S35,1,47,p,0.7701977910001006,2,108,0
S35,1,48,q,0.7616741250003543,2,57,0
S35,1,49,q,0.70597537499998,2,51,1
S35,1,50,p,0.7038397920005082,1,18,1
S35,1,51,q,0.6318727079997188,3,17,1
S35,1,52,p,0.7743565830005537,1,29,1
S35,1,53,p,0.7829457910011115,1,13,1
S35,1,54,q,0.6352567920002912,2,20,1
S35,1,55,,,3,42,1
S35,1,56,,,1,57,1
S35,1,57,p,0.8449915420005709,3,36,1
S35,1,58,q,0.6178600000002916,3,52,1
S35,1,59,q,0.6978435410001111,2,40,1
S35,1,60,q,0.7335016659999383,1,59,1
